GEOID,GEOCODE,STATE,COUNTY,COUSUB,AREALAND,AREAWATR,BASENAME,NAME,POP100,county_name
0600000US5500100275,5500100275,55,1,275,7626484,5361,Adams,Adams city,1761,Adams
0600000US5500100300,5500100300,55,1,300,129825962,798653,Adams,Adams town,1378,Adams
0600000US5500107300,5500107300,55,1,7300,124141670,420670,Big Flats,Big Flats town,948,Adams
0600000US5500116075,5500116075,55,1,16075,92955514,47074,Colburn,Colburn town,215,Adams
0600000US5500119575,5500119575,55,1,19575,81586481,2662071,Dell Prairie,Dell Prairie town,1631,Adams
0600000US5500122000,5500122000,55,1,22000,93379034,239068,Easton,Easton town,1062,Adams
0600000US5500127950,5500127950,55,1,27950,2331113,114293,Friendship,Friendship village,648,Adams
0600000US5500137625,5500137625,55,1,37625,89842472,2573601,Jackson,Jackson town,1141,Adams
0600000US5500143425,5500143425,55,1,43425,96600680,72865,Leola,Leola town,287,Adams
0600000US5500144250,5500144250,55,1,44250,93432931,139295,Lincoln,Lincoln town,320,Adams
0600000US5500153725,5500153725,55,1,53725,56651316,40609404,Monroe,Monroe town,391,Adams
0600000US5500156525,5500156525,55,1,56525,80561614,724888,New Chester,New Chester town,1960,Adams
0600000US5500156750,5500156750,55,1,56750,75499026,3242627,New Haven,New Haven town,680,Adams
0600000US5500165450,5500165450,55,1,65450,91556760,1271726,Preston,Preston town,1377,Adams
0600000US5500165825,5500165825,55,1,65825,84098352,19681130,Quincy,Quincy town,1159,Adams
0600000US5500167425,5500167425,55,1,67425,92121523,38873,Richfield,Richfield town,138,Adams
0600000US5500169275,5500169275,55,1,69275,140122176,21048876,Rome,Rome town,3025,Adams
0600000US5500176350,5500176350,55,1,76350,113171044,2292132,Springville,Springville town,1283,Adams
0600000US5500177800,5500177800,55,1,77800,122232343,12332510,Strongs Prairie,Strongs Prairie town,1145,Adams
0600000US5500188150,5500188150,55,1,88150,4479559,33865,Wisconsin Dells,Wisconsin Dells city,105,Adams
0600000US5500300000,5500300000,55,3,0,0,3198457158,County subdivisions not defined,County subdivisions not defined,0,Ashland
0600000US5500300550,5500300550,55,3,550,229862337,1916752,Agenda,Agenda town,370,Ashland
0600000US5500303225,5500303225,55,3,3225,34571558,659598,Ashland,Ashland city,7905,Ashland
0600000US5500303250,5500303250,55,3,3250,106869642,202102,Ashland,Ashland town,589,Ashland
0600000US5500311525,5500311525,55,3,11525,4092089,0,Butternut,Butternut village,366,Ashland
0600000US5500314550,5500314550,55,3,14550,323015987,2708751,Chippewa,Chippewa town,349,Ashland
0600000US5500329250,5500329250,55,3,29250,101048826,15040,Gingles,Gingles town,738,Ashland
0600000US5500329875,5500329875,55,3,29875,270774578,6630842,Gordon,Gordon town,261,Ashland
0600000US5500337775,5500337775,55,3,37775,132151444,831556,Jacobs,Jacobs town,648,Ashland
0600000US5500342562,5500342562,55,3,42562,201396992,1011923,La Pointe,La Pointe town,428,Ashland
0600000US5500349200,5500349200,55,3,49200,184723995,2367001,Marengo,Marengo town,460,Ashland
0600000US5500350700,5500350700,55,3,50700,4876551,0,Mellen,Mellen city,698,Ashland
0600000US5500354400,5500354400,55,3,54400,266123985,4085222,Morse,Morse town,499,Ashland
0600000US5500361600,5500361600,55,3,61600,95370541,276594,Peeksville,Peeksville town,137,Ashland
0600000US5500371350,5500371350,55,3,71350,406650016,10005604,Sanborn,Sanborn town,1381,Ashland
0600000US5500372825,5500372825,55,3,72825,230667836,1389001,Shanagolden,Shanagolden town,131,Ashland
0600000US5500386850,5500386850,55,3,86850,114262410,171174,White River,White River town,1067,Ashland
0600000US5500501325,5500501325,55,5,1325,2925144,0,Almena,Almena village,705,Barron
0600000US5500501350,5500501350,55,5,1350,79064347,4937229,Almena,Almena town,887,Barron
0600000US5500502775,5500502775,55,5,2775,91626888,0,Arland,Arland town,712,Barron
0600000US5500504875,5500504875,55,5,4875,7551034,218280,Barron,Barron city,3733,Barron
0600000US5500504900,5500504900,55,5,4900,84961932,180884,Barron,Barron town,813,Barron
0600000US5500505650,5500505650,55,5,5650,85044354,6064850,Bear Lake,Bear Lake town,670,Barron
0600000US5500512250,5500512250,55,5,12250,6712833,106128,Cameron,Cameron village,1872,Barron
0600000US5500513500,5500513500,55,5,13500,81213368,10447647,Cedar Lake,Cedar Lake town,1076,Barron
0600000US5500514325,5500514325,55,5,14325,6208159,1845930,Chetek,Chetek city,2172,Barron
0600000US5500514350,5500514350,55,5,14350,78896158,8043133,Chetek,Chetek town,1726,Barron
0600000US5500515600,5500515600,55,5,15600,91012597,762020,Clinton,Clinton town,870,Barron
0600000US5500517875,5500517875,55,5,17875,83891441,4508475,Crystal Lake,Crystal Lake town,743,Barron
0600000US5500518025,5500518025,55,5,18025,10316081,1405400,Cumberland,Cumberland city,2274,Barron
0600000US5500518050,5500518050,55,5,18050,82873469,2453737,Cumberland,Cumberland town,818,Barron
0600000US5500518575,5500518575,55,5,18575,3745519,99587,Dallas,Dallas village,359,Barron
0600000US5500518600,5500518600,55,5,18600,87798950,18045,Dallas,Dallas town,570,Barron
0600000US5500520650,5500520650,55,5,20650,90930761,254490,Dovre,Dovre town,825,Barron
0600000US5500520750,5500520750,55,5,20750,92207602,0,Doyle,Doyle town,490,Barron
0600000US5500533225,5500533225,55,5,33225,1305540,15109,Haugen,Haugen village,266,Barron
0600000US5500541600,5500541600,55,5,41600,86073127,5297275,Lakeland,Lakeland town,938,Barron
0600000US5500548825,5500548825,55,5,48825,91913631,0,Maple Grove,Maple Grove town,877,Barron
0600000US5500548950,5500548950,55,5,48950,86187805,6698499,Maple Plain,Maple Plain town,844,Barron
0600000US5500556350,5500556350,55,5,56350,696788,0,New Auburn,New Auburn village,25,Barron
0600000US5500558950,5500558950,55,5,58950,89899991,1173125,Oak Grove,Oak Grove town,960,Barron
0600000US5500565150,5500565150,55,5,65150,2491340,90900,Prairie Farm,Prairie Farm village,494,Barron
0600000US5500565175,5500565175,55,5,65175,88908992,4469,Prairie Farm,Prairie Farm town,566,Barron
0600000US5500565200,5500565200,55,5,65200,85965088,4598142,Prairie Lake,Prairie Lake town,1648,Barron
0600000US5500567350,5500567350,55,5,67350,22372529,2875420,Rice Lake,Rice Lake city,9040,Barron
0600000US5500567375,5500567375,55,5,67375,68015944,3002658,Rice Lake,Rice Lake town,2813,Barron
0600000US5500574125,5500574125,55,5,74125,90490549,825364,Sioux Creek,Sioux Creek town,667,Barron
0600000US5500576550,5500576550,55,5,76550,92893835,121280,Stanfold,Stanfold town,701,Barron
0600000US5500576600,5500576600,55,5,76600,80082253,1671236,Stanley,Stanley town,2570,Barron
0600000US5500578450,5500578450,55,5,78450,92363380,28430,Sumner,Sumner town,699,Barron
0600000US5500581075,5500581075,55,5,81075,5820442,239870,Turtle Lake,Turtle Lake village,959,Barron
0600000US5500581100,5500581100,55,5,81100,91103448,1119457,Turtle Lake,Turtle Lake town,640,Barron
0600000US5500582375,5500582375,55,5,82375,91716091,87447,Vance Creek,Vance Creek town,689,Barron
0600000US5500700000,5500700000,55,7,0,0,1053765017,County subdivisions not defined,County subdivisions not defined,0,Bayfield
0600000US5500703225,5500703225,55,7,3225,41887,0,Ashland,Ashland city,3,Bayfield
0600000US5500704725,5500704725,55,7,4725,143296144,28804708,Barksdale,Barksdale town,745,Bayfield
0600000US5500704750,5500704750,55,7,4750,305825707,16866173,Barnes,Barnes town,823,Bayfield
0600000US5500705350,5500705350,55,7,5350,2231084,0,Bayfield,Bayfield city,584,Bayfield
0600000US5500705375,5500705375,55,7,5375,230654619,116108271,Bayfield,Bayfield town,787,Bayfield
0600000US5500705475,5500705475,55,7,5475,107949707,43774452,Bayview,Bayview town,512,Bayfield
0600000US5500706200,5500706200,55,7,6200,155203646,1956672,Bell,Bell town,355,Bayfield
0600000US5500711675,5500711675,55,7,11675,179154248,5338528,Cable,Cable town,853,Bayfield
0600000US5500715750,5500715750,55,7,15750,153258871,793211,Clover,Clover town,261,Bayfield
0600000US5500719662,5500719662,55,7,19662,179997268,6381794,Delta,Delta town,315,Bayfield
0600000US5500720887,5500720887,55,7,20887,355605890,15064393,Drummond,Drummond town,544,Bayfield
0600000US5500722925,5500722925,55,7,22925,91157255,205159,Eileen,Eileen town,722,Bayfield
0600000US5500730175,5500730175,55,7,30175,269995497,6996251,Grandview,Grandview town,508,Bayfield
0600000US5500736300,5500736300,55,7,36300,135337945,3270668,Hughes,Hughes town,471,Bayfield
0600000US5500737200,5500737200,55,7,37200,83074482,8876586,Iron River,Iron River town,1240,Bayfield
0600000US5500739025,5500739025,55,7,39025,94990689,0,Kelly,Kelly town,436,Bayfield
0600000US5500739425,5500739425,55,7,39425,91836377,700488,Keystone,Keystone town,373,Bayfield
0600000US5500744275,5500744275,55,7,44275,91984707,873367,Lincoln,Lincoln town,251,Bayfield
0600000US5500749900,5500749900,55,7,49900,1847227,0,Mason,Mason village,101,Bayfield
0600000US5500749925,5500749925,55,7,49925,92760007,0,Mason,Mason town,289,Bayfield
0600000US5500755375,5500755375,55,7,55375,168651758,18217338,Namakagon,Namakagon town,316,Bayfield
0600000US5500760275,5500760275,55,7,60275,139904448,487257,Orienta,Orienta town,164,Bayfield
0600000US5500760775,5500760775,55,7,60775,91722581,0,Oulu,Oulu town,560,Bayfield
0600000US5500762700,5500762700,55,7,62700,90497762,492756,Pilsen,Pilsen town,216,Bayfield
0600000US5500764512,5500764512,55,7,64512,122199110,204975,Port Wing,Port Wing town,389,Bayfield
0600000US5500770300,5500770300,55,7,70300,129109801,130111271,Russell,Russell town,1553,Bayfield
0600000US5500780750,5500780750,55,7,80750,89673535,509464,Tripp,Tripp town,244,Bayfield
0600000US5500783525,5500783525,55,7,83525,10133824,8200,Washburn,Washburn city,2051,Bayfield
0600000US5500783550,5500783550,55,7,83550,219580984,493914,Washburn,Washburn town,554,Bayfield
0600000US5500901150,5500901150,55,9,1150,11824388,1658403,Allouez,Allouez village,14156,Brown
0600000US5500903425,5500903425,55,9,3425,32073965,1163054,Ashwaubenon,Ashwaubenon village,16991,Brown
0600000US5500906350,5500906350,55,9,6350,37111765,135756,Bellevue,Bellevue village,15935,Brown
0600000US5500919700,5500919700,55,9,19700,5102528,0,Denmark,Denmark village,2408,Brown
0600000US5500919775,5500919775,55,9,19775,30966942,2119242,De Pere,De Pere city,25410,Brown
0600000US5500922225,5500922225,55,9,22225,62572427,466619,Eaton,Eaton town,1662,Brown
0600000US5500929550,5500929550,55,9,29550,85010184,58116,Glenmore,Glenmore town,1045,Brown
0600000US5500931000,5500931000,55,9,31000,117789200,26620486,Green Bay,Green Bay city,107395,Brown
0600000US5500931025,5500931025,55,9,31025,57271851,22688083,Green Bay,Green Bay town,2197,Brown
0600000US5500935150,5500935150,55,9,35150,85525907,306948,Hobart,Hobart village,10211,Brown
0600000US5500935325,5500935325,55,9,35325,93197660,3404,Holland,Holland town,1559,Brown
0600000US5500935950,5500935950,55,9,35950,47740027,11871690,Howard,Howard village,19950,Brown
0600000US5500936425,5500936425,55,9,36425,62251046,0,Humboldt,Humboldt town,1299,Brown
0600000US5500942900,5500942900,55,9,42900,39635849,1664293,Lawrence,Lawrence town,6306,Brown
0600000US5500943090,5500943090,55,9,43090,44186050,404073,Ledgeview,Ledgeview town,8820,Brown
0600000US5500954300,5500954300,55,9,54300,94005174,345643,Morrison,Morrison town,1689,Brown
0600000US5500956575,5500956575,55,9,56575,88332474,641634,New Denmark,New Denmark town,1562,Brown
0600000US5500963075,5500963075,55,9,63075,82887243,58453,Pittsfield,Pittsfield town,2791,Brown
0600000US5500965675,5500965675,55,9,65675,5993705,4666,Pulaski,Pulaski village,3650,Brown
0600000US5500968875,5500968875,55,9,68875,54982470,1349479,Rockland,Rockland town,1775,Brown
0600000US5500972200,5500972200,55,9,72200,47138273,89445944,Scott,Scott town,3636,Brown
0600000US5500977975,5500977975,55,9,77975,94115699,59734205,Suamico,Suamico village,12820,Brown
0600000US5500989150,5500989150,55,9,89150,8374321,533448,Wrightstown,Wrightstown village,2895,Brown
0600000US5500989175,5500989175,55,9,89175,84842228,537114,Wrightstown,Wrightstown town,2578,Brown
0600000US5501101225,5501101225,55,11,1225,13752483,6717774,Alma,Alma city,716,Buffalo
0600000US5501101250,5501101250,55,11,1250,109543935,1316796,Alma,Alma town,254,Buffalo
0600000US5501106675,5501106675,55,11,6675,84906168,9851431,Belvidere,Belvidere town,403,Buffalo
0600000US5501111025,5501111025,55,11,11025,72274949,16407837,Buffalo,Buffalo town,746,Buffalo
0600000US5501111062,5501111062,55,11,11062,4256755,6094580,Buffalo City,Buffalo City city,1007,Buffalo
0600000US5501112500,5501112500,55,11,12500,92651542,43500,Canton,Canton town,245,Buffalo
0600000US5501116025,5501116025,55,11,16025,2005796,25690,Cochrane,Cochrane village,423,Buffalo
0600000US5501117737,5501117737,55,11,17737,97218217,433107,Cross,Cross town,368,Buffalo
0600000US5501120575,5501120575,55,11,20575,93847155,83263,Dover,Dover town,515,Buffalo
0600000US5501126850,5501126850,55,11,26850,11331373,2967896,Fountain City,Fountain City city,806,Buffalo
0600000US5501129225,5501129225,55,11,29225,93024686,1127242,Gilmanton,Gilmanton town,425,Buffalo
0600000US5501129375,5501129375,55,11,29375,115144080,489856,Glencoe,Glencoe town,402,Buffalo
0600000US5501144300,5501144300,55,11,44300,95284407,58432,Lincoln,Lincoln town,167,Buffalo
0600000US5501150075,5501150075,55,11,50075,106240854,4424572,Maxville,Maxville town,321,Buffalo
0600000US5501152175,5501152175,55,11,52175,66583170,9920019,Milton,Milton town,541,Buffalo
0600000US5501153450,5501153450,55,11,53450,93155359,443721,Modena,Modena town,313,Buffalo
0600000US5501153600,5501153600,55,11,53600,10091336,220893,Mondovi,Mondovi city,2845,Buffalo
0600000US5501153625,5501153625,55,11,53625,83221686,296477,Mondovi,Mondovi town,451,Buffalo
0600000US5501153850,5501153850,55,11,53850,122215290,105819,Montana,Montana town,268,Buffalo
0600000US5501155450,5501155450,55,11,55450,91346444,479256,Naples,Naples town,697,Buffalo
0600000US5501155950,5501155950,55,11,55950,3505252,260241,Nelson,Nelson village,322,Buffalo
0600000US5501155975,5501155975,55,11,55975,175935097,25119022,Nelson,Nelson town,574,Buffalo
0600000US5501184325,5501184325,55,11,84325,112754784,662105,Waumandee,Waumandee town,508,Buffalo
0600000US5501301900,5501301900,55,13,1900,162662074,3054086,Anderson,Anderson town,408,Burnett
0600000US5501308025,5501308025,55,13,8025,177645806,4429569,Blaine,Blaine town,206,Burnett
0600000US5501318750,5501318750,55,13,18750,87251590,5370078,Daniels,Daniels town,676,Burnett
0600000US5501319925,5501319925,55,13,19925,93992244,1361559,Dewey,Dewey town,545,Burnett
0600000US5501330450,5501330450,55,13,30450,7764831,57865,Grantsburg,Grantsburg village,1330,Burnett
0600000US5501330475,5501330475,55,13,30475,92205789,2075088,Grantsburg,Grantsburg town,1174,Burnett
0600000US5501337650,5501337650,55,13,37650,75700797,14817363,Jackson,Jackson town,935,Burnett
0600000US5501340975,5501340975,55,13,40975,96032586,5006909,La Follette,La Follette town,559,Burnett
0600000US5501344325,5501344325,55,13,44325,90217152,889154,Lincoln,Lincoln town,367,Burnett
0600000US5501350650,5501350650,55,13,50650,82653776,3550694,Meenon,Meenon town,1212,Burnett
0600000US5501359075,5501359075,55,13,59075,67388370,17798982,Oakland,Oakland town,980,Burnett
0600000US5501369325,5501369325,55,13,69325,90973193,557230,Roosevelt,Roosevelt town,197,Burnett
0600000US5501370225,5501370225,55,13,70225,84466493,5417167,Rusk,Rusk town,470,Burnett
0600000US5501371450,5501371450,55,13,71450,84905021,8825456,Sand Lake,Sand Lake town,576,Burnett
0600000US5501372225,5501372225,55,13,72225,71771421,16760640,Scott,Scott town,583,Burnett
0600000US5501374175,5501374175,55,13,74175,3101635,81739,Siren,Siren village,824,Burnett
0600000US5501374200,5501374200,55,13,74200,81389388,11544750,Siren,Siren town,1004,Burnett
0600000US5501378775,5501378775,55,13,78775,148805577,8498601,Swiss,Swiss town,807,Burnett
0600000US5501380375,5501380375,55,13,80375,84187341,7710949,Trade Lake,Trade Lake town,904,Burnett
0600000US5501381500,5501381500,55,13,81500,89373951,8665841,Union,Union town,345,Burnett
0600000US5501384975,5501384975,55,13,84975,82832907,10848871,Webb Lake,Webb Lake town,432,Burnett
0600000US5501385025,5501385025,55,13,85025,4540458,0,Webster,Webster village,694,Burnett
0600000US5501385850,5501385850,55,13,85850,179802346,10365993,West Marshland,West Marshland town,400,Burnett
0600000US5501388900,5501388900,55,13,88900,88168101,4249495,Wood River,Wood River town,898,Burnett
0600000US5501502375,5501502375,55,15,2375,8534443,73697,Appleton,Appleton city,11304,Calumet
0600000US5501509725,5501509725,55,15,9725,7361237,52676,Brillion,Brillion city,3262,Calumet
0600000US5501509750,5501509750,55,15,9750,85337873,341146,Brillion,Brillion town,1650,Calumet
0600000US5501510350,5501510350,55,15,10350,95022448,46350355,Brothertown,Brothertown town,1328,Calumet
0600000US5501514000,5501514000,55,15,14000,81231547,839645,Charlestown,Charlestown town,774,Calumet
0600000US5501514475,5501514475,55,15,14475,10297677,120045,Chilton,Chilton city,4080,Calumet
0600000US5501514500,5501514500,55,15,14500,84032912,379490,Chilton,Chilton town,1059,Calumet
0600000US5501532790,5501532790,55,15,32790,82549544,182833,Harrison,Harrison village,12418,Calumet
0600000US5501532800,5501532800,55,15,32800,24739,67353876,Harrison,Harrison town,0,Calumet
0600000US5501534575,5501534575,55,15,34575,3817007,0,Hilbert,Hilbert village,1248,Calumet
0600000US5501538800,5501538800,55,15,38800,38345,0,Kaukauna,Kaukauna city,0,Calumet
0600000US5501539525,5501539525,55,15,39525,1080277,1914,Kiel,Kiel city,347,Calumet
0600000US5501550825,5501550825,55,15,50825,3971112,162105,Menasha,Menasha city,3007,Calumet
0600000US5501556800,5501556800,55,15,56800,6494890,8855,New Holstein,New Holstein city,3195,Calumet
0600000US5501556825,5501556825,55,15,56825,81604503,363829,New Holstein,New Holstein town,1534,Calumet
0600000US5501564675,5501564675,55,15,64675,1310726,33966,Potter,Potter village,244,Calumet
0600000US5501566275,5501566275,55,15,66275,82700206,1176235,Rantoul,Rantoul town,740,Calumet
0600000US5501573525,5501573525,55,15,73525,8963111,146633,Sherwood,Sherwood village,3271,Calumet
0600000US5501577400,5501577400,55,15,77400,8413081,21894,Stockbridge,Stockbridge village,678,Calumet
0600000US5501577425,5501577425,55,15,77425,87005351,86449651,Stockbridge,Stockbridge town,1453,Calumet
0600000US5501589000,5501589000,55,15,89000,84472537,102720,Woodville,Woodville town,850,Calumet
0600000US5501702175,5501702175,55,17,2175,96537813,6535109,Anson,Anson town,2297,Chippewa
0600000US5501703075,5501703075,55,17,3075,110914887,487106,Arthur,Arthur town,771,Chippewa
0600000US5501703725,5501703725,55,17,3725,92600756,607,Auburn,Auburn town,776,Chippewa
0600000US5501707525,5501707525,55,17,7525,114725519,5881536,Birch Creek,Birch Creek town,495,Chippewa
0600000US5501708225,5501708225,55,17,8225,7636226,390166,Bloomer,Bloomer city,3683,Chippewa
0600000US5501708250,5501708250,55,17,8250,122135022,1943473,Bloomer,Bloomer town,1090,Chippewa
0600000US5501709075,5501709075,55,17,9075,4798542,0,Boyd,Boyd village,605,Chippewa
0600000US5501711750,5501711750,55,17,11750,8813431,194586,Cadott,Cadott village,1498,Chippewa
0600000US5501714575,5501714575,55,17,14575,29310993,1410121,Chippewa Falls,Chippewa Falls city,14731,Chippewa
0600000US5501715350,5501715350,55,17,15350,140054152,6010601,Cleveland,Cleveland town,889,Chippewa
0600000US5501716125,5501716125,55,17,16125,167728275,4256052,Colburn,Colburn town,892,Chippewa
0600000US5501716800,5501716800,55,17,16800,88759732,28562,Cooks Valley,Cooks Valley town,757,Chippewa
0600000US5501717100,5501717100,55,17,17100,9807878,1384945,Cornell,Cornell city,1453,Chippewa
0600000US5501719625,5501719625,55,17,19625,109969832,499865,Delmar,Delmar town,1013,Chippewa
0600000US5501721600,5501721600,55,17,21600,158100431,13829810,Eagle Point,Eagle Point town,3237,Chippewa
0600000US5501722300,5501722300,55,17,22300,10315476,203874,Eau Claire,Eau Claire city,2183,Chippewa
0600000US5501722750,5501722750,55,17,22750,139586969,124325,Edson,Edson town,1141,Chippewa
0600000US5501724375,5501724375,55,17,24375,81591146,1557318,Estella,Estella town,476,Chippewa
0600000US5501729700,5501729700,55,17,29700,76999134,244925,Goetz,Goetz town,813,Chippewa
0600000US5501732125,5501732125,55,17,32125,19246670,0,Hallie,Hallie town,153,Chippewa
0600000US5501736000,5501736000,55,17,36000,92788869,0,Howard,Howard town,777,Chippewa
0600000US5501740900,5501740900,55,17,40900,89370437,11397096,Lafayette,Lafayette town,6197,Chippewa
0600000US5501741525,5501741525,55,17,41525,36630551,1143888,Lake Hallie,Lake Hallie village,7170,Chippewa
0600000US5501741550,5501741550,55,17,41550,68928731,9945273,Lake Holcombe,Lake Holcombe town,1011,Chippewa
0600000US5501756350,5501756350,55,17,56350,8117762,0,New Auburn,New Auburn village,537,Chippewa
0600000US5501769975,5501769975,55,17,69975,138464344,470197,Ruby,Ruby town,465,Chippewa
0600000US5501771275,5501771275,55,17,71275,161792642,14850623,Sampson,Sampson town,972,Chippewa
0600000US5501773875,5501773875,55,17,73875,92511329,336339,Sigel,Sigel town,1132,Chippewa
0600000US5501776625,5501776625,55,17,76625,9740043,178071,Stanley,Stanley city,3804,Chippewa
0600000US5501779875,5501779875,55,17,79875,92292945,451029,Tilden,Tilden town,1516,Chippewa
0600000US5501786537,5501786537,55,17,86537,140829487,1353056,Wheaton,Wheaton town,2759,Chippewa
0600000US5501788875,5501788875,55,17,88875,90528483,124750,Woodmohr,Woodmohr town,1004,Chippewa
0600000US5501900100,5501900100,55,19,100,3749982,0,Abbotsford,Abbotsford city,1665,Clark
0600000US5501905750,5501905750,55,19,5750,93404743,277253,Beaver,Beaver town,826,Clark
0600000US5501911425,5501911425,55,19,11425,92247770,591339,Butler,Butler town,112,Clark
0600000US5501916150,5501916150,55,19,16150,1969302,13221,Colby,Colby city,1275,Clark
0600000US5501916175,5501916175,55,19,16175,86205809,48194,Colby,Colby town,922,Clark
0600000US5501918125,5501918125,55,19,18125,1776168,2186,Curtiss,Curtiss village,292,Clark
0600000US5501920025,5501920025,55,19,20025,91221692,2288216,Dewhurst,Dewhurst town,349,Clark
0600000US5501920450,5501920450,55,19,20450,3355297,87963,Dorchester,Dorchester village,846,Clark
0600000US5501922250,5501922250,55,19,22250,86920763,973514,Eaton,Eaton town,718,Clark
0600000US5501926775,5501926775,55,19,26775,184304744,1589019,Foster,Foster town,118,Clark
0600000US5501927775,5501927775,55,19,27775,91006889,266606,Fremont,Fremont town,1312,Clark
0600000US5501930275,5501930275,55,19,30275,92036524,327669,Grant,Grant town,858,Clark
0600000US5501930425,5501930425,55,19,30425,1411604,10677,Granton,Granton village,381,Clark
0600000US5501931275,5501931275,55,19,31275,92813927,541519,Green Grove,Green Grove town,748,Clark
0600000US5501931575,5501931575,55,19,31575,6932030,217264,Greenwood,Greenwood city,1058,Clark
0600000US5501933900,5501933900,55,19,33900,92698981,310052,Hendren,Hendren town,433,Clark
0600000US5501934200,5501934200,55,19,34200,91813281,1121681,Hewett,Hewett town,295,Clark
0600000US5501935050,5501935050,55,19,35050,85802447,1593255,Hixon,Hixon town,902,Clark
0600000US5501935125,5501935125,55,19,35125,90618992,511101,Hoard,Hoard town,787,Clark
0600000US5501943700,5501943700,55,19,43700,92412434,1271475,Levis,Levis town,437,Clark
0600000US5501945700,5501945700,55,19,45700,90998231,1125833,Longwood,Longwood town,877,Clark
0600000US5501946075,5501946075,55,19,46075,3456933,0,Loyal,Loyal city,1203,Clark
0600000US5501946100,5501946100,55,19,46100,89933676,62688,Loyal,Loyal town,790,Clark
0600000US5501946625,5501946625,55,19,46625,91771881,448998,Lynn,Lynn town,834,Clark
0600000US5501950175,5501950175,55,19,50175,84087187,267466,Mayville,Mayville town,963,Clark
0600000US5501950275,5501950275,55,19,50275,90431575,1929580,Mead,Mead town,357,Clark
0600000US5501951125,5501951125,55,19,51125,91970348,584467,Mentor,Mentor town,546,Clark
0600000US5501955800,5501955800,55,19,55800,7108408,263380,Neillsville,Neillsville city,2384,Clark
0600000US5501960825,5501960825,55,19,60825,6043731,196825,Owen,Owen city,916,Clark
0600000US5501963000,5501963000,55,19,63000,85626253,1121737,Pine Valley,Pine Valley town,1175,Clark
0600000US5501967025,5501967025,55,19,67025,92725307,303504,Reseburg,Reseburg town,793,Clark
0600000US5501972450,5501972450,55,19,72450,93070616,274154,Seif,Seif town,188,Clark
0600000US5501973350,5501973350,55,19,73350,90253904,260167,Sherman,Sherman town,831,Clark
0600000US5501973550,5501973550,55,19,73550,92120940,963526,Sherwood,Sherwood town,230,Clark
0600000US5501976625,5501976625,55,19,76625,1306789,0,Stanley,Stanley city,0,Clark
0600000US5501979625,5501979625,55,19,79625,3831983,0,Thorp,Thorp city,1795,Clark
0600000US5501979650,5501979650,55,19,79650,89202373,477973,Thorp,Thorp town,840,Clark
0600000US5501981825,5501981825,55,19,81825,89894475,136544,Unity,Unity town,751,Clark
0600000US5501981850,5501981850,55,19,81850,857531,0,Unity,Unity village,151,Clark
0600000US5501983350,5501983350,55,19,83350,89733634,852167,Warner,Warner town,635,Clark
0600000US5501983575,5501983575,55,19,83575,93703836,364246,Washburn,Washburn town,289,Clark
0600000US5501985925,5501985925,55,19,85925,92992959,832477,Weston,Weston town,686,Clark
0600000US5501988275,5501988275,55,19,88275,2155669,0,Withee,Withee village,506,Clark
0600000US5501988300,5501988300,55,19,88300,90755841,207268,Withee,Withee town,1033,Clark
0600000US5501989125,5501989125,55,19,89125,92969435,461360,Worden,Worden town,708,Clark
0600000US5501989425,5501989425,55,19,89425,93395274,62268,York,York town,844,Clark
0600000US5502102800,5502102800,55,21,2800,2685142,0,Arlington,Arlington village,844,Columbia
0600000US5502102825,5502102825,55,21,2825,90153012,199208,Arlington,Arlington town,803,Columbia
0600000US5502111900,5502111900,55,21,11900,149373091,14961827,Caledonia,Caledonia town,1495,Columbia
0600000US5502112200,5502112200,55,21,12200,2539005,133821,Cambria,Cambria village,777,Columbia
0600000US5502116450,5502116450,55,21,16450,11729646,89325,Columbus,Columbus city,5540,Columbia
0600000US5502116475,5502116475,55,21,16475,80352315,406562,Columbus,Columbus town,626,Columbia
0600000US5502117325,5502117325,55,21,17325,91217252,580057,Courtland,Courtland town,491,Columbia
0600000US5502119375,5502119375,55,21,19375,104694631,11435061,Dekorra,Dekorra town,2500,Columbia
0600000US5502120775,5502120775,55,21,20775,10068044,293687,Doylestown,Doylestown village,280,Columbia
0600000US5502125150,5502125150,55,21,25150,4735047,171569,Fall River,Fall River village,1801,Columbia
0600000US5502126725,5502126725,55,21,26725,83276954,3201866,Fort Winnebago,Fort Winnebago town,812,Columbia
0600000US5502126875,5502126875,55,21,26875,88138401,1347615,Fountain Prairie,Fountain Prairie town,938,Columbia
0600000US5502128000,5502128000,55,21,28000,2590147,28957,Friesland,Friesland village,320,Columbia
0600000US5502132375,5502132375,55,21,32375,92374040,209067,Hampden,Hampden town,581,Columbia
0600000US5502143125,5502143125,55,21,43125,91400729,1293429,Leeds,Leeds town,755,Columbia
0600000US5502143775,5502143775,55,21,43775,135955060,6547867,Lewiston,Lewiston town,1262,Columbia
0600000US5502145350,5502145350,55,21,45350,4475640,778,Lodi,Lodi city,3189,Columbia
0600000US5502145375,5502145375,55,21,45375,68648406,5057694,Lodi,Lodi town,3282,Columbia
0600000US5502146050,5502146050,55,21,46050,90051571,2787271,Lowville,Lowville town,1017,Columbia
0600000US5502149150,5502149150,55,21,49150,90828527,1800283,Marcellon,Marcellon town,1140,Columbia
0600000US5502157025,5502157025,55,21,57025,51977741,1845652,Newport,Newport town,607,Columbia
