GEOID,GEOCODE,STATE,COUNTY,COUSUB,CD116,AREALAND,AREAWATR,BASENAME,NAME,POP100
5211600US550305309900,5.50305E+11,55,53,9900,3,122007218,1648988,Brockway,Brockway town,3035
5211600US550305318075,5.50305E+11,55,53,18075,3,93796587,0,Curran,Curran town,301
5211600US550305327225,5.50305E+11,55,53,27225,3,94792829,0,Franklin,Franklin town,519
5211600US550305328325,5.50305E+11,55,53,28325,3,93273613,17371,Garfield,Garfield town (part),756
5211600US550305335075,5.50305E+11,55,53,35075,3,2954458,0,Hixton,Hixton village,456
5211600US550305335100,5.50305E+11,55,53,35100,3,90558140,9371,Hixton,Hixton town,620
5211600US550305337275,5.50305E+11,55,53,37275,3,114875596,1249014,Irving,Irving town,853
5211600US550305340000,5.50305E+11,55,53,40000,3,18424,0,Knapp,Knapp town (part),0
5211600US550305340325,5.50305E+11,55,53,40325,3,153397294,703619,Komensky,Komensky town,505
5211600US550305348425,5.50305E+11,55,53,48425,3,165428040,369448,Manchester,Manchester town,825
5211600US550305350750,5.50305E+11,55,53,50750,3,2074046,81954,Melrose,Melrose village,544
5211600US550305350775,5.50305E+11,55,53,50775,3,69835043,1798771,Melrose,Melrose town,470
5211600US550305351300,5.50305E+11,55,53,51300,3,3281557,192669,Merrillan,Merrillan village (part),562
5211600US550305352050,5.50305E+11,55,53,52050,3,184525380,3129945,Millston,Millston town,168
5211600US550305357775,5.50305E+11,55,53,57775,3,71637303,1748938,North Bend,North Bend town,491
5211600US550305357975,5.50305E+11,55,53,57975,3,93146665,75745,Northfield,Northfield town,674
5211600US550305375900,5.50305E+11,55,53,75900,3,94461594,48213,Springfield,Springfield town,693
5211600US550305379150,5.50305E+11,55,53,79150,3,1888135,0,Taylor,Taylor village,484
5211600US550305712350,5.50306E+11,55,57,12350,3,2591614,0,Camp Douglas,Camp Douglas village,647
5211600US550305715225,5.50306E+11,55,57,15225,3,14518274,0,Clearfield,Clearfield town (part),155
5211600US550305723800,5.50306E+11,55,57,23800,3,5091766,0,Elroy,Elroy city,1356
5211600US550305726825,5.50306E+11,55,57,26825,3,79649292,0,Fountain,Fountain town,592
5211600US550305728850,5.50306E+11,55,57,28850,3,44522169,4299663,Germantown,Germantown town (part),798
5211600US550305736675,5.50306E+11,55,57,36675,3,1807113,0,Hustler,Hustler village,162
5211600US550305739575,5.50306E+11,55,57,39575,3,72079734,1824871,Kildare,Kildare town,690
5211600US550305743300,5.50306E+11,55,57,43300,3,108976072,122548,Lemonweir,Lemonweir town,1658
5211600US550305744675,5.50306E+11,55,57,44675,3,85078649,43171,Lindina,Lindina town,685
5211600US550305744825,5.50306E+11,55,57,44825,3,72056782,139069,Lisbon,Lisbon town (part),1737
5211600US550305746525,5.50306E+11,55,57,46525,3,71639976,4427580,Lyndon,Lyndon town,1493
5211600US550305746600,5.50306E+11,55,57,46600,3,5473715,0,Lyndon Station,Lyndon Station village,498
5211600US550305749375,5.50306E+11,55,57,49375,3,60601426,2491626,Marion,Marion town,444
5211600US550305750025,5.50306E+11,55,57,50025,3,11577102,1102539,Mauston,Mauston city,4347
5211600US550305756900,5.50306E+11,55,57,56900,3,7079350,491180,New Lisbon,New Lisbon city,1748
5211600US550305760150,5.50306E+11,55,57,60150,3,90850528,37368,Orange,Orange town,540
5211600US550305763650,5.50306E+11,55,57,63650,3,89365608,67206,Plymouth,Plymouth town,578
5211600US550305772625,5.50306E+11,55,57,72625,3,94089144,9477,Seven Mile Creek,Seven Mile Creek town,348
5211600US550305778300,5.50306E+11,55,57,78300,3,95541923,34561,Summit,Summit town,666
5211600US550305781725,5.50306E+11,55,57,81725,3,2135096,0,Union Center,Union Center village,225
5211600US550305788150,5.50306E+11,55,57,88150,3,1137735,0,Wisconsin Dells,Wisconsin Dells city,4
5211600US550305788500,5.50306E+11,55,57,88500,3,2891840,1802,Wonewoc,Wonewoc village,758
5211600US550305788525,5.50306E+11,55,57,88525,3,91808560,42749,Wonewoc,Wonewoc town,677
5211600US550306304550,5.50306E+11,55,63,4550,3,4350202,0,Bangor,Bangor village,1437
5211600US550306304575,5.50306E+11,55,63,4575,3,89813937,0,Bangor,Bangor town,617
5211600US550306304825,5.50306E+11,55,63,4825,3,53534391,3438,Barre,Barre town,1267
5211600US550306311300,5.50306E+11,55,63,11300,3,124888481,3689,Burns,Burns town,946
5211600US550306312300,5.50306E+11,55,63,12300,3,9765382,23192802,Campbell,Campbell town,4284
5211600US550306325325,5.50306E+11,55,63,25325,3,195104844,434333,Farmington,Farmington town,2140
5211600US550306331150,5.50306E+11,55,63,31150,3,77932578,0,Greenfield,Greenfield town,2187
5211600US550306332275,5.50306E+11,55,63,32275,3,126895226,2386049,Hamilton,Hamilton town,2428
5211600US550306335350,5.50306E+11,55,63,35350,3,103724789,8407850,Holland,Holland town,4530
5211600US550306335450,5.50306E+11,55,63,35450,3,18809501,0,Holmen,Holmen village,10661
5211600US550306340775,5.50306E+11,55,63,40775,3,56210692,5398947,La Crosse,La Crosse city,52680
5211600US550306350400,5.50306E+11,55,63,50400,3,25260527,33054,Medary,Medary town,1604
5211600US550306359925,5.50306E+11,55,63,59925,3,26878209,1546952,Onalaska,Onalaska city,18803
5211600US550306359950,5.50306E+11,55,63,59950,3,88930215,21850708,Onalaska,Onalaska town,5835
5211600US550306368900,5.50306E+11,55,63,68900,3,1540313,0,Rockland,Rockland village,765
5211600US550306373125,5.50306E+11,55,63,73125,3,64115832,9752020,Shelby,Shelby town,4804
5211600US550306383650,5.50306E+11,55,63,83650,3,93744949,0,Washington,Washington town,519
5211600US550306386275,5.50306E+11,55,63,86275,3,8666288,149280,West Salem,West Salem village,5277
5211600US550308100475,5.50308E+11,55,81,475,3,91325258,21851,Adrian,Adrian town,733
5211600US550308102025,5.50308E+11,55,81,2025,3,89025064,286852,Angelo,Angelo town,1697
5211600US550308112950,5.50308E+11,55,81,12950,3,3301830,0,Cashton,Cashton village,1158
5211600US550308115550,5.50308E+11,55,81,15550,3,88396900,0,Clifton,Clifton town,733
5211600US550308129450,5.50308E+11,55,81,29450,3,92126431,28194,Glendale,Glendale town,663
5211600US550308130325,5.50308E+11,55,81,30325,3,92570883,427034,Grant,Grant town,469
5211600US550308131225,5.50308E+11,55,81,31225,3,91501648,114672,Greenfield,Greenfield town,677
5211600US550308137950,5.50308E+11,55,81,37950,3,89935963,8910,Jefferson,Jefferson town,841
5211600US550308139150,5.50308E+11,55,81,39150,3,1979788,0,Kendall,Kendall village,484
5211600US550308140925,5.50308E+11,55,81,40925,3,91454722,81537,Lafayette,Lafayette town,447
5211600US550308141000,5.50308E+11,55,81,41000,3,3704041,0,La Grange,La Grange town (part),122
5211600US550308143475,5.50308E+11,55,81,43475,3,92498093,0,Leon,Leon town,1144
5211600US550308144975,5.50308E+11,55,81,44975,3,177421044,536201,Little Falls,Little Falls town,1509
5211600US550308150800,5.50308E+11,55,81,50800,3,1257467,0,Melvina,Melvina village,93
5211600US550308156950,5.50308E+11,55,81,56950,3,91676175,1253621,New Lyme,New Lyme town,193
5211600US550308158575,5.50308E+11,55,81,58575,3,2667518,0,Norwalk,Norwalk village,611
5211600US550308158850,5.50308E+11,55,81,58850,3,1918298,0,Oakdale,Oakdale village,302
5211600US550308158875,5.50308E+11,55,81,58875,3,92319272,197507,Oakdale,Oakdale town,754
5211600US550308160075,5.50308E+11,55,81,60075,3,10381,0,Ontario,Ontario village,0
5211600US550308164425,5.50308E+11,55,81,64425,3,92595878,18901,Portland,Portland town,833
5211600US550308167850,5.50308E+11,55,81,67850,3,88745966,93750,Ridgeville,Ridgeville town,479
5211600US550308168900,5.50308E+11,55,81,68900,3,180305,0,Rockland,Rockland village,0
5211600US550308173150,5.50308E+11,55,81,73150,3,91596546,4708,Sheldon,Sheldon town,649
5211600US550308175325,5.50308E+11,55,81,75325,3,20736957,145604,Sparta,Sparta city,10025
5211600US550308175350,5.50308E+11,55,81,75350,3,122275110,0,Sparta,Sparta town,3253
5211600US550308180075,5.50308E+11,55,81,80075,3,19873904,1095807,Tomah,Tomah city (part),9509
5211600US550308180100,5.50308E+11,55,81,80100,3,80703073,0,Tomah,Tomah town,1488
5211600US550308185125,5.50308E+11,55,81,85125,3,91707458,0,Wellington,Wellington town,666
5211600US550308185150,5.50308E+11,55,81,85150,3,92366465,0,Wells,Wells town,562
5211600US550308187525,5.50308E+11,55,81,87525,3,2307373,0,Wilton,Wilton village,532
5211600US550308187550,5.50308E+11,55,81,87550,3,90361350,0,Wilton,Wilton town,963
5211600US550309100800,5.50309E+11,55,91,800,3,93231071,286,Albany,Albany town,716
5211600US550309121225,5.50309E+11,55,91,21225,3,4530272,19079,Durand,Durand city,1854
5211600US550309121250,5.50309E+11,55,91,21250,3,47927766,1833311,Durand,Durand town,710
5211600US550309127175,5.50309E+11,55,91,27175,3,77841968,2314064,Frankfort,Frankfort town,325
5211600US550309144075,5.50309E+11,55,91,44075,3,93040929,28822,Lima,Lima town,693
5211600US550309161925,5.50309E+11,55,91,61925,3,1871782,619,Pepin,Pepin village,731
5211600US550309161950,5.50309E+11,55,91,61950,3,117296055,18676757,Pepin,Pepin town,741
5211600US550309177475,5.50309E+11,55,91,77475,3,2437550,104401,Stockholm,Stockholm village,78
5211600US550309177500,5.50309E+11,55,91,77500,3,39602462,16761620,Stockholm,Stockholm town,218
5211600US550309184025,5.50309E+11,55,91,84025,3,92228210,1433185,Waterville,Waterville town,829
5211600US550309184100,5.50309E+11,55,91,84100,3,30886426,2069288,Waubeek,Waubeek town,423
5211600US550309305325,5.50309E+11,55,93,5325,3,1530766,38267,Bay City,Bay City village,441
5211600US550309315575,5.50309E+11,55,93,15575,3,88198748,3585385,Clifton,Clifton town,2177
5211600US550309320150,5.50309E+11,55,93,20150,3,42066222,5453332,Diamond Bluff,Diamond Bluff town,478
5211600US550309323525,5.50309E+11,55,93,23525,3,9834475,2841,Ellsworth,Ellsworth village,3348
5211600US550309323550,5.50309E+11,55,93,23550,3,83010380,55231,Ellsworth,Ellsworth town,1121
5211600US550309323700,5.50309E+11,55,93,23700,3,3923890,54599,Elmwood,Elmwood village,820
5211600US550309323775,5.50309E+11,55,93,23775,3,90226252,403981,El Paso,El Paso town,724
5211600US550309329150,5.50309E+11,55,93,29150,3,87537091,181782,Gilman,Gilman town,1006
5211600US550309333050,5.50309E+11,55,93,33050,3,93216494,132490,Hartland,Hartland town,830
5211600US550309337350,5.50309E+11,55,93,37350,3,25566339,16900239,Isabelle,Isabelle town,261
5211600US550309348175,5.50309E+11,55,93,48175,3,3120710,8658,Maiden Rock,Maiden Rock village,115
5211600US550309348200,5.50309E+11,55,93,48200,3,103299544,10661775,Maiden Rock,Maiden Rock town,591
5211600US550309349775,5.50309E+11,55,93,49775,3,92638570,221828,Martell,Martell town,1147
5211600US550309359025,5.50309E+11,55,93,59025,3,100557810,1672683,Oak Grove,Oak Grove town,2361
5211600US550309363600,5.50309E+11,55,93,63600,3,2697917,925,Plum City,Plum City village,596
5211600US550309365375,5.50309E+11,55,93,65375,3,6730472,965404,Prescott,Prescott city,4333
5211600US550309368275,5.50309E+11,55,93,68275,3,10395301,213129,River Falls,River Falls city,12546
5211600US550309368300,5.50309E+11,55,93,68300,3,113415908,122002,River Falls,River Falls town,2215
5211600US550309368775,5.50309E+11,55,93,68775,3,92601335,147373,Rock Elm,Rock Elm town,447
5211600US550309371150,5.50309E+11,55,93,71150,3,91370145,312762,Salem,Salem town,475
5211600US550309376100,5.50309E+11,55,93,76100,3,81107679,254887,Spring Lake,Spring Lake town,598
5211600US550309376300,5.50309E+11,55,93,76300,3,8094724,202074,Spring Valley,Spring Valley village,1390
5211600US550309380550,5.50309E+11,55,93,80550,3,72095671,6129732,Trenton,Trenton town,1911
5211600US550309380700,5.50309E+11,55,93,80700,3,93287044,209386,Trimbelle,Trimbelle town,1679
5211600US550309381600,5.50309E+11,55,93,81600,3,90177034,521558,Union,Union town,602
5211600US550309700725,5.5031E+11,55,97,725,3,91800000,1821736,Alban,Alban town,863
5211600US550309701400,5.5031E+11,55,97,1400,3,2713216,5853,Almond,Almond village,424
5211600US550309701425,5.5031E+11,55,97,1425,3,111306073,523408,Almond,Almond town,625
5211600US550309701750,5.5031E+11,55,97,1750,3,3316139,142902,Amherst,Amherst village,1117
5211600US550309701775,5.5031E+11,55,97,1775,3,97463866,1657984,Amherst,Amherst town,1402
5211600US550309701800,5.5031E+11,55,97,1800,3,3201548,16850,Amherst Junction,Amherst Junction village,383
5211600US550309706475,5.5031E+11,55,97,6475,3,93474864,491585,Belmont,Belmont town,623
5211600US550309710925,5.5031E+11,55,97,10925,3,158525206,564045,Buena Vista,Buena Vista town,1145
5211600US550309712725,5.5031E+11,55,97,12725,3,138005339,4910178,Carson,Carson town,1374
5211600US550309719975,5.5031E+11,55,97,19975,3,116073686,5791789,Dewey,Dewey town,962
5211600US550309722450,5.5031E+11,55,97,22450,3,141118035,7457873,Eau Pleine,Eau Pleine town,1063
5211600US550309730350,5.5031E+11,55,97,30350,3,183373313,1101852,Grant,Grant town,1842
5211600US550309736350,5.5031E+11,55,97,36350,3,69932380,10199085,Hull,Hull town,5287
5211600US550309738650,5.5031E+11,55,97,38650,3,3904717,20008,Junction City,Junction City village,420
5211600US550309742225,5.5031E+11,55,97,42225,3,92687345,850165,Lanark,Lanark town,1535
5211600US550309744800,5.5031E+11,55,97,44800,3,80850059,6310378,Linwood,Linwood town,1070
5211600US550309751875,5.5031E+11,55,97,51875,3,4037,0,Milladore,Milladore village,0
5211600US550309756000,5.5031E+11,55,97,56000,3,2671730,38299,Nelsonville,Nelsonville village,158
5211600US550309756850,5.5031E+11,55,97,56850,3,92272399,2131526,New Hope,New Hope town,711
5211600US550309761325,5.5031E+11,55,97,61325,3,588002,0,Park Ridge,Park Ridge village,530
5211600US550309762825,5.5031E+11,55,97,62825,3,97134150,532099,Pine Grove,Pine Grove town,873
5211600US550309763525,5.5031E+11,55,97,63525,3,27493570,1236596,Plover,Plover village,13519
5211600US550309763550,5.5031E+11,55,97,63550,3,101012570,3931157,Plover,Plover town,1565
5211600US550309769575,5.5031E+11,55,97,69575,3,2720192,94398,Rosholt,Rosholt village,478
5211600US550309772850,5.5031E+11,55,97,72850,3,165484164,2247375,Sharon,Sharon town,2123
5211600US550309777200,5.5031E+11,55,97,77200,3,44461741,3215253,Stevens Point,Stevens Point city,25666
5211600US550309777537,5.5031E+11,55,97,77537,3,147977629,573485,Stockton,Stockton town,3018
5211600US550309786975,5.5031E+11,55,97,86975,3,4687010,969208,Whiting,Whiting village,1601
5211600US550310300675,5.5031E+11,55,103,675,3,93561129,0,Akan,Akan town,391
5211600US550310308175,5.5031E+11,55,103,8175,3,93504122,0,Bloom,Bloom town,538
5211600US550310308600,5.5031E+11,55,103,8600,3,932565,0,Boaz,Boaz village,129
5211600US550310310950,5.5031E+11,55,103,10950,3,160243,0,Buena Vista,Buena Vista town (part),8
5211600US550310319000,5.5031E+11,55,103,19000,3,90947619,0,Dayton,Dayton town,763
5211600US550310321400,5.5031E+11,55,103,21400,3,90207877,2145834,Eagle,Eagle town,492
5211600US550310326475,5.5031E+11,55,103,26475,3,91996027,387,Forest,Forest town,333
5211600US550310333925,5.5031E+11,55,103,33925,3,93045076,11198,Henrietta,Henrietta town,435
5211600US550310349600,5.5031E+11,55,103,49600,3,93305004,0,Marshall,Marshall town,540
5211600US550310360350,5.5031E+11,55,103,60350,3,92634731,1164356,Orion,Orion town,541
5211600US550310367575,5.5031E+11,55,103,67575,3,80863409,0,Richland,Richland town,1175
5211600US550310367625,5.5031E+11,55,103,67625,3,12140226,218772,Richland Center,Richland Center city,5114
5211600US550310367775,5.5031E+11,55,103,67775,3,107840947,1871126,Richwood,Richwood town,527
5211600US550310368675,5.5031E+11,55,103,68675,3,93639165,19016,Rockbridge,Rockbridge town,697
5211600US550310378825,5.5031E+11,55,103,78825,3,93421503,18868,Sylvan,Sylvan town,516
5211600US550310382900,5.5031E+11,55,103,82900,3,983665,1382,Viola,Viola village,436
5211600US550310385675,5.5031E+11,55,103,85675,3,90447197,43543,Westford,Westford town,516
5211600US550310387250,5.5031E+11,55,103,87250,3,92854482,37777,Willow,Willow town,496
5211600US550310389625,5.5031E+11,55,103,89625,3,786130,0,Yuba,Yuba village,53
5211600US550312100925,5.50312E+11,55,121,925,3,91013924,254517,Albion,Albion town,694
5211600US550312102500,5.50312E+11,55,121,2500,3,8471679,0,Arcadia,Arcadia city,3737
5211600US550312102525,5.50312E+11,55,121,2525,3,300054318,499496,Arcadia,Arcadia town,1696
5211600US550312108075,5.50312E+11,55,121,8075,3,11142397,219079,Blair,Blair city,1325
5211600US550312111325,5.50312E+11,55,121,11325,3,95316182,108806,Burnside,Burnside town,507
5211600US550312111975,5.50312E+11,55,121,11975,3,53614642,1583040,Caledonia,Caledonia town,928
5211600US550312114525,5.50312E+11,55,121,14525,3,93605799,2672,Chimney Rock,Chimney Rock town,258
5211600US550312120300,5.50312E+11,55,121,20300,3,55431686,0,Dodge,Dodge town,394
5211600US550312123175,5.50312E+11,55,121,23175,3,1497832,43906,Eleva,Eleva village,685
5211600US550312124400,5.50312E+11,55,121,24400,3,1914883,0,Ettrick,Ettrick village,525
5211600US550312124425,5.50312E+11,55,121,24425,3,199203973,37592,Ettrick,Ettrick town,1285
5211600US550312128150,5.50312E+11,55,121,28150,3,155189129,2027017,Gale,Gale town,1708
5211600US550312128200,5.50312E+11,55,121,28200,3,3372933,387449,Galesville,Galesville city,1662
5211600US550312132050,5.50312E+11,55,121,32050,3,180865274,81986,Hale,Hale town,1061
5211600US550312136800,5.50312E+11,55,121,36800,3,10783263,143201,Independence,Independence city,1498
5211600US550312144500,5.50312E+11,55,121,44500,3,61414211,94052,Lincoln,Lincoln town,779
5211600US550312160575,5.50312E+11,55,121,60575,3,5297912,64519,Osseo,Osseo city,1811
5211600US550312162650,5.50312E+11,55,121,62650,3,100107717,0,Pigeon,Pigeon town,1018
5211600US550312162675,5.50312E+11,55,121,62675,3,1124122,0,Pigeon Falls,Pigeon Falls village,381
5211600US550312165500,5.50312E+11,55,121,65500,3,144900778,17128,Preston,Preston town,942
5211600US550312177825,5.50312E+11,55,121,77825,3,3180796,261061,Strum,Strum village,1076
5211600US550312178500,5.50312E+11,55,121,78500,3,87549892,106757,Sumner,Sumner town,840
5211600US550312180475,5.50312E+11,55,121,80475,3,5140039,697904,Trempealeau,Trempealeau village,1843
5211600US550312180500,5.50312E+11,55,121,80500,3,129211143,16668291,Trempealeau,Trempealeau town,1951
5211600US550312181875,5.50312E+11,55,121,81875,3,89125130,23437,Unity,Unity town,511
5211600US550312186725,5.50312E+11,55,121,86725,3,9853656,0,Whitehall,Whitehall city,1645
5211600US550312306900,5.50312E+11,55,123,6900,3,86736277,49470362,Bergen,Bergen town,1365
5211600US550312314150,5.50312E+11,55,123,14150,3,2183414,24984,Chaseburg,Chaseburg village,241
5211600US550312314675,5.50312E+11,55,123,14675,3,85995268,227787,Christiana,Christiana town,993
5211600US550312315675,5.50312E+11,55,123,15675,3,93049391,40689,Clinton,Clinton town,1374
5211600US550312316875,5.50312E+11,55,123,16875,3,90379773,4862,Coon,Coon town,729
5211600US550312316900,5.50312E+11,55,123,16900,3,2885562,9239,Coon Valley,Coon Valley village,758
5211600US550312319850,5.50312E+11,55,123,19850,3,2409593,0,De Soto,De Soto village,226
5211600US550312326550,5.50312E+11,55,123,26550,3,92970907,16607,Forest,Forest town,617
5211600US550312327400,5.50312E+11,55,123,27400,3,133445579,123728,Franklin,Franklin town,1106
5211600US550312328625,5.50312E+11,55,123,28625,3,913647,21664,Genoa,Genoa village,232
5211600US550312328650,5.50312E+11,55,123,28650,3,88048677,6442072,Genoa,Genoa town,753
5211600US550312331625,5.50312E+11,55,123,31625,3,92784558,41528,Greenwood,Greenwood town,923
5211600US550312332225,5.50312E+11,55,123,32225,3,91912814,192334,Hamburg,Hamburg town,956
5211600US550312332725,5.50312E+11,55,123,32725,3,110965664,273528,Harmony,Harmony town,882
5211600US550312334825,5.50312E+11,55,123,34825,3,3638454,98551,Hillsboro,Hillsboro city,1397
5211600US550312334850,5.50312E+11,55,123,34850,3,91736856,126487,Hillsboro,Hillsboro town,787
5211600US550312337975,5.50312E+11,55,123,37975,3,121482752,296451,Jefferson,Jefferson town,1270
5211600US550312339475,5.50312E+11,55,123,39475,3,97857264,446207,Kickapoo,Kickapoo town,722
5211600US550312340875,5.50312E+11,55,123,40875,3,2612363,67788,La Farge,La Farge village,730
5211600US550312343900,5.50312E+11,55,123,43900,3,59625261,145873,Liberty,Liberty town,341
5211600US550312360075,5.50312E+11,55,123,60075,3,2589600,20077,Ontario,Ontario village,534
5211600US550312366450,5.50312E+11,55,123,66450,3,4432324,53689,Readstown,Readstown village,376
5211600US550312376725,5.50312E+11,55,123,76725,3,88547314,391802,Stark,Stark town,351
5211600US550312377075,5.50312E+11,55,123,77075,3,117998385,100302,Sterling,Sterling town,550
5211600US550312377550,5.50312E+11,55,123,77550,3,1651019,192156,Stoddard,Stoddard village,840
5211600US550312381675,5.50312E+11,55,123,81675,3,92544060,35074,Union,Union town,809
5211600US550312382900,5.50312E+11,55,123,82900,3,1595992,38584,Viola,Viola village,240
5211600US550312382925,5.50312E+11,55,123,82925,3,11285336,0,Viroqua,Viroqua city,4504
5211600US550312382950,5.50312E+11,55,123,82950,3,122575546,122257,Viroqua,Viroqua town,1744
5211600US550312385050,5.50312E+11,55,123,85050,3,91340007,127772,Webster,Webster town,821
5211600US550312385475,5.50312E+11,55,123,85475,3,6955522,23131,Westby,Westby city,2332
5211600US550312386525,5.50312E+11,55,123,86525,3,66539746,4770196,Wheatland,Wheatland town,588
5211600US550312386900,5.50312E+11,55,123,86900,3,90447214,343308,Whitestown,Whitestown town,623
5211600US550314107650,5.50314E+11,55,141,7650,3,12007860,4255771,Biron,Biron village,839
5211600US550314117525,5.50314E+11,55,141,17525,3,95022296,14490679,Cranmoor,Cranmoor town,181
5211600US550314130125,5.50314E+11,55,141,30125,3,52229039,505343,Grand Rapids,Grand Rapids town,7576
5211600US550314151875,5.50314E+11,55,141,51875,3,2580195,0,Milladore,Milladore village,268
5211600US550314151900,5.50314E+11,55,141,51900,3,88231498,53008,Milladore,Milladore town,668
5211600US550314155875,5.50314E+11,55,141,55875,3,8787644,26354,Nekoosa,Nekoosa city,2449
5211600US550314164175,5.50314E+11,55,141,64175,3,13556271,3228745,Port Edwards,Port Edwards village,1762
5211600US550314164200,5.50314E+11,55,141,64200,3,100140042,2125034,Port Edwards,Port Edwards town,1356
5211600US550314170000,5.50314E+11,55,141,70000,3,3118688,0,Rudolph,Rudolph village,433
5211600US550314170025,5.50314E+11,55,141,70025,3,76967287,37016,Rudolph,Rudolph town,1027
5211600US550314171600,5.50314E+11,55,141,71600,3,129825563,4003227,Saratoga,Saratoga town,5060
5211600US550314172575,5.50314E+11,55,141,72575,3,83334389,495146,Seneca,Seneca town,1039
5211600US550314173475,5.50314E+11,55,141,73475,3,91422897,294586,Sherry,Sherry town,755
5211600US550314173900,5.50314E+11,55,141,73900,3,91844144,22605,Sigel,Sigel town,1017
5211600US550314182650,5.50314E+11,55,141,82650,3,2990849,0,Vesper,Vesper village,513
5211600US550314188200,5.50314E+11,55,141,88200,3,35943803,2308354,Wisconsin Rapids,Wisconsin Rapids city,18877
5211600US550407900000,5.50408E+11,55,79,0,4,0,2452380433,County subdivisions not defined,County subdivisions not defined,0
5211600US550407905450,5.50408E+11,55,79,5450,4,5828057,0,Bayside,Bayside village (part),4288
5211600US550407910375,5.50408E+11,55,79,10375,4,11383915,0,Brown Deer,Brown Deer village,12507
5211600US550407917975,5.50408E+11,55,79,17975,4,12364566,0,Cudahy,Cudahy city,18204
5211600US550407927075,5.50408E+11,55,79,27075,4,7407320,0,Fox Point,Fox Point village,6934
5211600US550407929400,5.50408E+11,55,79,29400,4,14930038,519005,Glendale,Glendale city,13357
5211600US550407953000,5.50408E+11,55,79,53000,4,248872398,1620937,Milwaukee,Milwaukee city (part),577222
5211600US550407970650,5.50408E+11,55,79,70650,4,6649955,0,St. Francis,St. Francis city,9161
5211600US550407973725,5.50408E+11,55,79,73725,4,4117148,0,Shorewood,Shorewood village,13859
5211600US550407975125,5.50408E+11,55,79,75125,4,12505971,21035,South Milwaukee,South Milwaukee city,20795
5211600US550407985875,5.50408E+11,55,79,85875,4,2897232,0,West Milwaukee,West Milwaukee village,4114
5211600US550407986700,5.50408E+11,55,79,86700,4,5478616,0,Whitefish Bay,Whitefish Bay village,14954
5211600US550413353000,5.50413E+11,55,133,53000,4,178457,13110,Milwaukee,Milwaukee city,0
5211600US550502703200,5.50503E+11,55,27,3200,5,92109987,410553,Ashippun,Ashippun town,2663
5211600US550502705925,5.50503E+11,55,27,5925,5,62269580,1216922,Beaver Dam,Beaver Dam town (part),1870
5211600US550502711850,5.50503E+11,55,27,11850,5,93404790,1322625,Calamus,Calamus town,1043
5211600US550502715900,5.50503E+11,55,27,15900,5,971713,0,Clyman,Clyman village,397
5211600US550502715925,5.50503E+11,55,27,15925,5,91182765,162518,Clyman,Clyman town,712
5211600US550502723000,5.50503E+11,55,27,23000,5,91116729,1032863,Elba,Elba town,1041
5211600US550502724000,5.50503E+11,55,27,24000,5,81689858,153004,Emmet,Emmet town,1310
5211600US550502733000,5.50503E+11,55,27,33000,5,1435180,5378,Hartford,Hartford city,9
5211600US550502734000,5.50503E+11,55,27,34000,5,94050839,96342,Herman,Herman town,1135
5211600US550502735750,5.50503E+11,55,27,35750,5,713804,0,Horicon,Horicon city (part),0
5211600US550502736100,5.50503E+11,55,27,36100,5,79403430,7253889,Hubbard,Hubbard town (part),1770
5211600US550502736625,5.50503E+11,55,27,36625,5,2887860,561489,Hustisford,Hustisford village,1101
5211600US550502736650,5.50503E+11,55,27,36650,5,85007941,4438502,Hustisford,Hustisford town,1357
5211600US550502737150,5.50503E+11,55,27,37150,5,1737226,12818,Iron Ridge,Iron Ridge village,904
5211600US550502738675,5.50503E+11,55,27,38675,5,4270197,3438,Juneau,Juneau city,2658
5211600US550502743050,5.50503E+11,55,27,43050,5,92308185,805390,Lebanon,Lebanon town,1587
5211600US550502745500,5.50503E+11,55,27,45500,5,2024240,0,Lomira,Lomira town (part),4
5211600US550502745950,5.50503E+11,55,27,45950,5,2567828,137278,Lowell,Lowell village,309
5211600US550502745975,5.50503E+11,55,27,45975,5,134157278,2238202,Lowell,Lowell town,1166
5211600US550502756075,5.50503E+11,55,27,56075,5,1362195,79184,Neosho,Neosho village,591
5211600US550502759000,5.50503E+11,55,27,59000,5,86708009,888089,Oak Grove,Oak Grove town (part),1017
5211600US550502764375,5.50503E+11,55,27,64375,5,91070752,1701337,Portland,Portland town,1091
5211600US550502766900,5.50503E+11,55,27,66900,5,1618797,0,Reeseville,Reeseville village,763
5211600US550502769962,5.50503E+11,55,27,69962,5,89630718,1038493,Rubicon,Rubicon town,2117
5211600US550502773575,5.50503E+11,55,27,73575,5,66305071,1354414,Shields,Shields town,503
5211600US550502779425,5.50503E+11,55,27,79425,5,52715055,1110567,Theresa,Theresa town (part),660
5211600US550502783975,5.50503E+11,55,27,83975,5,10605528,444808,Watertown,Watertown city,8252
5211600US550502785650,5.50503E+11,55,27,85650,5,33630,3677456,Westford,Westford town (part),18
5211600US550505504125,5.50506E+11,55,55,4125,5,62588597,1395633,Aztalan,Aztalan town,1382
5211600US550505512225,5.50506E+11,55,55,12225,5,419801,54,Cambridge,Cambridge village,99
5211600US550505516225,5.50506E+11,55,55,16225,5,58329597,135039,Cold Spring,Cold Spring town,737
5211600US550505516650,5.50506E+11,55,55,16650,5,92368908,1624968,Concord,Concord town,1981
5211600US550505525300,5.50506E+11,55,55,25300,5,90997136,243280,Farmington,Farmington town,1407
