GEOID,GEOCODE,STATE,SLDU18,SDELM,SDSEC,SDUNI,AREALAND,AREAWATR,BASENAME,NAME,POP100
619U600US5500216320,5500216320,55,2,,,16320,70796669,130956,West De Pere School District,West De Pere School District (part),5985
619U600US5500217100,5500217100,55,2,,,17100,147146354,257884,Wittenberg-Birnamwood School District,Wittenberg-Birnamwood School District (part),2108
619U600US5500217190,5500217190,55,2,,,17190,14259420,325262,Wrightstown Community School District,Wrightstown Community School District (part),542
619U600US5500305940,5500305940,55,3,,,5940,5519279,0,Greenfield School District,Greenfield School District (part),7371
619U600US5500309600,5500309600,55,3,,,9600,45250125,172273,Milwaukee School District,Milwaukee School District (part),142201
619U600US5500316260,5500316260,55,3,,,16260,8571562,0,West Allis School District,West Allis School District (part),21121
619U600US5500409600,5500409600,55,4,,,9600,87573798,393391,Milwaukee School District,Milwaukee School District (part),141316
619U600US5500413800,5500413800,55,4,,,13800,4117148,0,Shorewood School District,Shorewood School District,13859
619U600US5500415990,5500415990,55,4,,,15990,1075238,0,Wauwatosa School District,Wauwatosa School District (part),1757
619U600US5500499997,5500499997,55,4,,,99997,0,946432,School District Not Defined,School District Not Defined (part),0
619U600US5500499999,5500499999,55,4,,,99999,7813157,419000,4,Remainder of State Senate District 4,6276
619U600US5500501770,5500501770,55,5,,,1770,82892260,1070577,Elmbrook School District,Elmbrook School District,48593
619U600US5500509600,5500509600,55,5,,,9600,7511657,19352,Milwaukee School District,Milwaukee School District (part),13841
619U600US5500510470,5500510470,55,5,,,10470,35333004,498266,New Berlin School District,New Berlin School District (part),16575
619U600US5500515780,5500515780,55,5,,,15780,10515497,99978,Waukesha School District,Waukesha School District (part),6960
619U600US5500515990,5500515990,55,5,,,15990,33183612,9422,Wauwatosa School District,Wauwatosa School District (part),46630
619U600US5500516260,5500516260,55,5,,,16260,26811857,61582,West Allis School District,West Allis School District (part),46461
619U600US5500609600,5500609600,55,6,,,9600,50656914,119154,Milwaukee School District,Milwaukee School District (part),162069
619U600US5500703060,5500703060,55,7,,,3060,12364566,0,Cudahy School District,Cudahy School District,18204
619U600US5500704830,5500704830,55,7,,,4830,471288,0,Franklin Public School District,Franklin Public School District (part),470
619U600US5500709600,5500709600,55,7,,,9600,42661286,943942,Milwaukee School District,Milwaukee School District (part),91503
619U600US5500710830,5500710830,55,7,,,10830,75645878,0,Oak Creek-Franklin School District,Oak Creek-Franklin School District (part),37835
619U600US5500713260,5500713260,55,7,,,13260,6649955,0,St. Francis School District,St. Francis School District,9161
619U600US5500714040,5500714040,55,7,,,14040,12505971,21035,South Milwaukee School District,South Milwaukee School District,20795
619U600US5500799997,5500799997,55,7,,,99997,0,1406408090,School District Not Defined,School District Not Defined (part),0
619U600US5500801800,5500801800,55,8,,,1800,11383915,0,Brown Deer School District,Brown Deer School District,12507
619U600US5500802460,5500802460,55,8,,,2460,1497083,11589,Cedarburg School District,Cedarburg School District (part),2377
619U600US5500805160,5500805160,55,8,,,5160,118129459,598297,Germantown School District,Germantown School District (part),25234
619U600US5500805610,5500805610,55,8,,,5610,53067044,842980,Grafton School District,Grafton School District (part),13805
619U600US5500806030,5500806030,55,8,,,6030,70067556,1064734,Hamilton School District,Hamilton School District (part),16581
619U600US5500809060,5500809060,55,8,,,9060,58348341,496194,Menomonee Falls School District,Menomonee Falls School District,30443
619U600US5500809130,5500809130,55,8,,,9130,122786744,1853780,Mequon-Thiensville School District,Mequon-Thiensville School District,28536
619U600US5500809600,5500809600,55,8,,,9600,7851031,2208,Milwaukee School District,Milwaukee School District (part),6559
619U600US5500812000,5500812000,55,8,,,12000,3981062,0,Port Washington-Saukville School District,Port Washington-Saukville School District (part),252
619U600US5500816620,5500816620,55,8,,,16620,5478616,0,Whitefish Bay School District,Whitefish Bay School District,14954
619U600US5500899997,5500899997,55,8,,,99997,0,1044996528,School District Not Defined,School District Not Defined (part),0
619U600US5500899999,5500899999,55,8,,,99999,178016390,2809024,8,Remainder of State Senate District 8,31000
619U600US5500901680,5500901680,55,9,,,1680,61499652,1723816,Brillion School District,Brillion School District (part),729
619U600US5500902430,5500902430,55,9,,,2430,62907301,405964,Cedar Grove-Belgium Area School District,Cedar Grove-Belgium Area School District (part),3150
619U600US5500902520,5500902520,55,9,,,2520,168764638,1604092,Chilton School District,Chilton School District (part),5819
619U600US5500904260,5500904260,55,9,,,4260,70459164,2971488,Elkhart Lake-Glenbeulah School District,Elkhart Lake-Glenbeulah School District (part),3200
619U600US5500906450,5500906450,55,9,,,6450,56873927,425748,Hilbert School District,Hilbert School District (part),1957
619U600US5500906660,5500906660,55,9,,,6660,133842632,717431,Howards Grove School District,Howards Grove School District,6000
619U600US5500907440,5500907440,55,9,,,7440,249437045,3091620,Kiel Area School District,Kiel Area School District (part),8072
619U600US5500907500,5500907500,55,9,,,7500,26394819,609687,Kohler School District,Kohler School District,2333
619U600US5500908610,5500908610,55,9,,,8610,193512400,2341251,Manitowoc School District,Manitowoc School District (part),39148
619U600US5500910530,5500910530,55,9,,,10530,15905680,45820,New Holstein School District,New Holstein School District (part),141
619U600US5500911070,5500911070,55,9,,,11070,100788216,610908,Oostburg School District,Oostburg School District (part),6111
619U600US5500911940,5500911940,55,9,,,11940,114801876,987612,Plymouth School District,Plymouth School District (part),12419
619U600US5500912450,5500912450,55,9,,,12450,107855413,1522656,Random Lake School District,Random Lake School District (part),3736
619U600US5500912690,5500912690,55,9,,,12690,142626559,963307,Reedsville School District,Reedsville School District (part),2365
619U600US5500913650,5500913650,55,9,,,13650,131321420,1067623,Sheboygan Area School District,Sheboygan Area School District,62772
619U600US5500913680,5500913680,55,9,,,13680,124927769,1152561,Sheboygan Falls School District,Sheboygan Falls School District (part),11201
619U600US5500914520,5500914520,55,9,,,14520,1399500,2620,Stockbridge School District,Stockbridge School District (part),20
619U600US5500915210,5500915210,55,9,,,15210,297655165,3914590,Valders Area School District,Valders Area School District,6817
619U600US5500999997,5500999997,55,9,,,99997,0,4262537651,School District Not Defined,School District Not Defined (part),0
619U600US5501000300,5501000300,55,10,,,300,398760194,21076512,Amery School District,Amery School District,9811
619U600US5501000720,5501000720,55,10,,,720,300450895,760841,Baldwin-Woodville Area School District,Baldwin-Woodville Area School District,9485
619U600US5501000750,5501000750,55,10,,,750,327743939,29724135,Unity School District,Unity School District (part),7154
619U600US5501001590,5501001590,55,10,,,1590,130148075,269709,Boyceville Community School District,Boyceville Community School District (part),2070
619U600US5501002580,5501002580,55,10,,,2580,79652015,1988794,Clayton School District,Clayton School District (part),1293
619U600US5501002610,5501002610,55,10,,,2610,74237570,640251,Clear Lake School District,Clear Lake School District (part),709
619U600US5501004320,5501004320,55,10,,,4320,3589461,1053,Ellsworth Community School District,Ellsworth Community School District (part),43
619U600US5501004860,5501004860,55,10,,,4860,380095204,11446883,Frederic School District,Frederic School District (part),3652
619U600US5501005520,5501005520,55,10,,,5520,251451395,830093,Glenwood City School District,Glenwood City School District (part),3700
619U600US5501005670,5501005670,55,10,,,5670,664159536,24342516,Grantsburg School District,Grantsburg School District,5156
619U600US5501006060,5501006060,55,10,,,6060,218875820,1345503,St. Croix Central School District,St. Croix Central School District,8364
619U600US5501006690,5501006690,55,10,,,6690,170477345,14470694,Hudson School District,Hudson School District,32962
619U600US5501008280,5501008280,55,10,,,8280,202916385,10699914,Luck School District,Luck School District (part),3282
619U600US5501009090,5501009090,55,10,,,9090,249856850,5192664,Menomonie Area School District,Menomonie Area School District (part),21544
619U600US5501010620,5501010620,55,10,,,10620,387350934,8104881,New Richmond School District,New Richmond School District,19776
619U600US5501011160,5501011160,55,10,,,11160,278454339,14170278,Osceola School District,Osceola School District,9646
619U600US5501013050,5501013050,55,10,,,13050,288806812,1953152,River Falls School District,River Falls School District (part),23110
619U600US5501013230,5501013230,55,10,,,13230,372122199,14410210,St. Croix Falls School District,St. Croix Falls School District,7321
619U600US5501013890,5501013890,55,10,,,13890,144745230,16094502,Siren School District,Siren School District (part),2479
619U600US5501014010,5501014010,55,10,,,14010,149562904,3932750,Somerset School District,Somerset School District,8562
619U600US5501014340,5501014340,55,10,,,14340,94478349,728337,Spring Valley School District,Spring Valley School District (part),1103
619U600US5501015060,5501015060,55,10,,,15060,77592925,3469159,Turtle Lake School District,Turtle Lake School District (part),687
619U600US5501016230,5501016230,55,10,,,16230,122504227,3626834,Webster School District,Webster School District (part),1846
619U600US5501101050,5501101050,55,11,,,1050,17725300,184791,Beloit School District,Beloit School District (part),6434
619U600US5501101080,5501101080,55,11,,,1080,20664405,259988,Beloit Turner School District,Beloit Turner School District (part),4733
619U600US5501101890,5501101890,55,11,,,1890,95133221,783290,Burlington Area School District,Burlington Area School District (part),5508
619U600US5501102100,5501102100,55,11,,,2100,47457837,3673923,Cambridge School District,Cambridge School District (part),2654
619U600US5501102640,5501102640,55,11,,,2640,288000069,678622,Clinton Community School District,Clinton Community School District,5842
619U600US5501103510,5501103510,55,11,,,3510,5962657,40431,Kettle Moraine School District,Kettle Moraine School District (part),72
619U600US5501103640,5501103640,55,11,,,3640,248402651,8205021,Delavan-Darien School District,Delavan-Darien School District,16726
619U600US5501104020,5501104020,55,11,,,4020,192298667,6340526,East Troy Community School District,East Troy Community School District (part),11437
619U600US5501104290,5501104290,55,11,,,4290,220142196,4801962,Elkhorn Area School District,Elkhorn Area School District,17950
619U600US5501104740,5501104740,55,11,,,4740,132977156,1567061,Fort Atkinson School District,Fort Atkinson School District (part),14603
619U600US5501107020,5501107020,55,11,,,7020,52094334,11035,Janesville School District,Janesville School District (part),1777
619U600US5501107050,5501107050,55,11,,,7050,186536463,3074653,Jefferson School District,Jefferson School District (part),11692
619U600US5501107710,5501107710,55,11,,,7710,6624946,100868,Lake Mills Area School District,Lake Mills Area School District (part),71
619U600US5501109570,5501109570,55,11,,,9570,138342819,269130,Milton School District,Milton School District (part),8843
619U600US5501110060,5501110060,55,11,,,10060,79895485,4653303,Mukwonago School District,Mukwonago School District (part),15275
619U600US5501110890,5501110890,55,11,,,10890,6805956,41708,Oconomowoc Area School District,Oconomowoc Area School District (part),246
619U600US5501111350,5501111350,55,11,,,11350,203706110,2261361,Palmyra-Eagle Area School District,Palmyra-Eagle Area School District (part),7538
619U600US5501116680,5501116680,55,11,,,16680,135586099,2478227,Whitewater School District,Whitewater School District (part),2440
619U600US5501116740,5501116740,55,11,,,16740,22703285,0,Williams Bay School District,Williams Bay School District,4003
619U600US5501199997,5501199997,55,11,,,99997,36983,25783601,School District Not Defined,School District Not Defined (part),2
619U600US5501199999,5501199999,55,11,,,99999,481919612,4772269,11,Remainder of State Senate District 11,39993
619U600US5501200360,5501200360,55,12,,,360,1393679242,8421659,Antigo School District,Antigo School District,17143
619U600US5501200570,5501200570,55,12,,,570,18992209,0,Athens School District,Athens School District (part),152
619U600US5501201470,5501201470,55,12,,,1470,102467643,4773471,Bonduel School District,Bonduel School District (part),2113
619U600US5501201560,5501201560,55,12,,,1560,120716501,192807,Bowler School District,Bowler School District (part),1022
619U600US5501202760,5501202760,55,12,,,2760,289033695,8027164,Coleman School District,Coleman School District (part),1974
619U600US5501202910,5501202910,55,12,,,2910,1325372187,56880211,Crandon School District,Crandon School District,5731
619U600US5501202970,5501202970,55,12,,,2970,709695045,30632271,Crivitz School District,Crivitz School District,6552
619U600US5501203860,5501203860,55,12,,,3860,1064593728,163380420,Northland Pines School District,Northland Pines School District,12168
619U600US5501204170,5501204170,55,12,,,4170,788196061,46866903,Elcho School District,Elcho School District,3224
619U600US5501204650,5501204650,55,12,,,4650,1264232456,24111637,Florence School District,Florence School District,4558
619U600US5501205250,5501205250,55,12,,,5250,270067372,3795771,Gillett School District,Gillett School District,3945
619U600US5501205580,5501205580,55,12,,,5580,406116164,6410692,Goodman-Armstrong School District,Goodman-Armstrong School District,1029
619U600US5501207830,5501207830,55,12,,,7830,617103134,12666529,Laona School District,Laona School District,1469
619U600US5501207860,5501207860,55,12,,,7860,98974649,17407,Lena School District,Lena School District (part),1378
619U600US5501208670,5501208670,55,12,,,8670,3366753,0,Marathon City School District,Marathon City School District (part),76
619U600US5501208700,5501208700,55,12,,,8700,167758332,4498086,Marinette School District,Marinette School District (part),2064
619U600US5501209070,5501209070,55,12,,,9070,926217566,19022479,Menominee Indian School District,Menominee Indian School District (part),4255
619U600US5501209210,5501209210,55,12,,,9210,1460291542,19263933,Merrill Area School District,Merrill Area School District (part),20135
619U600US5501210680,5501210680,55,12,,,10680,181105329,3693052,Niagara School District,Niagara School District,2454
619U600US5501210950,5501210950,55,12,,,10950,277532092,5323829,Oconto Falls School District,Oconto Falls School District (part),6191
619U600US5501211550,5501211550,55,12,,,11550,567134600,7811101,Beecher-Dunbar-Pembine School District,Beecher-Dunbar-Pembine School District,2268
619U600US5501211610,5501211610,55,12,,,11610,37740,3439,Peshtigo School District,Peshtigo School District (part),0
619U600US5501211710,5501211710,55,12,,,11710,241668488,38312625,Phelps School District,Phelps School District,1239
619U600US5501212210,5501212210,55,12,,,12210,276026353,5749373,Prentice School District,Prentice School District (part),262
619U600US5501212330,5501212330,55,12,,,12330,126192619,54502,Pulaski Community School District,Pulaski Community School District (part),3624
619U600US5501212720,5501212720,55,12,,,12720,945432429,75449028,Rhinelander School District,Rhinelander School District,21109
619U600US5501213620,5501213620,55,12,,,13620,15996564,4583282,Shawano School District,Shawano School District (part),626
619U600US5501214700,5501214700,55,12,,,14700,771430559,14266351,Suring School District,Suring School District,4184
619U600US5501214850,5501214850,55,12,,,14850,694159459,83858329,Three Lakes School District,Three Lakes School District,4593
619U600US5501214940,5501214940,55,12,,,14940,1021985428,80084779,Tomahawk School District,Tomahawk School District,10286
619U600US5501215390,5501215390,55,12,,,15390,883898685,23829648,Wabeno Area School District,Wabeno Area School District,3628
619U600US5501215900,5501215900,55,12,,,15900,199352847,0,Wausau School District,Wausau School District (part),1519
619U600US5501215930,5501215930,55,12,,,15930,1074212523,17094251,Wausaukee School District,Wausaukee School District,4114
619U600US5501216590,5501216590,55,12,,,16590,487366890,7998659,White Lake School District,White Lake School District,1532
619U600US5501217100,5501217100,55,12,,,17100,189976367,134258,Wittenberg-Birnamwood School District,Wittenberg-Birnamwood School District (part),2329
619U600US5501299999,5501299999,55,12,,,99999,1344417194,250185266,12,Remainder of State Senate District 12,16001
619U600US5501300960,5501300960,55,13,,,960,132844861,427825,Beaver Dam School District,Beaver Dam School District (part),21032
619U600US5501302100,5501302100,55,13,,,2100,105467585,861102,Cambridge School District,Cambridge School District (part),3292
619U600US5501302820,5501302820,55,13,,,2820,153980163,1099644,Columbus School District,Columbus School District (part),7291
619U600US5501303180,5501303180,55,13,,,3180,54200058,218006,DeForest Area School District,DeForest Area School District (part),11722
619U600US5501303270,5501303270,55,13,,,3270,84679878,337924,Deerfield Community School District,Deerfield Community School District (part),3987
619U600US5501303510,5501303510,55,13,,,3510,8081875,376106,Kettle Moraine School District,Kettle Moraine School District (part),369
619U600US5501306570,5501306570,55,13,,,6570,75128014,4960782,Horicon School District,Horicon School District (part),5095
619U600US5501306780,5501306780,55,13,,,6780,127509925,9285574,Hustisford School District,Hustisford School District,3228
619U600US5501307050,5501307050,55,13,,,7050,85757699,734914,Jefferson School District,Jefferson School District (part),1325
619U600US5501307170,5501307170,55,13,,,7170,107898864,1555868,Johnson Creek School District,Johnson Creek School District,5049
619U600US5501307260,5501307260,55,13,,,7260,215602455,2264178,Dodgeland School District,Dodgeland School District,5972
619U600US5501307710,5501307710,55,13,,,7710,185925992,9014956,Lake Mills Area School District,Lake Mills Area School District (part),9867
619U600US5501308220,5501308220,55,13,,,8220,144604484,1165518,Lomira School District,Lomira School District (part),6246
619U600US5501308790,5501308790,55,13,,,8790,124028729,1482097,Marshall School District,Marshall School District (part),5426
619U600US5501308880,5501308880,55,13,,,8880,241357744,7380045,Mayville School District,Mayville School District,7971
619U600US5501310860,5501310860,55,13,,,10860,4061408,0,Oakfield School District,Oakfield School District (part),31
619U600US5501310890,5501310890,55,13,,,10890,261640793,15504190,Oconomowoc Area School District,Oconomowoc Area School District (part),34659
619U600US5501312420,5501312420,55,13,,,12420,12732,11149928,Randolph School District,Randolph School District (part),0
619U600US5501314550,5501314550,55,13,,,14550,9086139,28012,Stoughton Area School District,Stoughton Area School District (part),147
619U600US5501314640,5501314640,55,13,,,14640,81381792,606968,Sun Prairie Area School District,Sun Prairie Area School District (part),4086
619U600US5501315720,5501315720,55,13,,,15720,205589396,2835779,Waterloo School District,Waterloo School District,5541
619U600US5501315750,5501315750,55,13,,,15750,428545439,5594207,Watertown School District,Watertown School District,29827
619U600US5501399999,5501399999,55,13,,,99999,246963443,1933524,13,Remainder of State Senate District 13,8857
619U600US5501400060,5501400060,55,14,,,60,607128508,24513740,Adams-Friendship Area School District,Adams-Friendship Area School District (part),9710
619U600US5501400810,5501400810,55,14,,,810,613996,0,Baraboo School District,Baraboo School District (part),24
619U600US5501400960,5501400960,55,14,,,960,151695070,173140,Beaver Dam School District,Beaver Dam School District (part),2068
619U600US5501401140,5501401140,55,14,,,1140,448028545,16322448,Berlin Area School District,Berlin Area School District (part),9640
619U600US5501402070,5501402070,55,14,,,2070,217180593,976119,Cambria-Friesland School District,Cambria-Friesland School District,2416
619U600US5501402670,5501402670,55,14,,,2670,92999359,807428,Clintonville School District,Clintonville School District (part),1270
619U600US5501402820,5501402820,55,14,,,2820,190685801,635001,Columbus School District,Columbus School District (part),1310
619U600US5501403180,5501403180,55,14,,,3180,90912335,855078,DeForest Area School District,DeForest Area School District (part),2929
619U600US5501404530,5501404530,55,14,,,4530,122606248,2689120,Fall River School District,Fall River School District,3085
619U600US5501405880,5501405880,55,14,,,5880,80109768,2102331,Green Lake School District,Green Lake School District,2732
619U600US5501406570,5501406570,55,14,,,6570,57919053,1014246,Horicon School District,Horicon School District (part),623
619U600US5501406840,5501406840,55,14,,,6840,318269392,5748779,Iola-Scandinavia School District,Iola-Scandinavia School District (part),4456
619U600US5501408190,5501408190,55,14,,,8190,191142334,12725421,Lodi School District,Lodi School District (part),9021
619U600US5501408550,5501408550,55,14,,,8550,252035199,4732984,Manawa School District,Manawa School District (part),4844
619U600US5501408730,5501408730,55,14,,,8730,192312499,1990173,Marion School District,Marion School District (part),2576
619U600US5501408760,5501408760,55,14,,,8760,435966248,62511936,Markesan School District,Markesan School District,6497
619U600US5501409870,5501409870,55,14,,,9870,442001278,16078002,Montello School District,Montello School District,6580
619U600US5501410590,5501410590,55,14,,,10590,161367433,5715693,New London School District,New London School District (part),11759
619U600US5501411370,5501411370,55,14,,,11370,230727836,7902744,Pardeeville Area School District,Pardeeville Area School District,6822
619U600US5501412060,5501412060,55,14,,,12060,219221696,9796193,Portage Community School District,Portage Community School District (part),4017
619U600US5501412120,5501412120,55,14,,,12120,242062268,5558761,Poynette School District,Poynette School District (part),6775
619U600US5501412300,5501412300,55,14,,,12300,226421700,7370102,Princeton School District,Princeton School District,3182
619U600US5501412420,5501412420,55,14,,,12420,153355147,12774957,Randolph School District,Randolph School District (part),3256
619U600US5501412990,5501412990,55,14,,,12990,194415629,3640090,Rio Community School District,Rio Community School District,3015
619U600US5501413020,5501413020,55,14,,,13020,155116154,1301266,Ripon Area School District,Ripon Area School District (part),9649
619U600US5501413100,5501413100,55,14,,,13100,63469144,166953,Rosendale-Brandon School District,Rosendale-Brandon School District (part),1409
619U600US5501413140,5501413140,55,14,,,13140,49289699,110148,Rosholt School District,Rosholt School District (part),190
619U600US5501413410,5501413410,55,14,,,13410,1258704,0,Sauk Prairie School District,Sauk Prairie School District (part),7
619U600US5501414880,5501414880,55,14,,,14880,12371210,15607,Tigerton School District,Tigerton School District (part),9
619U600US5501415810,5501415810,55,14,,,15810,12457703,166067,Waunakee Community School District,Waunakee Community School District (part),135
619U600US5501415840,5501415840,55,14,,,15840,349005048,9041771,Waupaca School District,Waupaca School District (part),15090
619U600US5501415870,5501415870,55,14,,,15870,317905084,22389860,Waupun School District,Waupun School District (part),6307
619U600US5501415960,5501415960,55,14,,,15960,107729143,1900620,Wautoma Area School District,Wautoma Area School District (part),4025
619U600US5501416440,5501416440,55,14,,,16440,598289873,6742210,Westfield School District,Westfield School District (part),7482
619U600US5501416500,5501416500,55,14,,,16500,308384102,16541515,Weyauwega-Fremont School District,Weyauwega-Fremont School District (part),6189
619U600US5501416710,5501416710,55,14,,,16710,265593656,5788985,Wild Rose School District,Wild Rose School District (part),4206
619U600US5501417040,5501417040,55,14,,,17040,295584015,11007967,Wisconsin Dells School District,Wisconsin Dells School District (part),9898
619U600US5501500120,5501500120,55,15,,,120,141127516,328309,Albany School District,Albany School District (part),2672
619U600US5501501050,5501501050,55,15,,,1050,23226734,677379,Beloit School District,Beloit School District (part),29701
619U600US5501501080,5501501080,55,15,,,1080,59981518,1590657,Beloit Turner School District,Beloit Turner School District (part),4454
619U600US5501501740,5501501740,55,15,,,1740,261782870,1748847,Brodhead School District,Brodhead School District,6277
619U600US5501502100,5501502100,55,15,,,2100,12072755,95680,Cambridge School District,Cambridge School District (part),191
619U600US5501504110,5501504110,55,15,,,4110,219381913,8601701,Edgerton School District,Edgerton School District,12681
619U600US5501504440,5501504440,55,15,,,4440,258111810,794631,Evansville Community School District,Evansville Community School District,9953
619U600US5501504740,5501504740,55,15,,,4740,120017579,42710574,Fort Atkinson School District,Fort Atkinson School District (part),3933
619U600US5501507020,5501507020,55,15,,,7020,165071390,3611991,Janesville School District,Janesville School District (part),62133
619U600US5501507230,5501507230,55,15,,,7230,140379962,18544,Juda School District,Juda School District,1281
619U600US5501509570,5501509570,55,15,,,9570,162830855,2795918,Milton School District,Milton School District (part),11149
619U600US5501509840,5501509840,55,15,,,9840,81718238,0,Monroe School District,Monroe School District (part),1053
619U600US5501509900,5501509900,55,15,,,9900,34015052,0,Monticello School District,Monticello School District (part),215
619U600US5501511100,5501511100,55,15,,,11100,38833455,221428,Oregon School District,Oregon School District (part),4026
619U600US5501511130,5501511130,55,15,,,11130,325846769,637541,Parkview School District,Parkview School District,6035
619U600US5501511350,5501511350,55,15,,,11350,502375,0,Palmyra-Eagle Area School District,Palmyra-Eagle Area School District (part),0
619U600US5501514550,5501514550,55,15,,,14550,117049993,1911712,Stoughton Area School District,Stoughton Area School District (part),1972
619U600US5501516680,5501516680,55,15,,,16680,214039414,3981017,Whitewater School District,Whitewater School District (part),18004
619U600US5501602100,5501602100,55,16,,,2100,371497,0,Cambridge School District,Cambridge School District (part),1
619U600US5501603180,5501603180,55,16,,,3180,7799804,1134,DeForest Area School District,DeForest Area School District (part),2800
619U600US5501603270,5501603270,55,16,,,3270,20288072,55373,Deerfield Community School District,Deerfield Community School District (part),455
619U600US5501608520,5501608520,55,16,,,8520,88912102,1656630,Madison Metropolitan School District,Madison Metropolitan School District (part),80619
619U600US5501608790,5501608790,55,16,,,8790,19931635,0,Marshall School District,Marshall School District (part),325
619U600US5501608910,5501608910,55,16,,,8910,50459658,11991511,McFarland School District,McFarland School District (part),12603
619U600US5501609810,5501609810,55,16,,,9810,64763008,342687,Monona Grove School District,Monona Grove School District,18817
619U600US5501611100,5501611100,55,16,,,11100,40852405,787544,Oregon School District,Oregon School District (part),2985
619U600US5501614550,5501614550,55,16,,,14550,150595673,14083165,Stoughton Area School District,Stoughton Area School District (part),19120
619U600US5501614640,5501614640,55,16,,,14640,107975179,55500,Sun Prairie Area School District,Sun Prairie Area School District (part),44366
619U600US5501615330,5501615330,55,16,,,15330,17069647,190291,Verona Area School District,Verona Area School District (part),10401
619U600US5501615810,5501615810,55,16,,,15810,638273,28379,Waunakee Community School District,Waunakee Community School District (part),0
619U600US5501700017,5501700017,55,17,,,17,544263766,21463871,River Ridge School District,River Ridge School District,3479
619U600US5501700450,5501700450,55,17,,,450,141102026,178282,Argyle School District,Argyle School District (part),1467
619U600US5501700810,5501700810,55,17,,,810,29664878,151558,Baraboo School District,Baraboo School District (part),473
619U600US5501701020,5501701020,55,17,,,1020,263438840,300026,Belmont Community School District,Belmont Community School District,2212
619U600US5501701110,5501701110,55,17,,,1110,83379367,0,Benton School District,Benton School District,1519
619U600US5501701310,5501701310,55,17,,,1310,74522890,55767,Pecatonica Area School District,Pecatonica Area School District (part),1222
619U600US5501701500,5501701500,55,17,,,1500,258322086,4930666,Boscobel Area School District,Boscobel Area School District (part),4900
619U600US5501702400,5501702400,55,17,,,2400,242957273,19147140,Cassville School District,Cassville School District,1810
619U600US5501703030,5501703030,55,17,,,3030,204731861,258432,Cuba City School District,Cuba City School District,4926
619U600US5501703150,5501703150,55,17,,,3150,414372182,1873696,Darlington Community School District,Darlington Community School District,5069
619U600US5501703690,5501703690,55,17,,,3690,383683012,941039,Dodgeville School District,Dodgeville School District (part),7245
619U600US5501704380,5501704380,55,17,,,4380,262521586,138149,Royall School District,Royall School District (part),3513
619U600US5501704590,5501704590,55,17,,,4590,381174084,0,Fennimore Community School District,Fennimore Community School District,5046
619U600US5501704980,5501704980,55,17,,,4980,410221,0,North Crawford School District,North Crawford School District (part),0
619U600US5501705730,5501705730,55,17,,,5730,345445690,171482,Black Hawk School District,Black Hawk School District,2513
619U600US5501706300,5501706300,55,17,,,6300,148946036,6214997,Southwestern Wisconsin School District,Southwestern Wisconsin School District,3949
619U600US5501706420,5501706420,55,17,,,6420,186789593,558155,Highland School District,Highland School District,1579
619U600US5501706480,5501706480,55,17,,,6480,135070091,48472,Hillsboro School District,Hillsboro School District (part),1216
619U600US5501706870,5501706870,55,17,,,6870,423619699,344171,Iowa-Grant School District,Iowa-Grant School District,4337
619U600US5501706960,5501706960,55,17,,,6960,228661459,44278,Ithaca School District,Ithaca School District,1674
619U600US5501707560,5501707560,55,17,,,7560,3537587,0,La Farge School District,La Farge School District (part),15
619U600US5501707770,5501707770,55,17,,,7770,372994263,28413,Lancaster Community School District,Lancaster Community School District,6358
619U600US5501708850,5501708850,55,17,,,8850,528564935,9906403,Mauston School District,Mauston School District,10052
619U600US5501709660,5501709660,55,17,,,9660,282599408,250893,Mineral Point School District,Mineral Point School District (part),3943
619U600US5501709840,5501709840,55,17,,,9840,302425296,354779,Monroe School District,Monroe School District (part),14173
619U600US5501710140,5501710140,55,17,,,10140,491650848,13744183,Riverdale School District,Riverdale School District (part),4811
619U600US5501710230,5501710230,55,17,,,10230,553316758,59931699,Necedah Area School District,Necedah Area School District,4973
619U600US5501710380,5501710380,55,17,,,10380,92208609,16209755,Nekoosa School District,Nekoosa School District (part),325
619U600US5501710560,5501710560,55,17,,,10560,291743696,1266100,New Lisbon School District,New Lisbon School District (part),5213
619U600US5501711850,5501711850,55,17,,,11850,378464442,27874,Platteville School District,Platteville School District,15598
619U600US5501712090,5501712090,55,17,,,12090,166510710,37768747,Potosi School District,Potosi School District,2171
619U600US5501712540,5501712540,55,17,,,12540,187016487,1769,Kickapoo Area School District,Kickapoo Area School District (part),1268
619U600US5501712660,5501712660,55,17,,,12660,552968031,7100080,Reedsburg School District,Reedsburg School District (part),17402
619U600US5501712960,5501712960,55,17,,,12960,677239995,1302493,Richland School District,Richland School District,10691
619U600US5501713410,5501713410,55,17,,,13410,9247983,14847,Sauk Prairie School District,Sauk Prairie School District (part),36
619U600US5501713830,5501713830,55,17,,,13830,249775168,0,Shullsburg School District,Shullsburg School District,2036
619U600US5501714250,5501714250,55,17,,,14250,525816536,12713315,River Valley School District,River Valley School District (part),7087
619U600US5501714910,5501714910,55,17,,,14910,235241450,6775109,Tomah Area School District,Tomah Area School District (part),1399
619U600US5501716470,5501716470,55,17,,,16470,257627303,454866,Weston School District,Weston School District,2482
619U600US5501717040,5501717040,55,17,,,17040,83028226,4507496,Wisconsin Dells School District,Wisconsin Dells School District (part),2271
619U600US5501717130,5501717130,55,17,,,17130,245222656,1469088,Wonewoc-Union Center School District,Wonewoc-Union Center School District,3079
