GEOID,GEOCODE,STATE,COUNTY,COUSUB,CD116,SLDU18,SLDL18,VTD,AREALAND,AREAWATR,BASENAME,NAME,POP100
7100000US5500100000100275,5500100000100270,55,1,275,,,,1,4480381,5361,Adams,Adams city (part),528
7100000US5500100000200275,5500100000200270,55,1,275,,,,2,669564,0,Adams,Adams city (part),638
7100000US5500100000300275,5500100000300270,55,1,275,,,,3,1890000,0,Adams,Adams city (part),243
7100000US5500100000400275,5500100000400270,55,1,275,,,,4,586539,0,Adams,Adams city (part),352
7100000US5500100000500300,5500100000500300,55,1,300,,,,5,111510682,450077,Adams,Adams town (part),913
7100000US5500100000600300,5500100000600300,55,1,300,,,,6,15702205,347645,Adams,Adams town (part),349
7100000US5500100000700300,5500100000700300,55,1,300,,,,7,2613075,931,Adams,Adams town (part),116
7100000US5500100000807300,5500100000807300,55,1,7300,,,,8,62235248,184670,Big Flats,Big Flats town (part),333
7100000US5500100000907300,5500100000907300,55,1,7300,,,,9,61906422,236000,Big Flats,Big Flats town (part),615
7100000US5500100001016075,5500100001016070,55,1,16075,,,,10,92955514,47074,Colburn,Colburn town,215
7100000US5500100001119575,5500100001119570,55,1,19575,,,,11,34840731,2359,Dell Prairie,Dell Prairie town (part),422
7100000US5500100001219575,5500100001219570,55,1,19575,,,,12,1791214,75354,Dell Prairie,Dell Prairie town (part),178
7100000US5500100001322000,5500100001322000,55,1,22000,,,,13,57082651,80822,Easton,Easton town (part),587
7100000US5500100001422000,5500100001422000,55,1,22000,,,,14,36296383,158246,Easton,Easton town (part),475
7100000US5500100001527950,5500100001527950,55,1,27950,,,,15,2331113,114293,Friendship,Friendship village,648
7100000US5500100001637625,5500100001637620,55,1,37625,,,,16,43825277,938798,Jackson,Jackson town (part),585
7100000US5500100001737625,5500100001737620,55,1,37625,,,,17,46017195,1634803,Jackson,Jackson town (part),556
7100000US5500100001843425,5500100001843420,55,1,43425,,,,18,96600680,72865,Leola,Leola town,287
7100000US5500100001944250,5500100001944250,55,1,44250,,,,19,93432931,139295,Lincoln,Lincoln town,320
7100000US5500100002053725,5500100002053720,55,1,53725,,,,20,56651316,40609404,Monroe,Monroe town,391
7100000US5500100002156525,5500100002156520,55,1,56525,,,,21,33151751,182837,New Chester,New Chester town (part),493
7100000US5500100002256525,5500100002256520,55,1,56525,,,,22,41789735,530728,New Chester,New Chester town (part),399
7100000US5500100002356525,5500100002356520,55,1,56525,,,,23,5620128,11323,New Chester,New Chester town (part),1068
7100000US5500100002456750,5500100002456750,55,1,56750,,,,24,75499026,3242627,New Haven,New Haven town,680
7100000US5500100002565450,5500100002565450,55,1,65450,,,,25,35083472,1034588,Preston,Preston town (part),978
7100000US5500100002665450,5500100002665450,55,1,65450,,,,26,56473288,237138,Preston,Preston town (part),399
7100000US5500100002765825,5500100002765820,55,1,65825,,,,27,29610590,17433201,Quincy,Quincy town (part),940
7100000US5500100002865825,5500100002865820,55,1,65825,,,,28,41101668,830290,Quincy,Quincy town (part),144
7100000US5500100002965825,5500100002965820,55,1,65825,,,,29,13386094,1417639,Quincy,Quincy town (part),75
7100000US5500100003067425,5500100003067420,55,1,67425,,,,30,92121523,38873,Richfield,Richfield town,138
7100000US5500100003169275,5500100003169270,55,1,69275,,,,31,83943775,811505,Rome,Rome town (part),622
7100000US5500100003269275,5500100003269270,55,1,69275,,,,32,9078577,811874,Rome,Rome town (part),558
7100000US5500100003369275,5500100003369270,55,1,69275,,,,33,4330271,1100189,Rome,Rome town (part),558
7100000US5500100003469275,5500100003469270,55,1,69275,,,,34,9606594,1208059,Rome,Rome town (part),546
7100000US5500100003569275,5500100003569270,55,1,69275,,,,35,33162959,17117249,Rome,Rome town (part),741
7100000US5500100003676350,5500100003676350,55,1,76350,,,,36,16960538,1232054,Springville,Springville town (part),372
7100000US5500100003776350,5500100003776350,55,1,76350,,,,37,96210506,1060078,Springville,Springville town (part),911
7100000US5500100003877800,5500100003877800,55,1,77800,,,,38,7606848,2119543,Strongs Prairie,Strongs Prairie town (part),113
7100000US5500100003988150,5500100003988150,55,1,88150,,,,39,2933157,33865,Wisconsin Dells,Wisconsin Dells city (part),86
7100000US5500100004088150,5500100004088150,55,1,88150,,,,40,994579,0,Wisconsin Dells,Wisconsin Dells city (part),19
7100000US5500100004188150,5500100004188150,55,1,88150,,,,41,551379,0,Wisconsin Dells,Wisconsin Dells city (part),0
7100000US5500100004277800,5500100004277800,55,1,77800,,,,42,61891487,471857,Strongs Prairie,Strongs Prairie town (part),492
7100000US5500100004377800,5500100004377800,55,1,77800,,,,43,52734008,9741110,Strongs Prairie,Strongs Prairie town (part),540
7100000US5500100004419575,5500100004419570,55,1,19575,,,,44,44954536,2584358,Dell Prairie,Dell Prairie town (part),1031
7100000US5500100004488150,5500100004488150,55,1,88150,,,,44,444,0,Wisconsin Dells,Wisconsin Dells city (part),0
7100000US5500300004500550,5500300004500550,55,3,550,,,,45,229862337,1916752,Agenda,Agenda town,370
7100000US5500300004603225,5500300004603220,55,3,3225,,,,46,7956146,154682,Ashland,Ashland city (part),750
7100000US5500300004700000,5500300004700000,55,3,0,,,,47,0,159066,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500300004703225,5500300004703220,55,3,3225,,,,47,500032,43623,Ashland,Ashland city (part),635
7100000US5500300004803225,5500300004803220,55,3,3225,,,,48,2019797,0,Ashland,Ashland city (part),729
7100000US5500300004903225,5500300004903220,55,3,3225,,,,49,1300775,0,Ashland,Ashland city (part),788
7100000US5500300005003225,5500300005003220,55,3,3225,,,,50,381443,0,Ashland,Ashland city (part),745
7100000US5500300005100000,5500300005100000,55,3,0,,,,51,0,267579,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500300005103225,5500300005103220,55,3,3225,,,,51,876108,63299,Ashland,Ashland city (part),710
7100000US5500300005203225,5500300005203220,55,3,3225,,,,52,3183271,0,Ashland,Ashland city (part),690
7100000US5500300005303225,5500300005303220,55,3,3225,,,,53,550819,0,Ashland,Ashland city (part),757
7100000US5500300005403225,5500300005403220,55,3,3225,,,,54,700465,327248,Ashland,Ashland city (part),656
7100000US5500300005500000,5500300005500000,55,3,0,,,,55,0,32144,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500300005503225,5500300005503220,55,3,3225,,,,55,3825207,70746,Ashland,Ashland city (part),722
7100000US5500300005603225,5500300005603220,55,3,3225,,,,56,13277495,0,Ashland,Ashland city (part),723
7100000US5500300005703250,5500300005703250,55,3,3250,,,,57,106869642,202102,Ashland,Ashland town,589
7100000US5500300005811525,5500300005811520,55,3,11525,,,,58,1932227,0,Butternut,Butternut village (part),82
7100000US5500300005911525,5500300005911520,55,3,11525,,,,59,2159862,0,Butternut,Butternut village (part),284
7100000US5500300006014550,5500300006014550,55,3,14550,,,,60,323015987,2708751,Chippewa,Chippewa town,349
7100000US5500300006129250,5500300006129250,55,3,29250,,,,61,101048826,15040,Gingles,Gingles town,738
7100000US5500300006229875,5500300006229870,55,3,29875,,,,62,141339495,5139912,Gordon,Gordon town (part),83
7100000US5500300006329875,5500300006329870,55,3,29875,,,,63,129435083,1490930,Gordon,Gordon town (part),178
7100000US5500300006437775,5500300006437770,55,3,37775,,,,64,132151444,831556,Jacobs,Jacobs town,648
7100000US5500300006500000,5500300006500000,55,3,0,,,,65,0,3091181246,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500300006542562,5500300006542560,55,3,42562,,,,65,201396992,1011923,La Pointe,La Pointe town,428
7100000US5500300006649200,5500300006649200,55,3,49200,,,,66,103211974,630608,Marengo,Marengo town (part),174
7100000US5500300006749200,5500300006749200,55,3,49200,,,,67,81512021,1736393,Marengo,Marengo town (part),286
7100000US5500300006850700,5500300006850700,55,3,50700,,,,68,4876551,0,Mellen,Mellen city,698
7100000US5500300006954400,5500300006954400,55,3,54400,,,,69,224388199,3895606,Morse,Morse town (part),368
7100000US5500300007054400,5500300007054400,55,3,54400,,,,70,30690802,38360,Morse,Morse town (part),81
7100000US5500300007154400,5500300007154400,55,3,54400,,,,71,11044984,151256,Morse,Morse town (part),50
7100000US5500300007261600,5500300007261600,55,3,61600,,,,72,19403134,72762,Peeksville,Peeksville town (part),52
7100000US5500300007361600,5500300007361600,55,3,61600,,,,73,75967407,203832,Peeksville,Peeksville town (part),85
7100000US5500300007400000,5500300007400000,55,3,0,,,,74,0,64269003,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500300007471350,5500300007471350,55,3,71350,,,,74,94632632,8755954,Sanborn,Sanborn town (part),579
7100000US5500300007500000,5500300007500000,55,3,0,,,,75,0,42548120,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500300007571350,5500300007571350,55,3,71350,,,,75,312017384,1249650,Sanborn,Sanborn town (part),802
7100000US5500300007672825,5500300007672820,55,3,72825,,,,76,230667836,1389001,Shanagolden,Shanagolden town,131
7100000US5500300007786850,5500300007786850,55,3,86850,,,,77,93629230,171174,White River,White River town (part),921
7100000US5500300007886850,5500300007886850,55,3,86850,,,,78,20633180,0,White River,White River town (part),146
7100000US5500500007948950,5500500007948950,55,5,48950,,,,79,86187805,6698499,Maple Plain,Maple Plain town,844
7100000US5500500008041600,5500500008041600,55,5,41600,,,,80,25535630,2034362,Lakeland,Lakeland town (part),185
7100000US5500500008105650,5500500008105650,55,5,5650,,,,81,85044354,6064850,Bear Lake,Bear Lake town,670
7100000US5500500008233225,5500500008233220,55,5,33225,,,,82,1305540,15109,Haugen,Haugen village,266
7100000US5500500008358950,5500500008358950,55,5,58950,,,,83,47665400,1144354,Oak Grove,Oak Grove town (part),533
7100000US5500500008458950,5500500008458950,55,5,58950,,,,84,42234591,28771,Oak Grove,Oak Grove town (part),427
7100000US5500500008513500,5500500008513500,55,5,13500,,,,85,81213368,10447647,Cedar Lake,Cedar Lake town,1076
7100000US5500500008617875,5500500008617870,55,5,17875,,,,86,83891441,4508475,Crystal Lake,Crystal Lake town,743
7100000US5500500008618025,5500500008618020,55,5,18025,,,,86,12487,0,Cumberland,Cumberland city (part),0
7100000US5500500008776550,5500500008776550,55,5,76550,,,,87,92893835,121280,Stanfold,Stanfold town,701
7100000US5500500008867375,5500500008867370,55,5,67375,,,,88,24032228,1161049,Rice Lake,Rice Lake town (part),800
7100000US5500500008967375,5500500008967370,55,5,67375,,,,89,32718275,650756,Rice Lake,Rice Lake town (part),767
7100000US5500500009020750,5500500009020750,55,5,20750,,,,90,29674002,0,Doyle,Doyle town (part),253
7100000US5500500009120750,5500500009120750,55,5,20750,,,,91,62533600,0,Doyle,Doyle town (part),237
7100000US5500500009278450,5500500009278450,55,5,78450,,,,92,92363380,28430,Sumner,Sumner town,699
7100000US5500500009314350,5500500009314350,55,5,14350,,,,93,51079627,1652417,Chetek,Chetek town (part),683
7100000US5500500009414325,5500500009414320,55,5,14325,,,,94,1110,0,Chetek,Chetek city (part),0
7100000US5500500009414350,5500500009414350,55,5,14350,,,,94,27816531,6390716,Chetek,Chetek town (part),1043
7100000US5500500009520650,5500500009520650,55,5,20650,,,,95,90930221,254490,Dovre,Dovre town (part),825
7100000US5500500009674125,5500500009674120,55,5,74125,,,,96,90490549,825364,Sioux Creek,Sioux Creek town,667
7100000US5500500009718575,5500500009718570,55,5,18575,,,,97,3745519,99587,Dallas,Dallas village,359
7100000US5500500009818600,5500500009818600,55,5,18600,,,,98,87798950,18045,Dallas,Dallas town,570
7100000US5500500009965175,5500500009965170,55,5,65175,,,,99,49833371,0,Prairie Farm,Prairie Farm town (part),298
7100000US5500500010065175,5500500010065170,55,5,65175,,,,100,39075621,4469,Prairie Farm,Prairie Farm town (part),268
7100000US5500500010165150,5500500010165150,55,5,65150,,,,101,2491340,90900,Prairie Farm,Prairie Farm village,494
7100000US5500500010282375,5500500010282370,55,5,82375,,,,102,91716091,87447,Vance Creek,Vance Creek town,689
7100000US5500500010381100,5500500010381100,55,5,81100,,,,103,91103448,1119457,Turtle Lake,Turtle Lake town,640
7100000US5500500010402775,5500500010402770,55,5,2775,,,,104,91626888,0,Arland,Arland town,712
7100000US5500500010548825,5500500010548820,55,5,48825,,,,105,58338926,0,Maple Grove,Maple Grove town (part),556
7100000US5500500010648825,5500500010648820,55,5,48825,,,,106,33574705,0,Maple Grove,Maple Grove town (part),321
7100000US5500500010765200,5500500010765200,55,5,65200,,,,107,70307605,777101,Prairie Lake,Prairie Lake town (part),802
7100000US5500500010865200,5500500010865200,55,5,65200,,,,108,15657483,3821041,Prairie Lake,Prairie Lake town (part),846
7100000US5500500010915600,5500500010915600,55,5,15600,,,,109,91012597,762020,Clinton,Clinton town,870
7100000US5500500011004900,5500500011004900,55,5,4900,,,,110,50244677,0,Barron,Barron town (part),389
7100000US5500500011104900,5500500011104900,55,5,4900,,,,111,34717255,180884,Barron,Barron town (part),424
7100000US5500500011201350,5500500011201350,55,5,1350,,,,112,32732760,1703173,Almena,Almena town (part),308
7100000US5500500011301350,5500500011301350,55,5,1350,,,,113,46331587,3234056,Almena,Almena town (part),579
7100000US5500500011481075,5500500011481070,55,5,81075,,,,114,5820442,239870,Turtle Lake,Turtle Lake village,959
7100000US5500500011501325,5500500011501320,55,5,1325,,,,115,2925144,0,Almena,Almena village,705
7100000US5500500011620650,5500500011620650,55,5,20650,,,,116,540,0,Dovre,Dovre town (part),0
7100000US5500500011656350,5500500011656350,55,5,56350,,,,116,500610,0,New Auburn,New Auburn village (part),24
7100000US5500500011714325,5500500011714320,55,5,14325,,,,117,3291475,6316,Chetek,Chetek city (part),557
7100000US5500500011814325,5500500011814320,55,5,14325,,,,118,963794,123508,Chetek,Chetek city (part),569
7100000US5500500011914325,5500500011914320,55,5,14325,,,,119,1445128,410836,Chetek,Chetek city (part),514
7100000US5500500012014325,5500500012014320,55,5,14325,,,,120,506652,1305270,Chetek,Chetek city (part),532
7100000US5500500012104875,5500500012104870,55,5,4875,,,,121,1046888,0,Barron,Barron city (part),1042
7100000US5500500012204875,5500500012204870,55,5,4875,,,,122,1609912,0,Barron,Barron city (part),627
7100000US5500500012304875,5500500012304870,55,5,4875,,,,123,1871033,153555,Barron,Barron city (part),279
7100000US5500500012404875,5500500012404870,55,5,4875,,,,124,843088,33164,Barron,Barron city (part),441
7100000US5500500012504875,5500500012504870,55,5,4875,,,,125,1067014,0,Barron,Barron city (part),882
7100000US5500500012604875,5500500012604870,55,5,4875,,,,126,93076,0,Barron,Barron city (part),85
7100000US5500500012704875,5500500012704870,55,5,4875,,,,127,1020023,31561,Barron,Barron city (part),377
7100000US5500500012812250,5500500012812250,55,5,12250,,,,128,3518,0,Cameron,Cameron village (part),0
7100000US5500500012876600,5500500012876600,55,5,76600,,,,128,20403140,190256,Stanley,Stanley town (part),672
7100000US5500500012976600,5500500012976600,55,5,76600,,,,129,18213564,231291,Stanley,Stanley town (part),488
7100000US5500500013076600,5500500013076600,55,5,76600,,,,130,31638387,1249689,Stanley,Stanley town (part),777
7100000US5500500013112250,5500500013112250,55,5,12250,,,,131,8460,0,Cameron,Cameron village (part),0
7100000US5500500013176600,5500500013176600,55,5,76600,,,,131,9796107,0,Stanley,Stanley town (part),633
7100000US5500500013212250,5500500013212250,55,5,12250,,,,132,2777969,103833,Cameron,Cameron village (part),1238
7100000US5500500013312250,5500500013312250,55,5,12250,,,,133,2210756,2295,Cameron,Cameron village (part),451
7100000US5500500013412250,5500500013412250,55,5,12250,,,,134,1712130,0,Cameron,Cameron village (part),183
7100000US5500500013476600,5500500013476600,55,5,76600,,,,134,31055,0,Stanley,Stanley town (part),0
7100000US5500500013567350,5500500013567350,55,5,67350,,,,135,7932048,0,Rice Lake,Rice Lake city (part),668
7100000US5500500013667375,5500500013667370,55,5,67375,,,,136,6192864,183232,Rice Lake,Rice Lake town (part),685
7100000US5500500013767375,5500500013767370,55,5,67375,,,,137,5072577,1007621,Rice Lake,Rice Lake town (part),561
7100000US5500500013867350,5500500013867350,55,5,67350,,,,138,3804108,0,Rice Lake,Rice Lake city (part),1052
7100000US5500500013967350,5500500013967350,55,5,67350,,,,139,1163881,975703,Rice Lake,Rice Lake city (part),657
7100000US5500500014067350,5500500014067350,55,5,67350,,,,140,1323746,0,Rice Lake,Rice Lake city (part),599
7100000US5500500014167350,5500500014167350,55,5,67350,,,,141,1241374,0,Rice Lake,Rice Lake city (part),665
7100000US5500500014267350,5500500014267350,55,5,67350,,,,142,1263793,0,Rice Lake,Rice Lake city (part),492
7100000US5500500014367350,5500500014367350,55,5,67350,,,,143,535214,1081367,Rice Lake,Rice Lake city (part),747
7100000US5500500014467350,5500500014467350,55,5,67350,,,,144,467475,0,Rice Lake,Rice Lake city (part),692
7100000US5500500014567350,5500500014567350,55,5,67350,,,,145,771071,647143,Rice Lake,Rice Lake city (part),591
7100000US5500500014667350,5500500014667350,55,5,67350,,,,146,2475885,171207,Rice Lake,Rice Lake city (part),1338
7100000US5500500014767350,5500500014767350,55,5,67350,,,,147,377907,0,Rice Lake,Rice Lake city (part),607
7100000US5500500014867350,5500500014867350,55,5,67350,,,,148,449332,0,Rice Lake,Rice Lake city (part),447
7100000US5500500014967350,5500500014967350,55,5,67350,,,,149,566695,0,Rice Lake,Rice Lake city (part),485
7100000US5500500015018025,5500500015018020,55,5,18025,,,,150,3602081,0,Cumberland,Cumberland city (part),550
7100000US5500500015118025,5500500015118020,55,5,18025,,,,151,3783108,279984,Cumberland,Cumberland city (part),655
7100000US5500500015218025,5500500015218020,55,5,18025,,,,152,963354,1125416,Cumberland,Cumberland city (part),554
7100000US5500500015318025,5500500015318020,55,5,18025,,,,153,1950549,0,Cumberland,Cumberland city (part),515
7100000US5500500015456350,5500500015456350,55,5,56350,,,,154,196178,0,New Auburn,New Auburn village (part),1
7100000US5500500015541600,5500500015541600,55,5,41600,,,,155,60537497,3156466,Lakeland,Lakeland town (part),753
7100000US5500500015618025,5500500015618020,55,5,18025,,,,156,4502,0,Cumberland,Cumberland city (part),0
7100000US5500500015618050,5500500015618050,55,5,18050,,,,156,82873469,2453737,Cumberland,Cumberland town,818
7100000US5500500015641600,5500500015641600,55,5,41600,,,,156,0,106447,Lakeland,Lakeland town (part),0
7100000US5500700015739025,5500700015739020,55,7,39025,,,,157,94990689,0,Kelly,Kelly town,436
7100000US5500700015800000,5500700015800000,55,7,0,,,,158,0,3991117,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500700015864512,5500700015864510,55,7,64512,,,,158,122199110,204975,Port Wing,Port Wing town,389
7100000US5500700015903225,5500700015903220,55,7,3225,,,,159,38264,0,Ashland,Ashland city (part),0
7100000US5500700016070300,5500700016070300,55,7,70300,,,,160,98439622,130111271,Russell,Russell town (part),1246
7100000US5500700016149925,5500700016149920,55,7,49925,,,,161,92760007,0,Mason,Mason town,289
7100000US5500700016270300,5500700016270300,55,7,70300,,,,162,30670179,0,Russell,Russell town (part),307
7100000US5500700016344275,5500700016344270,55,7,44275,,,,163,91984707,873367,Lincoln,Lincoln town,251
7100000US5500700016436300,5500700016436300,55,7,36300,,,,164,135332431,3270668,Hughes,Hughes town (part),471
7100000US5500700016560775,5500700016560770,55,7,60775,,,,165,91722581,0,Oulu,Oulu town,560
7100000US5500700016611675,5500700016611670,55,7,11675,,,,166,179154248,5338528,Cable,Cable town,853
7100000US5500700016705475,5500700016705470,55,7,5475,,,,167,107949707,37898260,Bayview,Bayview town (part),512
7100000US5500700016800000,5500700016800000,55,7,0,,,,168,0,244992676,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500700016805375,5500700016805370,55,7,5375,,,,168,230654252,116087119,Bayfield,Bayfield town (part),787
7100000US5500700016920887,5500700016920880,55,7,20887,,,,169,355605890,15064393,Drummond,Drummond town,544
7100000US5500700017030175,5500700017030170,55,7,30175,,,,170,269995497,6996251,Grandview,Grandview town,508
7100000US5500700017180750,5500700017180750,55,7,80750,,,,171,89673535,509464,Tripp,Tripp town,244
7100000US5500700017262700,5500700017262700,55,7,62700,,,,172,90496645,492756,Pilsen,Pilsen town (part),216
7100000US5500700017337200,5500700017337200,55,7,37200,,,,173,55640336,6630563,Iron River,Iron River town (part),882
7100000US5500700017400000,5500700017400000,55,7,0,,,,174,0,347083570,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500700017460275,5500700017460270,55,7,60275,,,,174,139904448,487257,Orienta,Orienta town,164
7100000US5500700017537200,5500700017537200,55,7,37200,,,,175,27434146,2246023,Iron River,Iron River town (part),358
7100000US5500700017683550,5500700017683550,55,7,83550,,,,176,219580984,493914,Washburn,Washburn town,554
7100000US5500700017700000,5500700017700000,55,7,0,,,,177,0,9703133,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500700017715750,5500700017715750,55,7,15750,,,,177,153258871,793211,Clover,Clover town,261
7100000US5500700017849900,5500700017849900,55,7,49900,,,,178,1847227,0,Mason,Mason village,101
7100000US5500700017919662,5500700017919660,55,7,19662,,,,179,179997268,6381794,Delta,Delta town,315
7100000US5500700017936300,5500700017936300,55,7,36300,,,,179,5514,0,Hughes,Hughes town (part),0
7100000US5500700018039425,5500700018039420,55,7,39425,,,,180,91836377,700488,Keystone,Keystone town,373
7100000US5500700018104750,5500700018104750,55,7,4750,,,,181,305825707,16866173,Barnes,Barnes town,823
7100000US5500700018203225,5500700018203220,55,7,3225,,,,182,3623,0,Ashland,Ashland city (part),3
7100000US5500700018222925,5500700018222920,55,7,22925,,,,182,63326235,0,Eileen,Eileen town (part),492
7100000US5500700018355375,5500700018355370,55,7,55375,,,,183,168651758,18217338,Namakagon,Namakagon town,316
7100000US5500700018404725,5500700018404720,55,7,4725,,,,184,143291909,28804708,Barksdale,Barksdale town (part),745
7100000US5500700018462700,5500700018462700,55,7,62700,,,,184,1117,0,Pilsen,Pilsen town (part),0
7100000US5500700018500000,5500700018500000,55,7,0,,,,185,0,447994521,County subdivisions not defined,County subdivisions not defined (part),0
7100000US5500700018506200,5500700018506200,55,7,6200,,,,185,155203646,1956672,Bell,Bell town,355
7100000US5500700018604725,5500700018604720,55,7,4725,,,,186,4235,0,Barksdale,Barksdale town (part),0
7100000US5500700018622925,5500700018622920,55,7,22925,,,,186,27831020,205159,Eileen,Eileen town (part),230
7100000US5500700018783525,5500700018783520,55,7,83525,,,,187,395051,0,Washburn,Washburn city (part),382
7100000US5500700018805475,5500700018805470,55,7,5475,,,,188,0,4749789,Bayview,Bayview town (part),0
7100000US5500700018883525,5500700018883520,55,7,83525,,,,188,2959594,4086,Washburn,Washburn city (part),720
7100000US5500700018905350,5500700018905350,55,7,5350,,,,189,387515,0,Bayfield,Bayfield city (part),109
7100000US5500700019005350,5500700019005350,55,7,5350,,,,190,327907,0,Bayfield,Bayfield city (part),177
7100000US5500700019105350,5500700019105350,55,7,5350,,,,191,309344,0,Bayfield,Bayfield city (part),160
7100000US5500700019105375,5500700019105370,55,7,5375,,,,191,367,21152,Bayfield,Bayfield town (part),0
7100000US5500700019283525,5500700019283520,55,7,83525,,,,192,6093193,1720,Washburn,Washburn city (part),630
7100000US5500700019305350,5500700019305350,55,7,5350,,,,193,1206318,0,Bayfield,Bayfield city (part),138
7100000US5500700019405475,5500700019405470,55,7,5475,,,,194,0,1126403,Bayview,Bayview town (part),0
7100000US5500700019483525,5500700019483520,55,7,83525,,,,194,685986,2394,Washburn,Washburn city (part),319
7100000US5500900019572200,5500900019572200,55,9,72200,,,,195,3877528,0,Scott,Scott town (part),890
7100000US5500900019635950,5500900019635950,55,9,35950,,,,196,2254003,0,Howard,Howard village (part),1833
7100000US5500900019703425,5500900019703420,55,9,3425,,,,197,1784115,0,Ashwaubenon,Ashwaubenon village (part),1543
7100000US5500900019831000,5500900019831000,55,9,31000,,,,198,1117523,22201,Green Bay,Green Bay city (part),2457
7100000US5500900019935950,5500900019935950,55,9,35950,,,,199,2106435,0,Howard,Howard village (part),1338
7100000US5500900020003425,5500900020003420,55,9,3425,,,,200,799816,0,Ashwaubenon,Ashwaubenon village (part),1271
7100000US5500900020143090,5500900020143090,55,9,43090,,,,201,10494148,0,Ledgeview,Ledgeview town (part),1226
7100000US5500900020235150,5500900020235150,55,9,35150,,,,202,8586346,0,Hobart,Hobart village (part),800
7100000US5500900020331000,5500900020331000,55,9,31000,,,,203,1355784,0,Green Bay,Green Bay city (part),2057
7100000US5500900020443090,5500900020443090,55,9,43090,,,,204,5117074,0,Ledgeview,Ledgeview town (part),1574
7100000US5500900020554300,5500900020554300,55,9,54300,,,,205,47182627,192237,Morrison,Morrison town (part),732
7100000US5500900020631000,5500900020631000,55,9,31000,,,,206,1081105,51648,Green Bay,Green Bay city (part),2051
7100000US5500900020731000,5500900020731000,55,9,31000,,,,207,528654,0,Green Bay,Green Bay city (part),830
7100000US5500900020819775,5500900020819770,55,9,19775,,,,208,1537054,0,De Pere,De Pere city (part),1967
7100000US5500900020901150,5500900020901150,55,9,1150,,,,209,288417,0,Allouez,Allouez village (part),1062
7100000US5500900021003425,5500900021003420,55,9,3425,,,,210,1001087,0,Ashwaubenon,Ashwaubenon village (part),1320
7100000US5500900021103425,5500900021103420,55,9,3425,,,,211,1289212,0,Ashwaubenon,Ashwaubenon village (part),1258
7100000US5500900021243090,5500900021243090,55,9,43090,,,,212,8201458,0,Ledgeview,Ledgeview town (part),262
7100000US5500900021343090,5500900021343090,55,9,43090,,,,213,11378565,0,Ledgeview,Ledgeview town (part),808
7100000US5500900021472200,5500900021472200,55,9,72200,,,,214,5271201,0,Scott,Scott town (part),795
7100000US5500900021577975,5500900021577970,55,9,77975,,,,215,17869072,9962,Suamico,Suamico village (part),1987
7100000US5500900021631000,5500900021631000,55,9,31000,,,,216,702871,0,Green Bay,Green Bay city (part),1780
7100000US5500900021731000,5500900021731000,55,9,31000,,,,217,1297921,0,Green Bay,Green Bay city (part),1553
7100000US5500900021806350,5500900021806350,55,9,6350,,,,218,1590533,0,Bellevue,Bellevue village (part),1376
7100000US5500900021919775,5500900021919770,55,9,19775,,,,219,1273214,0,De Pere,De Pere city (part),1939
7100000US5500900022031000,5500900022031000,55,9,31000,,,,220,1459120,181507,Green Bay,Green Bay city (part),2357
7100000US5500900022119775,5500900022119770,55,9,19775,,,,221,1054086,0,De Pere,De Pere city (part),1691
7100000US5500900022265675,5500900022265670,55,9,65675,,,,222,1832479,0,Pulaski,Pulaski village (part),1029
7100000US5500900022331000,5500900022331000,55,9,31000,,,,223,5872244,0,Green Bay,Green Bay city (part),3028
7100000US5500900022431000,5500900022431000,55,9,31000,,,,224,1882954,0,Green Bay,Green Bay city (part),3197
7100000US5500900022543090,5500900022543090,55,9,43090,,,,225,607016,0,Ledgeview,Ledgeview town (part),626
7100000US5500900022636425,5500900022636420,55,9,36425,,,,226,15722032,0,Humboldt,Humboldt town (part),379
7100000US5500900022731000,5500900022731000,55,9,31000,,,,227,1938965,0,Green Bay,Green Bay city (part),2435
7100000US5500900022842900,5500900022842900,55,9,42900,,,,228,9251717,0,Lawrence,Lawrence town (part),960
7100000US5500900022935950,5500900022935950,55,9,35950,,,,229,740592,0,Howard,Howard village (part),1035
7100000US5500900023031000,5500900023031000,55,9,31000,,,,230,4193094,0,Green Bay,Green Bay city (part),21
7100000US5500900023131000,5500900023131000,55,9,31000,,,,231,1191133,0,Green Bay,Green Bay city (part),2412
7100000US5500900023201150,5500900023201150,55,9,1150,,,,232,748420,0,Allouez,Allouez village (part),1226
7100000US5500900023331000,5500900023331000,55,9,31000,,,,233,4788276,1630,Green Bay,Green Bay city (part),2494
7100000US5500900023431000,5500900023431000,55,9,31000,,,,234,1140916,0,Green Bay,Green Bay city (part),2636
7100000US5500900023556575,5500900023556570,55,9,56575,,,,235,38592530,538581,New Denmark,New Denmark town (part),695
7100000US5500900023619775,5500900023619770,55,9,19775,,,,236,660620,0,De Pere,De Pere city (part),1274
