GEOID,GEOCODE,STATE,COUNTY,COUSUB,SLDL18,AREALAND,AREAWATR,BASENAME,NAME,POP100
623L600US5503506974725,5.50351E+12,55,69,74725,35,93710434,350892,Somo,Somo town,123
623L600US5503506980125,5.50351E+12,55,69,80125,35,20339017,4162599,Tomahawk,Tomahawk city,3441
623L600US5503506980150,5.50351E+12,55,69,80150,35,180567213,4388556,Tomahawk,Tomahawk town,458
623L600US5503506987425,5.50351E+12,55,69,87425,35,90700591,3364954,Wilson,Wilson town,317
623L600US5503507306975,5.50351E+12,55,73,6975,35,89888507,0,Berlin,Berlin town,949
623L600US5503507307600,5.50351E+12,55,73,7600,35,160827,0,Birnamwood,Birnamwood village,14
623L600US5503507332200,5.50351E+12,55,73,32200,35,91552524,0,Hamburg,Hamburg town,827
623L600US5503507332900,5.50351E+12,55,73,32900,35,94934056,71574,Harrison,Harrison town,312
623L600US5503507334225,5.50351E+12,55,73,34225,35,112607944,0,Hewitt,Hewitt town,636
623L600US5503507363500,5.50351E+12,55,73,63500,35,93238404,116228,Plover,Plover town,683
623L600US5503508524125,5.50351E+12,55,85,24125,35,146570207,6115489,Enterprise,Enterprise town,353
623L600US5503508545150,5.50351E+12,55,85,45150,35,173437896,17624363,Little Rice,Little Rice town (part),388
623L600US5503508546650,5.50351E+12,55,85,46650,35,182315919,5398481,Lynne,Lynne town,139
623L600US5503508557450,5.50351E+12,55,85,57450,35,84828179,10861179,Nokomis,Nokomis town,1372
623L600US5503508572125,5.50351E+12,55,85,72125,35,117559148,13381238,Schoepke,Schoepke town,388
623L600US5503508588625,5.50351E+12,55,85,88625,35,88456338,7450951,Woodboro,Woodboro town,808
623L600US5503511501375,5.50351E+12,55,115,1375,35,90910002,150304,Almon,Almon town,575
623L600US5503511502075,5.50351E+12,55,115,2075,35,5500564,96597,Aniwa,Aniwa village,243
623L600US5503511502100,5.50351E+12,55,115,2100,35,86103913,76506,Aniwa,Aniwa town,517
623L600US5503511507600,5.50351E+12,55,115,7600,35,5543919,0,Birnamwood,Birnamwood village,716
623L600US5503511507625,5.50351E+12,55,115,7625,35,81531008,1199,Birnamwood,Birnamwood town,682
623L600US5503511509025,5.50351E+12,55,115,9025,35,2685318,0,Bowler,Bowler village,320
623L600US5503511522975,5.50351E+12,55,115,22975,35,5714561,0,Eland,Eland village,199
623L600US5503511536700,5.50351E+12,55,115,36700,35,86733244,268795,Hutchins,Hutchins town,500
623L600US5503511550000,5.50351E+12,55,115,50000,35,4245017,0,Mattoon,Mattoon village,357
623L600US5503604107950,5.5036E+12,55,41,7950,36,170670407,956679,Blackwell,Blackwell town,152
623L600US5503604117425,5.5036E+12,55,41,17425,36,13522272,2505130,Crandon,Crandon city,1713
623L600US5503604127600,5.5036E+12,55,41,27600,36,87943222,5129429,Freedom,Freedom town,324
623L600US5503604142500,5.5036E+12,55,41,42500,36,267868005,10817744,Laona,Laona town,1215
623L600US5503604144375,5.5036E+12,55,41,44375,36,150781033,12486533,Lincoln,Lincoln town,1133
623L600US5503604155575,5.5036E+12,55,41,55575,36,173907661,13456240,Nashville,Nashville town (part),1215
623L600US5503604183025,5.5036E+12,55,41,83025,36,278062208,2370455,Wabeno,Wabeno town,1074
623L600US5503606700625,5.50361E+12,55,67,625,36,179510392,7249144,Ainsworth,Ainsworth town,477
623L600US5503606724575,5.50361E+12,55,67,24575,36,92444700,1179130,Evergreen,Evergreen town,462
623L600US5503606742425,5.50361E+12,55,67,42425,36,185266421,2540037,Langlade,Langlade town,469
623L600US5503606786750,5.50361E+12,55,67,86750,36,5440479,753214,White Lake,White Lake village,262
623L600US5503606788450,5.50361E+12,55,67,88450,36,302525693,5343812,Wolf River,Wolf River town,783
623L600US5503607501675,5.50361E+12,55,75,1675,36,184626433,3221468,Amberg,Amberg town,693
623L600US5503607503525,5.50361E+12,55,75,3525,36,275087099,2343239,Athelstane,Athelstane town,554
623L600US5503607505800,5.50361E+12,55,75,5800,36,177466581,2382996,Beaver,Beaver town,1153
623L600US5503607506000,5.50361E+12,55,75,6000,36,125675260,2394425,Beecher,Beecher town,786
623L600US5503607517725,5.50361E+12,55,75,17725,36,4105005,143884,Crivitz,Crivitz village,1093
623L600US5503607521000,5.50361E+12,55,75,21000,36,269741283,2793109,Dunbar,Dunbar town,605
623L600US5503607529775,5.50361E+12,55,75,29775,36,274083207,4795042,Goodman,Goodman town,607
623L600US5503607531725,5.50361E+12,55,75,31725,36,37740,3439,Grover,Grover town (part),0
623L600US5503607541075,5.50361E+12,55,75,41075,36,144303817,9907009,Lake,Lake town,1186
623L600US5503607551537,5.50361E+12,55,75,51537,36,130598530,2096977,Middle Inlet,Middle Inlet town,851
623L600US5503607557325,5.50361E+12,55,75,57325,36,7153660,643001,Niagara,Niagara city,1602
623L600US5503607557350,5.50361E+12,55,75,57350,36,173951669,3050051,Niagara,Niagara town,852
623L600US5503607561775,5.50361E+12,55,75,61775,36,171718057,2623567,Pembine,Pembine town,877
623L600US5503607564275,5.50361E+12,55,75,64275,36,133910113,4289612,Porterfield,Porterfield town,1888
623L600US5503607573975,5.50361E+12,55,75,73975,36,273883683,3033195,Silver Cliff,Silver Cliff town,514
623L600US5503607577000,5.50361E+12,55,75,77000,36,439292367,18431877,Stephenson,Stephenson town,3494
623L600US5503607583050,5.50361E+12,55,75,83050,36,137714916,3776456,Wagner,Wagner town,653
623L600US5503607584525,5.50361E+12,55,75,84525,36,3564741,30837,Wausaukee,Wausaukee village,596
623L600US5503607584550,5.50361E+12,55,75,84550,36,196132156,4773020,Wausaukee,Wausaukee town,1097
623L600US5503607850975,5.50361E+12,55,78,50975,36,926217566,19022479,Menominee,Menominee town,4255
623L600US5503608304275,5.50361E+12,55,83,4275,36,90212764,2278421,Bagley,Bagley town,275
623L600US5503608309375,5.50361E+12,55,83,9375,36,177522949,7754374,Brazeau,Brazeau town,1340
623L600US5503608309425,5.50361E+12,55,83,9425,36,91969449,584043,Breed,Breed town,698
623L600US5503608314125,5.50361E+12,55,83,14125,36,90684538,85089,Chase,Chase town,3178
623L600US5503608320475,5.50361E+12,55,83,20475,36,135157066,5498480,Doty,Doty town,309
623L600US5503608329050,5.50361E+12,55,83,29050,36,3495314,28981,Gillett,Gillett city,1289
623L600US5503608329075,5.50361E+12,55,83,29075,36,86785604,2201920,Gillett,Gillett town,989
623L600US5503608335925,5.50361E+12,55,83,35925,36,90369498,301950,How,How town,527
623L600US5503608342075,5.50361E+12,55,83,42075,36,183651337,3978722,Lakewood,Lakewood town,831
623L600US5503608343325,5.50361E+12,55,83,43325,36,2752622,9327,Lena,Lena village,537
623L600US5503608343350,5.50361E+12,55,83,43350,36,85728154,8080,Lena,Lena town,743
623L600US5503608349000,5.50361E+12,55,83,49000,36,91205764,307051,Maple Valley,Maple Valley town,647
623L600US5503608354200,5.50361E+12,55,83,54200,36,91943639,195481,Morgan,Morgan town,985
623L600US5503608354630,5.50361E+12,55,83,54630,36,185571911,2798762,Mountain,Mountain town,832
623L600US5503608359400,5.50361E+12,55,83,59400,36,7021247,568961,Oconto Falls,Oconto Falls city,2957
623L600US5503608359425,5.50361E+12,55,83,59425,36,83353500,1301637,Oconto Falls,Oconto Falls town,1259
623L600US5503608365675,5.50361E+12,55,83,65675,36,12243,0,Pulaski,Pulaski village (part),0
623L600US5503608368400,5.50361E+12,55,83,68400,36,181410059,5114901,Riverview,Riverview town,819
623L600US5503608376450,5.50361E+12,55,83,76450,36,91009967,1435645,Spruce,Spruce town,918
623L600US5503608378725,5.50361E+12,55,83,78725,36,2655221,0,Suring,Suring village,517
623L600US5503608380325,5.50361E+12,55,83,80325,36,100734222,8780565,Townsend,Townsend town,1044
623L600US5503608381475,5.50361E+12,55,83,81475,36,91091746,1329353,Underhill,Underhill town,864
623L600US5503611513325,5.50361E+12,55,115,13325,36,4638967,25701,Cecil,Cecil village,529
623L600US5503611531500,5.50361E+12,55,115,31500,36,92672744,130890,Green Valley,Green Valley town,1026
623L600US5503611583725,5.50361E+12,55,115,83725,36,90800481,9331052,Washington,Washington town,1965
623L600US5503702116450,5.5037E+12,55,21,16450,37,10803235,89325,Columbus,Columbus city (part),5540
623L600US5503702116475,5.5037E+12,55,21,16475,37,110844,0,Columbus,Columbus town (part),9
623L600US5503702509775,5.5037E+12,55,25,9775,37,86575310,606968,Bristol,Bristol town,4447
623L600US5503702519350,5.5037E+12,55,25,19350,37,15110850,12180,DeForest,DeForest village (part),9175
623L600US5503702578600,5.5037E+12,55,25,78600,37,467799,0,Sun Prairie,Sun Prairie city (part),0
623L600US5503702582750,5.5037E+12,55,25,82750,37,371,0,Vienna,Vienna town (part),0
623L600US5503702587725,5.5037E+12,55,25,87725,37,37145550,205826,Windsor,Windsor village (part),2528
623L600US5503702589450,5.5037E+12,55,25,89450,37,92728586,130357,York,York town,697
623L600US5503702716450,5.5037E+12,55,27,16450,37,62145,7243,Columbus,Columbus city,0
623L600US5503702723000,5.5037E+12,55,27,23000,37,91116729,1032863,Elba,Elba town,1041
623L600US5503702724000,5.5037E+12,55,27,24000,37,81689858,153004,Emmet,Emmet town,1310
623L600US5503702743050,5.5037E+12,55,27,43050,37,92308185,805390,Lebanon,Lebanon town,1587
623L600US5503702745950,5.5037E+12,55,27,45950,37,2567828,137278,Lowell,Lowell village,309
623L600US5503702745975,5.5037E+12,55,27,45975,37,77330971,1494657,Lowell,Lowell town (part),644
623L600US5503702764375,5.5037E+12,55,27,64375,37,91070752,1701337,Portland,Portland town,1091
623L600US5503702766900,5.5037E+12,55,27,66900,37,1618797,0,Reeseville,Reeseville village,763
623L600US5503702773575,5.5037E+12,55,27,73575,37,66305071,1354414,Shields,Shields town,503
623L600US5503702783975,5.5037E+12,55,27,83975,37,10605528,444808,Watertown,Watertown city,8252
623L600US5503705537600,5.50371E+12,55,55,37600,37,92636169,1264797,Ixonia,Ixonia town,5120
623L600US5503705583925,5.50371E+12,55,55,83925,37,9826992,191980,Waterloo,Waterloo city,3492
623L600US5503705583950,5.50371E+12,55,55,83950,37,8296,0,Waterloo,Waterloo town (part),0
623L600US5503705583975,5.50371E+12,55,55,83975,37,20627982,590852,Watertown,Watertown city (part),14674
623L600US5503705584000,5.50371E+12,55,55,84000,37,17115,0,Watertown,Watertown town (part),0
623L600US5503802512225,5.5038E+12,55,25,12225,38,3393511,18062,Cambridge,Cambridge village,1539
623L600US5503802514650,5.5038E+12,55,25,14650,38,89525611,728175,Christiana,Christiana town,1235
623L600US5503802519250,5.5038E+12,55,25,19250,38,5609503,0,Deerfield,Deerfield village,2507
623L600US5503802519275,5.5038E+12,55,25,19275,38,86572092,491962,Deerfield,Deerfield town,1684
623L600US5503802549575,5.5038E+12,55,25,49575,38,5502873,431820,Marshall,Marshall village,3787
623L600US5503802550475,5.5038E+12,55,25,50475,38,85399542,833597,Medina,Medina town,1344
623L600US5503802568725,5.5038E+12,55,25,68725,38,727506,43604,Rockdale,Rockdale village,207
623L600US5503805504125,5.50381E+12,55,55,4125,38,62588597,1395633,Aztalan,Aztalan town,1382
623L600US5503805512225,5.50381E+12,55,55,12225,38,418880,54,Cambridge,Cambridge village (part),99
623L600US5503805516650,5.50381E+12,55,55,16650,38,92368908,1624968,Concord,Concord town,1981
623L600US5503805525300,5.50381E+12,55,55,25300,38,90997136,243280,Farmington,Farmington town,1407
623L600US5503805537900,5.50381E+12,55,55,37900,38,82326,1780,Jefferson,Jefferson city (part),0
623L600US5503805538350,5.50381E+12,55,55,38350,38,7847753,30365,Johnson Creek,Johnson Creek village,3318
623L600US5503805540750,5.50381E+12,55,55,40750,38,771395,0,Lac La Belle,Lac La Belle village,2
623L600US5503805541675,5.50381E+12,55,55,41675,38,10805774,802543,Lake Mills,Lake Mills city,6211
623L600US5503805541700,5.50381E+12,55,55,41700,38,78558350,5843681,Lake Mills,Lake Mills town,2196
623L600US5503805551850,5.50381E+12,55,55,51850,38,87486324,3039689,Milford,Milford town,1106
623L600US5503805583950,5.50381E+12,55,55,83950,38,83674304,88312,Waterloo,Waterloo town (part),867
623L600US5503805583975,5.50381E+12,55,55,83975,38,12187,0,Watertown,Watertown city (part),0
623L600US5503805584000,5.50381E+12,55,55,84000,38,96880288,1149955,Watertown,Watertown town (part),1933
623L600US5503813320550,5.50381E+12,55,133,20550,38,374751,3099,Dousman,Dousman village (part),8
623L600US5503813340750,5.50381E+12,55,133,40750,38,1879422,16187,Lac La Belle,Lac La Belle village,279
623L600US5503813359250,5.50381E+12,55,133,59250,38,30440049,1756819,Oconomowoc,Oconomowoc city,18203
623L600US5503813359275,5.50381E+12,55,133,59275,38,72015116,9466843,Oconomowoc,Oconomowoc town (part),8765
623L600US5503813359300,5.50381E+12,55,133,59300,38,4266,0,Oconomowoc Lake,Oconomowoc Lake village (part),0
623L600US5503813378375,5.50381E+12,55,133,78375,38,31312379,2854153,Summit,Summit village (part),1586
623L600US5503902703200,5.5039E+12,55,27,3200,39,92109987,410553,Ashippun,Ashippun town,2663
623L600US5503902705900,5.5039E+12,55,27,5900,39,18939531,3585248,Beaver Dam,Beaver Dam city,16708
623L600US5503902705925,5.5039E+12,55,27,5925,39,84174881,4159512,Beaver Dam,Beaver Dam town,4062
623L600US5503902710450,5.5039E+12,55,27,10450,39,1588250,0,Brownsville,Brownsville village,598
623L600US5503902715900,5.5039E+12,55,27,15900,39,971713,0,Clyman,Clyman village,397
623L600US5503902715925,5.5039E+12,55,27,15925,39,91182765,162518,Clyman,Clyman town,712
623L600US5503902733000,5.5039E+12,55,27,33000,39,1435180,5378,Hartford,Hartford city,9
623L600US5503902734000,5.5039E+12,55,27,34000,39,94050839,96342,Herman,Herman town,1135
623L600US5503902735750,5.5039E+12,55,27,35750,39,9054890,366605,Horicon,Horicon city,3767
623L600US5503902736100,5.5039E+12,55,27,36100,39,79418861,7399065,Hubbard,Hubbard town,1772
623L600US5503902736625,5.5039E+12,55,27,36625,39,2887860,561489,Hustisford,Hustisford village,1101
623L600US5503902736650,5.5039E+12,55,27,36650,39,85007941,4438502,Hustisford,Hustisford town,1357
623L600US5503902737150,5.5039E+12,55,27,37150,39,1737226,12818,Iron Ridge,Iron Ridge village,904
623L600US5503902738675,5.5039E+12,55,27,38675,39,4270197,3438,Juneau,Juneau city,2658
623L600US5503902738900,5.5039E+12,55,27,38900,39,82076140,4963556,Kekoskee,Kekoskee village,896
623L600US5503902743650,5.5039E+12,55,27,43650,39,93388060,3240014,Leroy,Leroy town,956
623L600US5503902745475,5.5039E+12,55,27,45475,39,5535008,38873,Lomira,Lomira village,2678
623L600US5503902745500,5.5039E+12,55,27,45500,39,87844305,35886,Lomira,Lomira town,1099
623L600US5503902745975,5.5039E+12,55,27,45975,39,56826307,743545,Lowell,Lowell town (part),522
623L600US5503902750200,5.5039E+12,55,27,50200,39,8427621,295132,Mayville,Mayville city,5196
623L600US5503902756075,5.5039E+12,55,27,56075,39,1362195,79184,Neosho,Neosho village,591
623L600US5503902759000,5.5039E+12,55,27,59000,39,86913693,888089,Oak Grove,Oak Grove town,1028
623L600US5503902769962,5.5039E+12,55,27,69962,39,89630718,1038493,Rubicon,Rubicon town,2117
623L600US5503902779375,5.5039E+12,55,27,79375,39,2084362,40815,Theresa,Theresa village,1255
623L600US5503902779425,5.5039E+12,55,27,79425,39,90786698,1365821,Theresa,Theresa town,1089
623L600US5503902785650,5.5039E+12,55,27,85650,39,33630,3677456,Westford,Westford town (part),18
623L600US5503913133000,5.50391E+12,55,131,33000,39,6626804,120955,Hartford,Hartford city (part),2904
623L600US5504008756925,5.50401E+12,55,87,56925,40,6136898,291755,New London,New London city (part),1744
623L600US5504011530400,5.50401E+12,55,115,30400,40,2044,0,Grant,Grant town (part),0
623L600US5504011549400,5.50401E+12,55,115,49400,40,1238701,0,Marion,Marion city,14
623L600US5504013507250,5.50401E+12,55,135,7250,40,1227967,69413,Big Falls,Big Falls village,60
623L600US5504013512000,5.50401E+12,55,135,12000,40,71847023,691510,Caledonia,Caledonia town,1712
623L600US5504013515725,5.50401E+12,55,135,15725,40,18083,0,Clintonville,Clintonville city (part),0
623L600US5504013519025,5.50401E+12,55,135,19025,40,90965070,3039081,Dayton,Dayton town,2644
623L600US5504013521200,5.50401E+12,55,135,21200,40,89703423,1047269,Dupont,Dupont town,746
623L600US5504013525400,5.50401E+12,55,135,25400,40,87396915,3017082,Farmington,Farmington town,3712
623L600US5504013527800,5.50401E+12,55,135,27800,40,2677821,338379,Fremont,Fremont village,689
623L600US5504013527850,5.50401E+12,55,135,27850,40,46488620,2891941,Fremont,Fremont town,627
623L600US5504013532925,5.50401E+12,55,135,32925,40,95268300,386122,Harrison,Harrison town,459
623L600US5504013533850,5.50401E+12,55,135,33850,40,92855861,917508,Helvetia,Helvetia town,701
623L600US5504013537025,5.50401E+12,55,135,37025,40,4329167,433932,Iola,Iola village,1249
623L600US5504013537050,5.50401E+12,55,135,37050,40,87075735,2298020,Iola,Iola town,938
623L600US5504013542650,5.50401E+12,55,135,42650,40,85538718,764941,Larrabee,Larrabee town (part),1286
623L600US5504013544575,5.50401E+12,55,135,44575,40,91868165,862857,Lind,Lind town,1571
623L600US5504013545300,5.50401E+12,55,135,45300,40,86429280,1457074,Little Wolf,Little Wolf town,1400
623L600US5504013548350,5.50401E+12,55,135,48350,40,4220356,358769,Manawa,Manawa city,1441
623L600US5504013549400,5.50401E+12,55,135,49400,40,5107499,358885,Marion,Marion city,1310
623L600US5504013555025,5.50401E+12,55,135,55025,40,80510585,4897966,Mukwa,Mukwa town,2830
623L600US5504013556925,5.50401E+12,55,135,56925,40,8277392,292571,New London,New London city,5596
623L600US5504013559475,5.50401E+12,55,135,59475,40,2519006,137956,Ogdensburg,Ogdensburg village,188
623L600US5504013569900,5.50401E+12,55,135,69900,40,86655114,6396883,Royalton,Royalton town,1359
623L600US5504013570900,5.50401E+12,55,135,70900,40,89704935,888001,St. Lawrence,St. Lawrence town,714
623L600US5504013571975,5.50401E+12,55,135,71975,40,2262888,347671,Scandinavia,Scandinavia village,371
623L600US5504013572000,5.50401E+12,55,135,72000,40,87538495,1357217,Scandinavia,Scandinavia town,1049
623L600US5504013581700,5.50401E+12,55,135,81700,40,92434863,1098005,Union,Union town,778
623L600US5504013584375,5.50401E+12,55,135,84375,40,20511601,753689,Waupaca,Waupaca city,6282
623L600US5504013584400,5.50401E+12,55,135,84400,40,75271739,1166741,Waupaca,Waupaca town,1194
623L600US5504013586400,5.50401E+12,55,135,86400,40,3977813,322114,Weyauwega,Weyauwega city,1796
623L600US5504013586425,5.50401E+12,55,135,86425,40,53090651,5838808,Weyauwega,Weyauwega town,567
623L600US5504013589375,5.50401E+12,55,135,89375,40,93324251,589909,Wyoming,Wyoming town,318
623L600US5504013703925,5.50401E+12,55,137,3925,40,88637980,967746,Aurora,Aurora town,1006
623L600US5504013708300,5.50401E+12,55,137,8300,40,91681965,1282944,Bloomfield,Bloomfield town,1054
623L600US5504013743500,5.50401E+12,55,137,43500,40,93239138,649279,Leon,Leon town,1534
623L600US5504013745425,5.50401E+12,55,137,45425,40,3144833,26874,Lohrville,Lohrville village,434
623L600US5504013754825,5.50401E+12,55,137,54825,40,88842871,2508680,Mount Morris,Mount Morris town,1096
623L600US5504013764975,5.50401E+12,55,137,64975,40,83831648,9285111,Poy Sippi,Poy Sippi town,919
623L600US5504013766625,5.50401E+12,55,137,66625,40,6120210,26094,Redgranite,Redgranite village,2061
623L600US5504013771825,5.50401E+12,55,137,71825,40,93208236,1167362,Saxeville,Saxeville town,996
623L600US5504013776400,5.50401E+12,55,137,76400,40,86628356,3444816,Springwater,Springwater town,1257
623L600US5504013783425,5.50401E+12,55,137,83425,40,84266428,236005,Warren,Warren town,656
623L600US5504013787075,5.50401E+12,55,137,87075,40,3765015,61458,Wild Rose,Wild Rose village,780
623L600US5504100100275,5.5041E+12,55,1,275,41,7626484,5361,Adams,Adams city,1761
623L600US5504100100300,5.5041E+12,55,1,300,41,129825962,798653,Adams,Adams town,1378
623L600US5504100119575,5.5041E+12,55,1,19575,41,81586481,2662071,Dell Prairie,Dell Prairie town,1631
623L600US5504100122000,5.5041E+12,55,1,22000,41,93379034,239068,Easton,Easton town,1062
623L600US5504100127950,5.5041E+12,55,1,27950,41,2331113,114293,Friendship,Friendship village,648
623L600US5504100137625,5.5041E+12,55,1,37625,41,89842472,2573601,Jackson,Jackson town,1141
623L600US5504100144250,5.5041E+12,55,1,44250,41,93432931,139295,Lincoln,Lincoln town,320
623L600US5504100156525,5.5041E+12,55,1,56525,41,80561614,724888,New Chester,New Chester town,1960
623L600US5504100156750,5.5041E+12,55,1,56750,41,75499026,3242627,New Haven,New Haven town,680
623L600US5504100165825,5.5041E+12,55,1,65825,41,84098352,19681130,Quincy,Quincy town,1159
623L600US5504100167425,5.5041E+12,55,1,67425,41,16801,0,Richfield,Richfield town (part),0
623L600US5504100176350,5.5041E+12,55,1,76350,41,113171044,2292132,Springville,Springville town,1283
623L600US5504100188150,5.5041E+12,55,1,88150,41,4479559,33865,Wisconsin Dells,Wisconsin Dells city,105
623L600US5504102157025,5.5041E+12,55,21,57025,41,5561,0,Newport,Newport town (part),0
623L600US5504102188150,5.5041E+12,55,21,88150,41,8820099,494233,Wisconsin Dells,Wisconsin Dells city (part),2440
623L600US5504103968175,5.5041E+12,55,39,68175,41,12881398,140531,Ripon,Ripon city,7863
623L600US5504103968200,5.5041E+12,55,39,68200,41,79735166,941298,Ripon,Ripon town,1314
623L600US5504104706925,5.5041E+12,55,47,6925,41,13017387,1404559,Berlin,Berlin city,5484
623L600US5504104706950,5.5041E+12,55,47,6950,41,76337427,1404549,Berlin,Berlin town,1068
623L600US5504104710125,5.5041E+12,55,47,10125,41,89247135,2541459,Brooklyn,Brooklyn town,1787
623L600US5504104731300,5.5041E+12,55,47,31300,41,4793752,68339,Green Lake,Green Lake city,1001
623L600US5504104731350,5.5041E+12,55,47,31350,41,122407509,33491430,Green Lake,Green Lake town,1169
623L600US5504104746875,5.5041E+12,55,47,46875,41,86508647,2179424,Mackford,Mackford town,495
623L600US5504104749450,5.5041E+12,55,47,49450,41,6019665,45009,Markesan,Markesan city,1377
623L600US5504104749500,5.5041E+12,55,47,49500,41,973839,0,Marquette,Marquette village,172
623L600US5504104749525,5.5041E+12,55,47,49525,41,78583568,26093452,Marquette,Marquette town,523
623L600US5504104765600,5.5041E+12,55,47,65600,41,4015037,244620,Princeton,Princeton city,1267
623L600US5504104765625,5.5041E+12,55,47,65625,41,90034357,1943390,Princeton,Princeton town,1519
623L600US5504104770925,5.5041E+12,55,47,70925,41,84309536,2599543,St. Marie,St. Marie town,352
623L600US5504104772525,5.5041E+12,55,47,72525,41,81959203,2612009,Seneca,Seneca town,387
623L600US5504105788150,5.50411E+12,55,57,88150,41,1137735,0,Wisconsin Dells,Wisconsin Dells city,4
623L600US5504107717900,5.50411E+12,55,77,17900,41,91962197,1246631,Crystal Lake,Crystal Lake town,452
623L600US5504107732775,5.50411E+12,55,77,32775,41,78938919,705613,Harris,Harris town,748
623L600US5504107750350,5.50411E+12,55,77,50350,41,71181505,389007,Mecan,Mecan town,752
623L600US5504107753875,5.50411E+12,55,77,53875,41,5074892,623194,Montello,Montello city,1448
623L600US5504107753900,5.50411E+12,55,77,53900,41,84052411,4050627,Montello,Montello town,1132
623L600US5504107756125,5.50411E+12,55,77,56125,41,5201527,230760,Neshkoro,Neshkoro village,412
623L600US5504107756150,5.50411E+12,55,77,56150,41,55572896,892454,Neshkoro,Neshkoro town,565
623L600US5504107757225,5.50411E+12,55,77,57225,41,91808129,347549,Newton,Newton town,529
623L600US5504107760875,5.50411E+12,55,77,60875,41,2208913,62579,Oxford,Oxford village,537
623L600US5504107760900,5.50411E+12,55,77,60900,41,87325684,428003,Oxford,Oxford town,930
623L600US5504107760962,5.50411E+12,55,77,60962,41,98005477,7298645,Packwaukee,Packwaukee town,1469
623L600US5504107773600,5.50411E+12,55,77,73600,41,80025430,628168,Shields,Shields town,585
623L600US5504107775925,5.50411E+12,55,77,75925,41,89289354,852208,Springfield,Springfield town,811
623L600US5504107785575,5.50411E+12,55,77,85575,41,4090335,79052,Westfield,Westfield village,1302
623L600US5504107785600,5.50411E+12,55,77,85600,41,73702289,1354977,Westfield,Westfield town,789
623L600US5504111119675,5.50411E+12,55,111,19675,41,161762,286,Delton,Delton town (part),35
623L600US5504111141300,5.50411E+12,55,111,41300,41,18275109,1618238,Lake Delton,Lake Delton village (part),3466
623L600US5504111188150,5.50411E+12,55,111,88150,41,5610928,324353,Wisconsin Dells,Wisconsin Dells city (part),344
623L600US5504113706925,5.50411E+12,55,137,6925,41,1957053,173432,Berlin,Berlin city,87
623L600US5504202102800,5.5042E+12,55,21,2800,42,2685142,0,Arlington,Arlington village,844
623L600US5504202102825,5.5042E+12,55,21,2825,42,90153012,199208,Arlington,Arlington town,803
623L600US5504202112200,5.5042E+12,55,21,12200,42,2539005,133821,Cambria,Cambria village,777
623L600US5504202116450,5.5042E+12,55,21,16450,42,926411,0,Columbus,Columbus city (part),0
623L600US5504202116475,5.5042E+12,55,21,16475,42,80241471,406562,Columbus,Columbus town (part),617
623L600US5504202117325,5.5042E+12,55,21,17325,42,91217252,580057,Courtland,Courtland town,491
623L600US5504202119375,5.5042E+12,55,21,19375,42,104694631,11435061,Dekorra,Dekorra town,2500
623L600US5504202120775,5.5042E+12,55,21,20775,42,10068044,293687,Doylestown,Doylestown village,280
623L600US5504202125150,5.5042E+12,55,21,25150,42,4735047,171569,Fall River,Fall River village,1801
623L600US5504202126725,5.5042E+12,55,21,26725,42,83269408,3201866,Fort Winnebago,Fort Winnebago town (part),808
623L600US5504202126875,5.5042E+12,55,21,26875,42,88138401,1347615,Fountain Prairie,Fountain Prairie town,938
623L600US5504202128000,5.5042E+12,55,21,28000,42,2590147,28957,Friesland,Friesland village,320
623L600US5504202132375,5.5042E+12,55,21,32375,42,92374040,209067,Hampden,Hampden town,581
623L600US5504202143125,5.5042E+12,55,21,43125,42,91400729,1293429,Leeds,Leeds town,755
623L600US5504202145350,5.5042E+12,55,21,45350,42,4475640,778,Lodi,Lodi city,3189
623L600US5504202145375,5.5042E+12,55,21,45375,42,68648406,5057694,Lodi,Lodi town,3282
623L600US5504202146050,5.5042E+12,55,21,46050,42,90051571,2787271,Lowville,Lowville town,1017
623L600US5504202149150,5.5042E+12,55,21,49150,42,90828527,1800283,Marcellon,Marcellon town,1140
623L600US5504202160687,5.5042E+12,55,21,60687,42,78583924,1531657,Otsego,Otsego town,670
623L600US5504202160925,5.5042E+12,55,21,60925,42,50297364,5614555,Pacific,Pacific town,2791
623L600US5504202161100,5.5042E+12,55,21,61100,42,4979229,887182,Pardeeville,Pardeeville village,2074
623L600US5504202164100,5.5042E+12,55,21,64100,42,114819,10548,Portage,Portage city (part),0
623L600US5504202164900,5.5042E+12,55,21,64900,42,6651849,63559,Poynette,Poynette village,2590
623L600US5504202166150,5.5042E+12,55,21,66150,42,776086,0,Randolph,Randolph village,458
623L600US5504202166175,5.5042E+12,55,21,66175,42,90673659,235211,Randolph,Randolph town,762
623L600US5504202168100,5.5042E+12,55,21,68100,42,3245180,24041,Rio,Rio village,1119
623L600US5504202172250,5.5042E+12,55,21,72250,42,92310766,435174,Scott,Scott town,857
623L600US5504202176225,5.5042E+12,55,21,76225,42,105446241,1217012,Springvale,Springvale town,539
623L600US5504202189300,5.5042E+12,55,21,89300,42,3714066,326561,Wyocena,Wyocena village,756
623L600US5504202189325,5.5042E+12,55,21,89325,42,92597297,3493180,Wyocena,Wyocena town,1756
623L600US5504202518700,5.5042E+12,55,25,18700,42,3065378,20674,Dane,Dane village,1117
623L600US5504202518725,5.5042E+12,55,25,18725,42,90220185,416760,Dane,Dane town,934
