GEOID,GEOCODE,STATE,COUNTY,COUSUB,SLDL18,AREALAND,AREAWATR,BASENAME,NAME,POP100
623L600US5505106530575,5.50511E+12,55,65,30575,51,1420287,0,Gratiot,Gratiot village,224
623L600US5505106530600,5.50511E+12,55,65,30600,51,140854818,0,Gratiot,Gratiot town,575
623L600US5505106539125,5.50511E+12,55,65,39125,51,110133159,35410,Kendall,Kendall town,402
623L600US5505106542175,5.50511E+12,55,65,42175,51,51624128,0,Lamont,Lamont town,313
623L600US5505106554025,5.50511E+12,55,65,54025,51,50860170,0,Monticello,Monticello town,138
623L600US5505106556625,5.50511E+12,55,65,56625,51,65470141,0,New Diggings,New Diggings town,486
623L600US5505106572700,5.50511E+12,55,65,72700,51,93558475,0,Seymour,Seymour town,392
623L600US5505106573825,5.50511E+12,55,65,73825,51,3454297,0,Shullsburg,Shullsburg city,1173
623L600US5505106573850,5.50511E+12,55,65,73850,51,90038188,0,Shullsburg,Shullsburg town,312
623L600US5505106575275,5.50511E+12,55,65,75275,51,2155411,0,South Wayne,South Wayne village,444
623L600US5505106584850,5.50511E+12,55,65,84850,51,95060747,91696,Wayne,Wayne town,474
623L600US5505106586800,5.50511E+12,55,65,86800,51,42826213,0,White Oak Springs,White Oak Springs town,109
623L600US5505106587275,5.50511E+12,55,65,87275,51,124893541,0,Willow Springs,Willow Springs town,789
623L600US5505106588050,5.50511E+12,55,65,88050,51,136740077,70630,Wiota,Wiota town,830
623L600US5505110310950,5.50511E+12,55,103,10950,51,106776018,2450460,Buena Vista,Buena Vista town,1807
623L600US5505110337500,5.50511E+12,55,103,37500,51,93322545,0,Ithaca,Ithaca town,633
623L600US5505110345575,5.50511E+12,55,103,45575,51,2572938,0,Lone Rock,Lone Rock village,829
623L600US5505110360350,5.50511E+12,55,103,60350,51,92634731,1164356,Orion,Orion town,541
623L600US5505110387250,5.50511E+12,55,103,87250,51,92854482,37777,Willow,Willow town,496
623L600US5505111105600,5.50511E+12,55,111,5600,51,128502474,72168,Bear Creek,Bear Creek town,641
623L600US5505111127350,5.50511E+12,55,111,27350,51,126583729,654935,Franklin,Franklin town,668
623L600US5505111144225,5.50511E+12,55,111,44225,51,2592017,0,Lime Ridge,Lime Ridge village,158
623L600US5505111163125,5.50511E+12,55,111,63125,51,2156880,0,Plain,Plain village,749
623L600US5505111176025,5.50511E+12,55,111,76025,51,4324625,0,Spring Green,Spring Green village,1566
623L600US5505111176050,5.50511E+12,55,111,76050,51,111558794,7167963,Spring Green,Spring Green town,1828
623L600US5505111183700,5.50511E+12,55,111,83700,51,91946738,197551,Washington,Washington town,1021
623L600US5505203911600,5.5052E+12,55,39,11600,52,94317643,409759,Byron,Byron town,1677
623L600US5505203912075,5.5052E+12,55,39,12075,52,28746069,36286875,Calumet,Calumet town (part),751
623L600US5505203924050,5.5052E+12,55,39,24050,52,74119798,557019,Empire,Empire town,2774
623L600US5505203926275,5.5052E+12,55,39,26275,52,49795171,3393281,Fond du Lac,Fond du Lac city,44678
623L600US5505203926300,5.5052E+12,55,39,26300,52,45366387,3130102,Fond du Lac,Fond du Lac town (part),3681
623L600US5505203927975,5.5052E+12,55,39,27975,52,0,401829,Friendship,Friendship town (part),0
623L600US5505203958000,5.5052E+12,55,39,58000,52,878,0,North Fond du Lac,North Fond du Lac village (part),0
623L600US5505203958900,5.5052E+12,55,39,58900,52,2545441,11223,Oakfield,Oakfield village,1052
623L600US5505203958925,5.5052E+12,55,39,58925,52,91857705,751364,Oakfield,Oakfield town,681
623L600US5505203979125,5.5052E+12,55,39,79125,52,77603698,13762862,Taycheedah,Taycheedah town,4554
623L600US5505302784425,5.5053E+12,55,27,84425,53,6292151,0,Waupun,Waupun city,7795
623L600US5505303901525,5.5053E+12,55,39,1525,53,689,0,Alto,Alto town (part),0
623L600US5505303923150,5.5053E+12,55,39,23150,53,92591016,1105851,Eldorado,Eldorado town,1399
623L600US5505303926300,5.5053E+12,55,39,26300,53,970,17768,Fond du Lac,Fond du Lac town (part),6
623L600US5505303927975,5.5053E+12,55,39,27975,53,42936129,45230548,Friendship,Friendship town (part),2748
623L600US5505303942125,5.5053E+12,55,39,42125,53,93992610,721317,Lamartine,Lamartine town,1747
623L600US5505303958000,5.5053E+12,55,39,58000,53,5495080,64224,North Fond du Lac,North Fond du Lac village (part),5378
623L600US5505303969525,5.5053E+12,55,39,69525,53,3189032,9697,Rosendale,Rosendale village,1039
623L600US5505303969550,5.5053E+12,55,39,69550,53,91014909,1042997,Rosendale,Rosendale town,738
623L600US5505303976250,5.5053E+12,55,39,76250,53,92637763,448319,Springvale,Springvale town,675
623L600US5505303984425,5.5053E+12,55,39,84425,53,5320521,155078,Waupun,Waupun city (part),3549
623L600US5505303984450,5.5053E+12,55,39,84450,53,88039718,785195,Waupun,Waupun town,1373
623L600US5505313901025,5.50531E+12,55,139,1025,53,20917312,5780566,Algoma,Algoma town (part),6866
623L600US5505313908000,5.50531E+12,55,139,8000,53,40066314,67743561,Black Wolf,Black Wolf town,2429
623L600US5505313955850,5.50531E+12,55,139,55850,53,73184326,229585,Nekimi,Nekimi town,1337
623L600US5505313956100,5.50531E+12,55,139,56100,53,81843410,11706031,Nepeuskun,Nepeuskun town,724
623L600US5505313959875,5.50531E+12,55,139,59875,53,6315644,336318,Omro,Omro city,3652
623L600US5505313959900,5.50531E+12,55,139,59900,53,83915333,7743215,Omro,Omro town,2293
623L600US5505313960500,5.50531E+12,55,139,60500,53,20164599,199994,Oshkosh,Oshkosh city (part),9405
623L600US5505313960525,5.50531E+12,55,139,60525,53,24399434,55602210,Oshkosh,Oshkosh town (part),2439
623L600US5505313970125,5.50531E+12,55,139,70125,53,90304362,1954384,Rushford,Rushford town,1623
623L600US5505313982175,5.50531E+12,55,139,82175,53,92067880,816000,Utica,Utica town,1364
623L600US5505413901025,5.50541E+12,55,139,1025,54,12275,0,Algoma,Algoma town (part),0
623L600US5505413960500,5.50541E+12,55,139,60500,54,49818447,2414653,Oshkosh,Oshkosh city (part),57411
623L600US5505413960525,5.50541E+12,55,139,60525,54,0,75313807,Oshkosh,Oshkosh town (part),0
623L600US5505508702375,5.50551E+12,55,87,2375,55,1857898,0,Appleton,Appleton city (part),1012
623L600US5505508730075,5.50551E+12,55,87,30075,55,22100617,31736,Grand Chute,Grand Chute town (part),11623
623L600US5505508731550,5.50551E+12,55,87,31550,55,23765270,13708,Greenville,Greenville town (part),2573
623L600US5505513915150,5.50551E+12,55,139,15150,55,93692630,321953,Clayton,Clayton town,4329
623L600US5505513926982,5.50551E+12,55,139,26982,55,25635129,1529022,Fox Crossing,Fox Crossing village (part),11449
623L600US5505513950825,5.50551E+12,55,139,50825,55,0,1179076,Menasha,Menasha city (part),0
623L600US5505513955750,5.50551E+12,55,139,55750,55,24163002,960715,Neenah,Neenah city (part),27304
623L600US5505513955775,5.50551E+12,55,139,55775,55,20192154,26250626,Neenah,Neenah town,3702
623L600US5505608702375,5.50561E+12,55,87,2375,56,32330942,227521,Appleton,Appleton city (part),28177
623L600US5505608718525,5.50561E+12,55,87,18525,56,78641120,222375,Dale,Dale town,2869
623L600US5505608730075,5.50561E+12,55,87,30075,56,36948353,210077,Grand Chute,Grand Chute town (part),12208
623L600US5505608731550,5.50561E+12,55,87,31550,56,68745265,86574,Greenville,Greenville town (part),10114
623L600US5505613955750,5.50561E+12,55,139,55750,56,111525,0,Neenah,Neenah city (part),15
623L600US5505613964875,5.50561E+12,55,139,64875,56,59892103,25222968,Poygan,Poygan town,1261
623L600US5505613982875,5.50561E+12,55,139,82875,56,73881586,19627177,Vinland,Vinland town,1769
623L600US5505613987650,5.50561E+12,55,139,87650,56,91947773,2802417,Winchester,Winchester town,1794
623L600US5505613987900,5.50561E+12,55,139,87900,56,3843466,1128338,Winneconne,Winneconne village,2544
623L600US5505613987925,5.50561E+12,55,139,87925,56,55957549,31376259,Winneconne,Winneconne town,2590
623L600US5505613988475,5.50561E+12,55,139,88475,56,74704091,26906334,Wolf River,Wolf River town,1203
623L600US5505708702375,5.50571E+12,55,87,2375,57,20326103,989087,Appleton,Appleton city (part),33710
623L600US5505708710750,5.50571E+12,55,87,10750,57,606,0,Buchanan,Buchanan town (part),0
623L600US5505713902375,5.50571E+12,55,139,2375,57,1043993,0,Appleton,Appleton city,1441
623L600US5505713926982,5.50571E+12,55,139,26982,57,6098236,2330240,Fox Crossing,Fox Crossing village (part),7525
623L600US5505713950825,5.50571E+12,55,139,50825,57,11687197,3156267,Menasha,Menasha city (part),15261
623L600US5505813128900,5.50581E+12,55,131,28900,58,2945,0,Germantown,Germantown town (part),0
623L600US5505813133025,5.50581E+12,55,131,33025,58,19801,0,Hartford,Hartford town (part),0
623L600US5505813137675,5.50581E+12,55,131,37675,58,8048744,51899,Jackson,Jackson village (part),7177
623L600US5505813163875,5.50581E+12,55,131,63875,58,80593620,722743,Polk,Polk town,3988
623L600US5505813167475,5.50581E+12,55,131,67475,58,44020446,1578,Richfield,Richfield village (part),4673
623L600US5505813174400,5.50581E+12,55,131,74400,58,13540698,60320,Slinger,Slinger village (part),5992
623L600US5505813180575,5.50581E+12,55,131,80575,58,5697449,4507,Trenton,Trenton town (part),1032
623L600US5505813185350,5.50581E+12,55,131,85350,58,39316983,403725,West Bend,West Bend city (part),31751
623L600US5505813185375,5.50581E+12,55,131,85375,58,36789288,5295412,West Bend,West Bend town,4441
623L600US5505901510350,5.5059E+12,55,15,10350,59,95022448,46350355,Brothertown,Brothertown town,1328
623L600US5505901539525,5.5059E+12,55,15,39525,59,7742,0,Kiel,Kiel city (part),1
623L600US5505901556800,5.5059E+12,55,15,56800,59,6494890,8855,New Holstein,New Holstein city,3195
623L600US5505901556825,5.5059E+12,55,15,56825,59,81597739,363829,New Holstein,New Holstein town (part),1534
623L600US5505903903150,5.5059E+12,55,39,3150,59,91668101,623730,Ashford,Ashford town,1722
623L600US5505903903750,5.5059E+12,55,39,3750,59,90408001,2321892,Auburn,Auburn town,2360
623L600US5505903912075,5.5059E+12,55,39,12075,59,49227383,146721,Calumet,Calumet town (part),661
623L600US5505903912325,5.5059E+12,55,39,12325,59,3456981,57488,Campbellsport,Campbellsport village,1907
623L600US5505903922475,5.5059E+12,55,39,22475,59,1554697,41442,Eden,Eden village,884
623L600US5505903922500,5.5059E+12,55,39,22500,59,92599045,482620,Eden,Eden town,1000
623L600US5505903926450,5.5059E+12,55,39,26450,59,92189326,1320214,Forest,Forest town,975
623L600US5505903939300,5.5059E+12,55,39,39300,59,163167,0,Kewaskum,Kewaskum village,0
623L600US5505903949650,5.5059E+12,55,39,49650,59,87920982,824466,Marshfield,Marshfield town,1123
623L600US5505903954650,5.5059E+12,55,39,54650,59,2736097,2870,Mount Calvary,Mount Calvary village,548
623L600US5505903960425,5.5059E+12,55,39,60425,59,90102294,3809401,Osceola,Osceola town,1836
623L600US5505903970500,5.5059E+12,55,39,70500,59,2384078,41628,St. Cloud,St. Cloud village,489
623L600US5505911712825,5.50591E+12,55,117,12825,59,2132528,35756,Cascade,Cascade village,722
623L600US5505911731100,5.50591E+12,55,117,31100,59,121709083,1132316,Greenbush,Greenbush town,1903
623L600US5505911746575,5.50591E+12,55,117,46575,59,87486096,1014557,Lyndon,Lyndon town,1526
623L600US5505911753375,5.50591E+12,55,117,53375,59,93299373,345374,Mitchell,Mitchell town,1900
623L600US5505911770350,5.50591E+12,55,117,70350,59,60263731,2211257,Russell,Russell town,384
623L600US5505911772350,5.50591E+12,55,117,72350,59,93413721,1236312,Scott,Scott town,1764
623L600US5505911783100,5.50591E+12,55,117,83100,59,2520870,107804,Waldo,Waldo village,467
623L600US5505913100425,5.50591E+12,55,131,425,59,93319356,0,Addison,Addison town,3464
623L600US5505913105050,5.50591E+12,55,131,5050,59,49572708,536188,Barton,Barton town,2743
623L600US5505913133000,5.50591E+12,55,131,33000,59,13746608,83389,Hartford,Hartford city (part),12713
623L600US5505913133025,5.50591E+12,55,131,33025,59,69973133,1847968,Hartford,Hartford town (part),3400
623L600US5505913139300,5.50591E+12,55,131,39300,59,5933674,0,Kewaskum,Kewaskum village,4309
623L600US5505913139325,5.50591E+12,55,131,39325,59,57120172,30547,Kewaskum,Kewaskum town,1118
623L600US5505913174400,5.50591E+12,55,131,74400,59,14353,0,Slinger,Slinger village (part),0
623L600US5505913184900,5.50591E+12,55,131,84900,59,92622203,152572,Wayne,Wayne town,2182
623L600US5506008900000,5.50601E+12,55,89,0,60,0,2281553555,County subdivisions not defined,County subdivisions not defined,0
623L600US5506008906150,5.50601E+12,55,89,6150,60,5575898,0,Belgium,Belgium village,2421
623L600US5506008906175,5.50601E+12,55,89,6175,60,92129382,0,Belgium,Belgium town,1450
623L600US5506008913375,5.50601E+12,55,89,13375,60,12524789,121993,Cedarburg,Cedarburg city,12121
623L600US5506008913400,5.50601E+12,55,89,13400,60,63993941,444151,Cedarburg,Cedarburg town,6162
623L600US5506008927550,5.50601E+12,55,89,27550,60,5526508,24046,Fredonia,Fredonia village,2279
623L600US5506008927575,5.50601E+12,55,89,27575,60,88274295,770727,Fredonia,Fredonia town,2078
623L600US5506008930000,5.50601E+12,55,89,30000,60,18248,277,Grafton,Grafton village (part),15
623L600US5506008930025,5.50601E+12,55,89,30025,60,13178,0,Grafton,Grafton town (part),0
623L600US5506008956450,5.50601E+12,55,89,56450,60,232134,0,Newburg,Newburg village,93
623L600US5506008964450,5.50601E+12,55,89,64450,60,15187034,0,Port Washington,Port Washington city,12353
623L600US5506008964475,5.50601E+12,55,89,64475,60,46083681,0,Port Washington,Port Washington town,1538
623L600US5506008971700,5.50601E+12,55,89,71700,60,9118574,134033,Saukville,Saukville village,4258
623L600US5506008971725,5.50601E+12,55,89,71725,60,83504818,1658248,Saukville,Saukville town,1765
623L600US5506013125375,5.50601E+12,55,131,25375,60,94497291,805766,Farmington,Farmington town,3645
623L600US5506013137675,5.50601E+12,55,131,37675,60,705102,0,Jackson,Jackson village (part),8
623L600US5506013137700,5.50601E+12,55,131,37700,60,86551001,215561,Jackson,Jackson town,4629
623L600US5506013156450,5.50601E+12,55,131,56450,60,2132753,0,Newburg,Newburg village,1049
623L600US5506013180575,5.50601E+12,55,131,80575,60,78198258,171916,Trenton,Trenton town (part),3493
623L600US5506013185350,5.50601E+12,55,131,85350,60,905934,0,West Bend,West Bend city (part),1
623L600US5506105900000,5.50611E+12,55,59,0,61,0,1228315468,County subdivisions not defined,County subdivisions not defined (part),0
623L600US5506105909635,5.50611E+12,55,59,9635,61,92196440,513891,Brighton,Brighton town,1422
623L600US5506105909800,5.50611E+12,55,59,9800,61,84702886,928285,Bristol,Bristol village,5192
623L600US5506105939225,5.50611E+12,55,59,39225,61,553434,0,Kenosha,Kenosha city (part),13
623L600US5506105960975,5.50611E+12,55,59,60975,61,7510774,540314,Paddock Lake,Paddock Lake village,2919
623L600US5506105961175,5.50611E+12,55,59,61175,61,90455836,6123,Paris,Paris town,1397
623L600US5506105963300,5.50611E+12,55,59,63300,61,86444324,799660,Pleasant Prairie,Pleasant Prairie village,21250
623L600US5506105966125,5.50611E+12,55,59,66125,61,33816800,1694443,Randall,Randall town (part),3285
623L600US5506105971163,5.50611E+12,55,59,71163,61,78949274,7270822,Salem Lakes,Salem Lakes village,14601
623L600US5506105974625,5.50611E+12,55,59,74625,61,45259989,13651,Somers,Somers village (part),3410
623L600US5506105974650,5.50611E+12,55,59,74650,61,3355005,0,Somers,Somers town (part),174
623L600US5506105981250,5.50611E+12,55,59,81250,61,22100365,4064458,Twin Lakes,Twin Lakes village,6309
623L600US5506210100000,5.50621E+12,55,101,0,62,0,1169746395,County subdivisions not defined,County subdivisions not defined,0
623L600US5506210111950,5.50621E+12,55,101,11950,62,115740396,755105,Caledonia,Caledonia village (part),24489
623L600US5506210154875,5.50621E+12,55,101,54875,62,3260316,121140,Mount Pleasant,Mount Pleasant village (part),1361
623L600US5506210157700,5.50621E+12,55,101,57700,62,272983,289,North Bay,North Bay village,209
623L600US5506210158600,5.50621E+12,55,101,58600,62,87314897,5091258,Norway,Norway town,7916
623L600US5506210166000,5.50621E+12,55,101,66000,62,12880627,130519,Racine,Racine city (part),18870
623L600US5506210166350,5.50621E+12,55,101,66350,62,92353020,353972,Raymond,Raymond village,3926
623L600US5506210187700,5.50621E+12,55,101,87700,62,3277980,65720,Wind Point,Wind Point village,1651
623L600US5506310111200,5.50631E+12,55,101,11200,63,19333866,654839,Burlington,Burlington city,11047
623L600US5506310111225,5.50631E+12,55,101,11225,63,77578000,2880087,Burlington,Burlington town (part),4360
623L600US5506310111950,5.50631E+12,55,101,11950,63,1393149,2360,Caledonia,Caledonia village (part),872
623L600US5506310120625,5.50631E+12,55,101,20625,63,91299780,2288764,Dover,Dover town,4282
623L600US5506310154875,5.50631E+12,55,101,54875,63,74866994,150477,Mount Pleasant,Mount Pleasant village (part),20491
623L600US5506310168550,5.50631E+12,55,101,68550,63,45116280,596773,Rochester,Rochester village,3785
623L600US5506310177925,5.50631E+12,55,101,77925,63,10629978,3250,Sturtevant,Sturtevant village,6919
623L600US5506310181775,5.50631E+12,55,101,81775,63,6721077,0,Union Grove,Union Grove village,4806
623L600US5506310189550,5.50631E+12,55,101,89550,63,86739336,309543,Yorkville,Yorkville village,3246
623L600US5506312711200,5.50631E+12,55,127,11200,63,321436,0,Burlington,Burlington city (part),0
623L600US5506405939225,5.50641E+12,55,59,39225,64,47156774,211002,Kenosha,Kenosha city (part),42725
623L600US5506405974625,5.50641E+12,55,59,74625,64,20231198,29980,Somers,Somers village (part),4992
623L600US5506405974650,5.50641E+12,55,59,74650,64,3762138,0,Somers,Somers town (part),818
623L600US5506410123725,5.50641E+12,55,101,23725,64,390106,5220,Elmwood Park,Elmwood Park village,510
623L600US5506410154875,5.50641E+12,55,101,54875,64,9630702,122758,Mount Pleasant,Mount Pleasant village (part),5880
623L600US5506410166000,5.50641E+12,55,101,66000,64,1143711,34416,Racine,Racine city (part),2920
623L600US5506505900000,5.50651E+12,55,59,0,65,0,3451134,County subdivisions not defined,County subdivisions not defined (part),0
623L600US5506505939225,5.50651E+12,55,59,39225,65,25658523,14958,Kenosha,Kenosha city (part),57248
623L600US5506610166000,5.50661E+12,55,101,66000,66,26055729,314651,Racine,Racine city (part),56026
623L600US5506700556350,5.5067E+12,55,5,56350,67,696788,0,New Auburn,New Auburn village,25
623L600US5506701702175,5.5067E+12,55,17,2175,67,96537813,6535109,Anson,Anson town,2297
623L600US5506701703075,5.5067E+12,55,17,3075,67,110914887,487106,Arthur,Arthur town,771
623L600US5506701703725,5.5067E+12,55,17,3725,67,92600756,607,Auburn,Auburn town,776
623L600US5506701707525,5.5067E+12,55,17,7525,67,114725519,5881536,Birch Creek,Birch Creek town,495
623L600US5506701708225,5.5067E+12,55,17,8225,67,7636226,390166,Bloomer,Bloomer city,3683
623L600US5506701708250,5.5067E+12,55,17,8250,67,122135022,1943473,Bloomer,Bloomer town,1090
623L600US5506701711750,5.5067E+12,55,17,11750,67,8813431,194586,Cadott,Cadott village,1498
623L600US5506701714575,5.5067E+12,55,17,14575,67,29248953,1410121,Chippewa Falls,Chippewa Falls city (part),14731
623L600US5506701715350,5.5067E+12,55,17,15350,67,140054152,6010601,Cleveland,Cleveland town,889
623L600US5506701716125,5.5067E+12,55,17,16125,67,167728275,4256052,Colburn,Colburn town,892
623L600US5506701716800,5.5067E+12,55,17,16800,67,88759732,28562,Cooks Valley,Cooks Valley town,757
623L600US5506701717100,5.5067E+12,55,17,17100,67,9807878,1384945,Cornell,Cornell city,1453
623L600US5506701719625,5.5067E+12,55,17,19625,67,109969832,499865,Delmar,Delmar town,1013
623L600US5506701721600,5.5067E+12,55,17,21600,67,158098086,13537637,Eagle Point,Eagle Point town (part),3237
623L600US5506701724375,5.5067E+12,55,17,24375,67,81591146,1557318,Estella,Estella town,476
623L600US5506701729700,5.5067E+12,55,17,29700,67,76998682,244309,Goetz,Goetz town (part),813
623L600US5506701736000,5.5067E+12,55,17,36000,67,92788869,0,Howard,Howard town,777
623L600US5506701741550,5.5067E+12,55,17,41550,67,68928731,9945273,Lake Holcombe,Lake Holcombe town,1011
623L600US5506701756350,5.5067E+12,55,17,56350,67,8117762,0,New Auburn,New Auburn village,537
623L600US5506701769975,5.5067E+12,55,17,69975,67,138464344,470197,Ruby,Ruby town,465
623L600US5506701771275,5.5067E+12,55,17,71275,67,161792642,14850623,Sampson,Sampson town,972
623L600US5506701779875,5.5067E+12,55,17,79875,67,92292945,451029,Tilden,Tilden town,1516
623L600US5506701786537,5.5067E+12,55,17,86537,67,140821138,1353056,Wheaton,Wheaton town (part),2759
623L600US5506701788875,5.5067E+12,55,17,88875,67,90528483,124750,Woodmohr,Woodmohr town,1004
623L600US5506703316275,5.5067E+12,55,33,16275,67,3593520,77351,Colfax,Colfax village,1182
623L600US5506703316300,5.5067E+12,55,33,16300,67,88335851,857346,Colfax,Colfax town,1230
623L600US5506703323325,5.5067E+12,55,33,23325,67,5897898,0,Elk Mound,Elk Mound village,985
623L600US5506703323350,5.5067E+12,55,33,23350,67,87182766,101558,Elk Mound,Elk Mound town,1897
623L600US5506703330300,5.5067E+12,55,33,30300,67,95404210,1375094,Grant,Grant town,395
623L600US5506703333400,5.5067E+12,55,33,33400,67,92184846,1019583,Hay River,Hay River town,627
623L600US5506703351025,5.5067E+12,55,33,51025,67,27300,0,Menomonie,Menomonie city (part),0
623L600US5506703360725,5.5067E+12,55,33,60725,67,95132249,387455,Otter Creek,Otter Creek town,498
623L600US5506703366550,5.5067E+12,55,33,66550,67,101422220,2433078,Red Cedar,Red Cedar town,2359
623L600US5506703367800,5.5067E+12,55,33,67800,67,1190854,445,Ridgeland,Ridgeland village,258
623L600US5506703371425,5.5067E+12,55,33,71425,67,92636772,1153225,Sand Creek,Sand Creek town,603
623L600US5506703373300,5.5067E+12,55,33,73300,67,92680559,682559,Sheridan,Sheridan town,460
623L600US5506703373375,5.5067E+12,55,33,73375,67,91288856,271461,Sherman,Sherman town,922
623L600US5506703375750,5.5067E+12,55,33,75750,67,155570683,3537397,Spring Brook,Spring Brook town,1687
623L600US5506703378975,5.5067E+12,55,33,78975,67,85147984,7110374,Tainter,Tainter town,2643
623L600US5506703386575,5.5067E+12,55,33,86575,67,2129815,118959,Wheeler,Wheeler village,326
623L600US5506703387375,5.5067E+12,55,33,87375,67,92087511,15421,Wilson,Wilson town,504
623L600US5506801709075,5.5068E+12,55,17,9075,68,4798542,0,Boyd,Boyd village,605
623L600US5506801714575,5.5068E+12,55,17,14575,68,62040,0,Chippewa Falls,Chippewa Falls city (part),0
623L600US5506801721600,5.5068E+12,55,17,21600,68,2345,292173,Eagle Point,Eagle Point town (part),0
623L600US5506801722300,5.5068E+12,55,17,22300,68,9445285,203874,Eau Claire,Eau Claire city (part),1967
623L600US5506801722750,5.5068E+12,55,17,22750,68,139586969,124325,Edson,Edson town,1141
623L600US5506801729700,5.5068E+12,55,17,29700,68,452,616,Goetz,Goetz town (part),0
623L600US5506801732125,5.5068E+12,55,17,32125,68,19246670,0,Hallie,Hallie town,153
623L600US5506801740900,5.5068E+12,55,17,40900,68,89370437,11397096,Lafayette,Lafayette town,6197
623L600US5506801741525,5.5068E+12,55,17,41525,68,36630551,1143888,Lake Hallie,Lake Hallie village,7170
623L600US5506801773875,5.5068E+12,55,17,73875,68,92511329,336339,Sigel,Sigel town,1132
623L600US5506801776625,5.5068E+12,55,17,76625,68,9740043,178071,Stanley,Stanley city,3804
623L600US5506801911425,5.5068E+12,55,19,11425,68,92247770,591339,Butler,Butler town,112
623L600US5506801922250,5.5068E+12,55,19,22250,68,86920763,973514,Eaton,Eaton town,718
623L600US5506801926775,5.5068E+12,55,19,26775,68,184304744,1589019,Foster,Foster town,118
623L600US5506801931575,5.5068E+12,55,19,31575,68,6932030,217264,Greenwood,Greenwood city,1058
623L600US5506801933900,5.5068E+12,55,19,33900,68,92698981,310052,Hendren,Hendren town,433
623L600US5506801935050,5.5068E+12,55,19,35050,68,85802447,1593255,Hixon,Hixon town,902
623L600US5506801945700,5.5068E+12,55,19,45700,68,90998231,1125833,Longwood,Longwood town,877
623L600US5506801950275,5.5068E+12,55,19,50275,68,90431575,1929580,Mead,Mead town,357
623L600US5506801951125,5.5068E+12,55,19,51125,68,91970348,584467,Mentor,Mentor town,546
623L600US5506801967025,5.5068E+12,55,19,67025,68,92725307,303504,Reseburg,Reseburg town,793
623L600US5506801972450,5.5068E+12,55,19,72450,68,93070616,274154,Seif,Seif town,188
623L600US5506801976625,5.5068E+12,55,19,76625,68,1003991,0,Stanley,Stanley city (part),0
623L600US5506801979625,5.5068E+12,55,19,79625,68,3831983,0,Thorp,Thorp city,1795
623L600US5506801983350,5.5068E+12,55,19,83350,68,89733634,852167,Warner,Warner town,635
623L600US5506801988275,5.5068E+12,55,19,88275,68,2155669,0,Withee,Withee village,506
623L600US5506801988300,5.5068E+12,55,19,88300,68,90755841,207268,Withee,Withee town,1033
623L600US5506801989125,5.5068E+12,55,19,89125,68,92969435,461360,Worden,Worden town,708
623L600US5506803501550,5.5068E+12,55,35,1550,68,11952005,646438,Altoona,Altoona city (part),8244
623L600US5506803503825,5.5068E+12,55,35,3825,68,5721705,0,Augusta,Augusta city,1567
623L600US5506803509500,5.5068E+12,55,35,9500,68,264621441,4763257,Bridge Creek,Bridge Creek town,2214
623L600US5506803515200,5.5068E+12,55,35,15200,68,93343913,0,Clear Creek,Clear Creek town,778
623L600US5506803522300,5.5068E+12,55,35,22300,68,5481784,0,Eau Claire,Eau Claire city (part),3483
623L600US5506803524825,5.5068E+12,55,35,24825,68,3767325,66928,Fairchild,Fairchild village,451
623L600US5506803524850,5.5068E+12,55,35,24850,68,89649891,70510,Fairchild,Fairchild town,450
623L600US5506803525125,5.5068E+12,55,35,25125,68,5307558,60577,Fall Creek,Fall Creek village,1422
623L600US5506803544350,5.5068E+12,55,35,44350,68,149996628,922446,Lincoln,Lincoln town,1125
623L600US5506803546275,5.5068E+12,55,35,46275,68,118581018,341718,Ludington,Ludington town,1067
623L600US5506803560750,5.5068E+12,55,35,60750,68,91998890,0,Otter Creek,Otter Creek town,427
623L600US5506803572675,5.5068E+12,55,35,72675,68,80635517,2711846,Seymour,Seymour town (part),3352
623L600US5506803583612,5.5068E+12,55,35,83612,68,20968,0,Washington,Washington town (part),4
623L600US5506803587400,5.5068E+12,55,35,87400,68,123417889,29064,Wilson,Wilson town,427
623L600US5506805315375,5.50681E+12,55,53,15375,68,93016794,3014,Cleveland,Cleveland town,530
623L600US5506805328325,5.50681E+12,55,53,28325,68,93274852,17371,Garfield,Garfield town,756
623L600US5506812160575,5.50681E+12,55,121,60575,68,5297912,64519,Osseo,Osseo city,1811
623L600US5506812178500,5.50681E+12,55,121,78500,68,87549892,106757,Sumner,Sumner town,840
623L600US5506901900100,5.5069E+12,55,19,100,69,3749982,0,Abbotsford,Abbotsford city,1665
623L600US5506901905750,5.5069E+12,55,19,5750,69,93404743,277253,Beaver,Beaver town,826
623L600US5506901916150,5.5069E+12,55,19,16150,69,1969302,13221,Colby,Colby city,1275
623L600US5506901916175,5.5069E+12,55,19,16175,69,86205809,48194,Colby,Colby town,922
623L600US5506901918125,5.5069E+12,55,19,18125,69,1776168,2186,Curtiss,Curtiss village,292
623L600US5506901920025,5.5069E+12,55,19,20025,69,91221692,2288216,Dewhurst,Dewhurst town,349
623L600US5506901920450,5.5069E+12,55,19,20450,69,3355297,87963,Dorchester,Dorchester village,846
623L600US5506901927775,5.5069E+12,55,19,27775,69,91006889,266606,Fremont,Fremont town,1312
623L600US5506901930275,5.5069E+12,55,19,30275,69,92036524,327669,Grant,Grant town,858
623L600US5506901930425,5.5069E+12,55,19,30425,69,1411604,10677,Granton,Granton village,381
