GEOID,GEOCODE,STATE,SLDL18,SDELM,SDSEC,SDUNI,AREALAND,AREAWATR,BASENAME,NAME,POP100
628L600US5502899999,5502899999,55,28,,99999,,3177513427,155065948,28,Assembly District 28,59274
628L600US5502999999,5502999999,55,29,,99999,,1575467116,14733235,29,Assembly District 29,61746
628L600US5503099999,5503099999,55,30,,99999,,615052060,19480482,30,Assembly District 30,62735
628L600US5503107650,5503107650,55,31,,7650,,6081,0,Lake Geneva-Genoa City Union High School District,Lake Geneva-Genoa City Union High School District (part),0
628L600US5503115480,5503115480,55,31,,15480,,149505657,288195,Big Foot Union High School District,Big Foot Union High School District (part),9472
628L600US5503199999,5503199999,55,31,,99999,,869347363,10186616,31,Remainder of Assembly District 31,50480
628L600US5503207650,5503207650,55,32,,7650,,229800661,2617434,Lake Geneva-Genoa City Union High School District,Lake Geneva-Genoa City Union High School District (part),25515
628L600US5503213290,5503213290,55,32,,13290,,53540945,600147,Westosha Central High School District,Westosha Central High School District (part),2778
628L600US5503215480,5503215480,55,32,,15480,,40706521,858742,Big Foot Union High School District,Big Foot Union High School District (part),1610
628L600US5503216770,5503216770,55,32,,16770,,8359747,407751,Wilmot Union High School District,Wilmot Union High School District (part),618
628L600US5503299999,5503299999,55,32,,99999,,378413421,33542151,32,Remainder of Assembly District 32,28876
628L600US5503399999,5503399999,55,33,,99999,,853335855,21480734,33,Assembly District 33,58490
628L600US5503409630,5503409630,55,34,,9630,,1344417194,250185266,Lakeland Union High School District,Lakeland Union High School District (part),16001
628L600US5503499999,5503499999,55,34,,99999,,5460465382,407045139,34,Remainder of Assembly District 34,44802
628L600US5503599999,5503599999,55,35,,99999,,5410260487,161570191,35,Assembly District 35,56431
628L600US5503699999,5503699999,55,36,,99999,,8109657382,208592616,36,Assembly District 36,57713
628L600US5503706120,5503706120,55,37,,6120,,13814487,347277,Hartford Union High School District,Hartford Union High School District (part),112
628L600US5503799999,5503799999,55,37,,99999,,866920476,9876002,37,Remainder of Assembly District 37,61070
628L600US5503806180,5503806180,55,38,,6180,,5641292,40284,Arrowhead Union High School District,Arrowhead Union High School District (part),726
628L600US5503899999,5503899999,55,38,,99999,,1019607551,30824297,38,Remainder of Assembly District 38,60920
628L600US5503906120,5503906120,55,39,,6120,,227507664,1545963,Hartford Union High School District,Hartford Union High School District (part),8019
628L600US5503999999,5503999999,55,39,,99999,,950857998,36183324,39,Remainder of Assembly District 39,50173
628L600US5504099999,5504099999,55,40,,99999,,2369841659,62968438,40,Assembly District 40,57138
628L600US5504199999,5504199999,55,41,,99999,,2641082704,130016605,41,Assembly District 41,57743
628L600US5504299999,5504299999,55,42,,99999,,2844707107,88822412,42,Assembly District 42,58322
628L600US5504399999,5504399999,55,43,,99999,,1214858077,62791575,43,Assembly District 43,59492
628L600US5504499999,5504499999,55,44,,99999,,74814416,1555076,44,Assembly District 44,58574
628L600US5504599999,5504599999,55,45,,99999,,1086317705,5379278,45,Assembly District 45,57664
628L600US5504699999,5504699999,55,46,,99999,,303805323,7378281,46,Assembly District 46,65092
628L600US5504799999,5504799999,55,47,,99999,,193250123,20382196,47,Assembly District 47,63646
628L600US5504899999,5504899999,55,48,,99999,,72601507,1431737,48,Assembly District 48,63754
628L600US5504999999,5504999999,55,49,,99999,,3711768024,98559124,49,Assembly District 49,57941
628L600US5505099999,5505099999,55,50,,99999,,3457642761,107488376,50,Assembly District 50,58713
628L600US5505199999,5505199999,55,51,,99999,,4070866242,24600590,51,Assembly District 51,56878
628L600US5505299999,5505299999,55,52,,99999,,464352790,58704314,52,Assembly District 52,59848
628L600US5505399999,5505399999,55,53,,99999,,1054689202,201692858,53,Assembly District 53,58579
628L600US5505499999,5505499999,55,54,,99999,,49830722,77728460,54,Assembly District 54,57411
628L600US5505599999,5505599999,55,55,,99999,,211406700,30286836,55,Assembly District 55,61992
628L600US5505699999,5505699999,55,56,,99999,,577003773,107810040,56,Assembly District 56,64544
628L600US5505799999,5505799999,55,57,,99999,,39156135,6475594,57,Assembly District 57,57937
628L600US5505806120,5505806120,55,58,,6120,,29754915,1578,Hartford Union High School District,Hartford Union High School District (part),3703
628L600US5505899999,5505899999,55,58,,99999,,198275059,6538606,58,Remainder of Assembly District 58,55351
628L600US5505906120,5505906120,55,59,,6120,,75146246,1931357,Hartford Union High School District,Hartford Union High School District (part),14569
628L600US5505999999,5505999999,55,59,,99999,,1555514334,63198194,59,Remainder of Assembly District 59,43589
628L600US5506099999,5506099999,55,60,,99999,,685172819,2285900273,60,Assembly District 60,59358
628L600US5506113290,5506113290,55,61,,13290,,299470378,3701716,Westosha Central High School District,Westosha Central High School District (part),16682
628L600US5506115150,5506115150,55,61,,15150,,9782758,0,Union Grove Union High School District,Union Grove Union High School District (part),95
628L600US5506116770,5506116770,55,61,,16770,,104873122,11316620,Wilmot Union High School District,Wilmot Union High School District (part),18351
628L600US5506199999,5506199999,55,61,,99999,,131218869,1229128779,61,Remainder of Assembly District 61,24844
628L600US5506215150,5506215150,55,62,,15150,,82486180,340856,Union Grove Union High School District,Union Grove Union High School District (part),3469
628L600US5506215600,5506215600,55,62,,15600,,83373398,302730,Waterford Union High School District,Waterford Union High School District (part),3529
628L600US5506299999,5506299999,55,62,,99999,,149240641,1175620812,62,Remainder of Assembly District 62,51424
628L600US5506315150,5506315150,55,63,,15150,,124143915,367330,Union Grove Union High School District,Union Grove Union High School District (part),10052
628L600US5506315600,5506315600,55,63,,15600,,45243806,446579,Waterford Union High School District,Waterford Union High School District (part),3328
628L600US5506399999,5506399999,55,63,,99999,,244612175,6072184,63,Remainder of Assembly District 63,46428
628L600US5506413290,5506413290,55,64,,13290,,6611770,18498,Westosha Central High School District,Westosha Central High School District (part),1341
628L600US5506499999,5506499999,55,64,,99999,,75702859,384878,64,Remainder of Assembly District 64,56504
628L600US5506599999,5506599999,55,65,,99999,,25658523,3466092,65,Assembly District 65,57248
628L600US5506699999,5506699999,55,66,,99999,,26055729,314651,66,Assembly District 66,56026
628L600US5506799999,5506799999,55,67,,99999,,3391965986,90698227,67,Assembly District 67,60513
628L600US5506899999,5506899999,55,68,,99999,,3013584010,34493603,68,Assembly District 68,61896
628L600US5506999999,5506999999,55,69,,99999,,2780176428,15890717,69,Assembly District 69,57134
628L600US5507099999,5507099999,55,70,,99999,,3875674135,96135080,70,Assembly District 70,58276
628L600US5507199999,5507199999,55,71,,99999,,1255252942,26486454,71,Assembly District 71,57866
628L600US5507299999,5507299999,55,72,,99999,,2305464171,101626020,72,Assembly District 72,57669
628L600US5507399999,5507399999,55,73,,99999,,5121685484,616806490,73,Assembly District 73,58507
628L600US5507409630,5507409630,55,74,,9630,,256887278,73941941,Lakeland Union High School District,Lakeland Union High School District (part),3558
628L600US5507499999,5507499999,55,74,,99999,,12676410081,5216108737,74,Remainder of Assembly District 74,55452
628L600US5507599999,5507599999,55,75,,99999,,3731888311,156803562,75,Assembly District 75,58751
628L600US5507699999,5507699999,55,76,,99999,,16894437,151026,76,Assembly District 76,71685
628L600US5507799999,5507799999,55,77,,99999,,43762971,53593743,77,Assembly District 77,62992
628L600US5507899999,5507899999,55,78,,99999,,50888936,152873,78,Assembly District 78,67142
628L600US5507999999,5507999999,55,79,,99999,,485302607,5475462,79,Assembly District 79,69732
628L600US5508099999,5508099999,55,80,,99999,,1942801026,2914019,80,Assembly District 80,65830
628L600US5508199999,5508199999,55,81,,99999,,1785745609,72963707,81,Assembly District 81,59943
628L600US5508299999,5508299999,55,82,,99999,,107001669,294054,82,Assembly District 82,59196
628L600US5508315600,5508315600,55,83,,15600,,88410214,5865431,Waterford Union High School District,Waterford Union High School District (part),12064
628L600US5508399999,5508399999,55,83,,99999,,241028279,14682270,83,Remainder of Assembly District 83,46706
628L600US5508499999,5508499999,55,84,,99999,,80036663,641707,84,Assembly District 84,59529
628L600US5508599999,5508599999,55,85,,99999,,893135870,13012317,85,Assembly District 85,58671
628L600US5508699999,5508699999,55,86,,99999,,1510938193,63725246,86,Assembly District 86,60462
628L600US5508799999,5508799999,55,87,,99999,,8309075280,269894247,87,Assembly District 87,57051
628L600US5508899999,5508899999,55,88,,99999,,205945779,318692,88,Assembly District 88,62894
628L600US5508999999,5508999999,55,89,,99999,,1234268303,738130895,89,Assembly District 89,60143
628L600US5509099999,5509099999,55,90,,99999,,44716226,26515833,90,Assembly District 90,57912
628L600US5509199999,5509199999,55,91,,99999,,62085479,5219300,91,Assembly District 91,59397
628L600US5509299999,5509299999,55,92,,99999,,4925919273,116089264,92,Assembly District 92,59334
628L600US5509399999,5509399999,55,93,,99999,,3121441286,111366003,93,Assembly District 93,60667
628L600US5509499999,5509499999,55,94,,99999,,1101077022,44674018,94,Assembly District 94,62080
628L600US5509599999,5509599999,55,95,,99999,,69089334,28485104,95,Assembly District 95,58704
628L600US5509699999,5509699999,55,96,,99999,,4436520782,138658919,96,Assembly District 96,58372
628L600US5509799999,5509799999,55,97,,99999,,132769573,2841485,97,Assembly District 97,56590
628L600US5509806180,5509806180,55,98,,6180,,7354494,18020,Arrowhead Union High School District,Arrowhead Union High School District (part),840
628L600US5509899999,5509899999,55,98,,99999,,111633045,5842864,98,Remainder of Assembly District 98,60567
628L600US5509906180,5509906180,55,99,,6180,,120899153,13939227,Arrowhead Union High School District,Arrowhead Union High School District (part),28757
628L600US5509999999,5509999999,55,99,,99999,,227925051,18817808,99,Remainder of Assembly District 99,29023
629L600US5500100150,5500100150,55,1,,,150,175921321,807170,Algoma School District,Algoma School District,5138
629L600US5500103660,5500103660,55,1,,,3660,97303953,2147654,Denmark School District,Denmark School District (part),1939
629L600US5500105220,5500105220,55,1,,,5220,351562708,835156625,Gibraltar Area School District,Gibraltar Area School District,6810
629L600US5500105820,5500105820,55,1,,,5820,83301715,149491,Green Bay Area School District,Green Bay Area School District (part),4288
629L600US5500107410,5500107410,55,1,,,7410,332558557,1289466,Kewaunee School District,Kewaunee School District,6731
629L600US5500108340,5500108340,55,1,,,8340,446796346,35729,Luxemburg-Casco School District,Luxemburg-Casco School District,11435
629L600US5500109750,5500109750,55,1,,,9750,23011949,19817,Mishicot School District,Mishicot School District (part),237
629L600US5500113500,5500113500,55,1,,,13500,301706217,378056770,Sevastopol School District,Sevastopol School District,5302
629L600US5500114130,5500114130,55,1,,,14130,508298141,356053734,Southern Door County School District,Southern Door County School District,8147
629L600US5500114610,5500114610,55,1,,,14610,20712176,4273738,Sturgeon Bay School District,Sturgeon Bay School District,9030
629L600US5500115570,5500115570,55,1,,,15570,65994275,239932699,Washington School District,Washington School District,777
629L600US5500199997,5500199997,55,1,,,99997,3907,5106640482,School District Not Defined,School District Not Defined (part),0
629L600US5500201680,5500201680,55,2,,,1680,4347752,3475,Brillion School District,Brillion School District (part),67
629L600US5500203210,5500203210,55,2,,,3210,94878923,2678647,De Pere Unified School District,De Pere Unified School District (part),7918
629L600US5500203660,5500203660,55,2,,,3660,211114598,1210430,Denmark School District,Denmark School District (part),5998
629L600US5500207290,5500207290,55,2,,,7290,18023680,0,Kaukauna Area School District,Kaukauna Area School District (part),798
629L600US5500208610,5500208610,55,2,,,8610,40538939,188901,Manitowoc School District,Manitowoc School District (part),1039
629L600US5500209750,5500209750,55,2,,,9750,240191383,1698523,Mishicot School District,Mishicot School District (part),5900
629L600US5500212690,5500212690,55,2,,,12690,145037988,964784,Reedsville School District,Reedsville School District (part),2351
629L600US5500215120,5500215120,55,2,,,15120,73538846,2135015,Two Rivers School District,Two Rivers School District,12462
629L600US5500216320,5500216320,55,2,,,16320,49634540,2727680,West De Pere School District,West De Pere School District (part),19083
629L600US5500217190,5500217190,55,2,,,17190,187006472,1311578,Wrightstown Community School District,Wrightstown Community School District (part),6948
629L600US5500299997,5500299997,55,2,,,99997,4315,15400590,School District Not Defined,School District Not Defined (part),0
629L600US5500300390,5500300390,55,3,,,390,13542166,293453,Appleton Area School District,Appleton Area School District (part),14473
629L600US5500301680,5500301680,55,3,,,1680,92050307,320824,Brillion School District,Brillion School District (part),4931
629L600US5500302520,5500302520,55,3,,,2520,26670156,32380,Chilton School District,Chilton School District (part),405
629L600US5500306450,5500306450,55,3,,,6450,84168094,200090,Hilbert School District,Hilbert School District (part),1195
629L600US5500307290,5500307290,55,3,,,7290,101704929,866114,Kaukauna Area School District,Kaukauna Area School District (part),8170
629L600US5500307470,5500307470,55,3,,,7470,33569283,942122,Kimberly Area School District,Kimberly Area School District,24292
629L600US5500308160,5500308160,55,3,,,8160,4414989,649063,Little Chute Area School District,Little Chute Area School District (part),5782
629L600US5500309030,5500309030,55,3,,,9030,696813,0,Menasha School District,Menasha School District (part),860
629L600US5500314520,5500314520,55,3,,,14520,69496828,139159,Stockbridge School District,Stockbridge School District (part),1730
629L600US5500317190,5500317190,55,3,,,17190,5399016,323962,Wrightstown Community School District,Wrightstown Community School District (part),68
629L600US5500399997,5500399997,55,3,,,99997,0,153655827,School District Not Defined,School District Not Defined (part),0
629L600US5500400540,5500400540,55,4,,,540,26879017,1163054,Ashwaubenon School District,Ashwaubenon School District (part),15360
629L600US5500403210,5500403210,55,4,,,3210,120873,0,De Pere Unified School District,De Pere Unified School District (part),0
629L600US5500405820,5500405820,55,4,,,5820,31768037,1658403,Green Bay Area School District,Green Bay Area School District (part),33213
629L600US5500406630,5500406630,55,4,,,6630,11584084,0,Howard-Suamico School District,Howard-Suamico School District (part),8461
629L600US5500412330,5500412330,55,4,,,12330,496481,0,Pulaski Community School District,Pulaski Community School District (part),27
629L600US5500416320,5500416320,55,4,,,16320,7113224,0,West De Pere School District,West De Pere School District (part),1655
629L600US5500500390,5500500390,55,5,,,390,1843409,0,Appleton Area School District,Appleton Area School District (part),892
629L600US5500504920,5500504920,55,5,,,4920,189564058,1558,Freedom Area School District,Freedom Area School District (part),9385
629L600US5500506600,5500506600,55,5,,,6600,93120217,650147,Hortonville School District,Hortonville School District (part),3824
629L600US5500506630,5500506630,55,5,,,6630,15791917,0,Howard-Suamico School District,Howard-Suamico School District (part),4344
629L600US5500507290,5500507290,55,5,,,7290,56269762,1609341,Kaukauna Area School District,Kaukauna Area School District (part),21350
629L600US5500508160,5500508160,55,5,,,8160,2590246,0,Little Chute Area School District,Little Chute Area School District (part),2386
629L600US5500512330,5500512330,55,5,,,12330,34975480,175992,Pulaski Community School District,Pulaski Community School District (part),6680
629L600US5500513530,5500513530,55,5,,,13530,411761285,499638,Seymour Community School District,Seymour Community School District (part),12570
629L600US5500513770,5500513770,55,5,,,13770,53503633,493049,Shiocton School District,Shiocton School District (part),1125
629L600US5500516320,5500516320,55,5,,,16320,63683445,130956,West De Pere School District,West De Pere School District (part),4330
629L600US5500517190,5500517190,55,5,,,17190,14259420,325262,Wrightstown Community School District,Wrightstown Community School District (part),542
629L600US5500600056,5500600056,55,6,,,56,139757061,2612136,Gresham School District,Gresham School District,1705
629L600US5500601470,5500601470,55,6,,,1470,286308276,1301502,Bonduel School District,Bonduel School District (part),4192
629L600US5500601560,5500601560,55,6,,,1560,203481048,341160,Bowler School District,Bowler School District (part),1342
629L600US5500602670,5500602670,55,6,,,2670,322035120,4124302,Clintonville School District,Clintonville School District (part),8359
629L600US5500606600,5500606600,55,6,,,6600,55568501,1389379,Hortonville School District,Hortonville School District (part),3978
629L600US5500608550,5500608550,55,6,,,8550,30243167,89687,Manawa School District,Manawa School District (part),303
629L600US5500608730,5500608730,55,6,,,8730,134477351,1094727,Marion School District,Marion School District (part),1475
629L600US5500609070,5500609070,55,6,,,9070,6282769,4848,Menominee Indian School District,Menominee Indian School District (part),267
629L600US5500610590,5500610590,55,6,,,10590,154794489,2436114,New London School District,New London School District (part),2675
629L600US5500612330,5500612330,55,6,,,12330,260885425,181023,Pulaski Community School District,Pulaski Community School District (part),9157
629L600US5500613530,5500613530,55,6,,,13530,21936335,17329,Seymour Community School District,Seymour Community School District (part),279
629L600US5500613620,5500613620,55,6,,,13620,385916871,24490144,Shawano School District,Shawano School District (part),16591
629L600US5500613770,5500613770,55,6,,,13770,221740142,5689222,Shiocton School District,Shiocton School District (part),3120
629L600US5500614880,5500614880,55,6,,,14880,238256823,254846,Tigerton School District,Tigerton School District (part),1858
629L600US5500617100,5500617100,55,6,,,17100,147146354,257884,Wittenberg-Birnamwood School District,Wittenberg-Birnamwood School District (part),2108
629L600US5500705940,5500705940,55,7,,,5940,5519279,0,Greenfield School District,Greenfield School District (part),7371
629L600US5500709600,5500709600,55,7,,,9600,13545153,0,Milwaukee School District,Milwaukee School District (part),30863
629L600US5500716260,5500716260,55,7,,,16260,8571562,0,West Allis School District,West Allis School District (part),21121
629L600US5500809600,5500809600,55,8,,,9600,11034420,103122,Milwaukee School District,Milwaukee School District (part),53999
629L600US5500909600,5500909600,55,9,,,9600,20670552,69151,Milwaukee School District,Milwaukee School District (part),57339
629L600US5501009600,5501009600,55,10,,,9600,15699610,162274,Milwaukee School District,Milwaukee School District (part),38769
629L600US5501013800,5501013800,55,10,,,13800,4117148,0,Shorewood School District,Shorewood School District,13859
629L600US5501099997,5501099997,55,10,,,99997,0,946432,School District Not Defined,School District Not Defined (part),0
629L600US5501109600,5501109600,55,11,,,9600,28414313,62346,Milwaukee School District,Milwaukee School District (part),47999
629L600US5501199999,5501199999,55,11,,,99999,7813157,419000,11,Remainder of Assembly District 11,6276
629L600US5501209600,5501209600,55,12,,,9600,43459875,168771,Milwaukee School District,Milwaukee School District (part),54548
629L600US5501215990,5501215990,55,12,,,15990,1075238,0,Wauwatosa School District,Wauwatosa School District (part),1757
629L600US5501301770,5501301770,55,13,,,1770,30554576,290342,Elmbrook School District,Elmbrook School District (part),19650
629L600US5501309600,5501309600,55,13,,,9600,4905105,19352,Milwaukee School District,Milwaukee School District (part),7843
629L600US5501315780,5501315780,55,13,,,15780,10112254,88339,Waukesha School District,Waukesha School District (part),6913
629L600US5501315990,5501315990,55,13,,,15990,15634634,243,Wauwatosa School District,Wauwatosa School District (part),20383
629L600US5501316260,5501316260,55,13,,,16260,4968772,14646,West Allis School District,West Allis School District (part),6990
629L600US5501401770,5501401770,55,14,,,1770,51200764,780235,Elmbrook School District,Elmbrook School District (part),27844
629L600US5501409600,5501409600,55,14,,,9600,2606552,0,Milwaukee School District,Milwaukee School District (part),5998
629L600US5501415780,5501415780,55,14,,,15780,403243,11639,Waukesha School District,Waukesha School District (part),47
629L600US5501415990,5501415990,55,14,,,15990,17548978,9179,Wauwatosa School District,Wauwatosa School District (part),26247
629L600US5501501770,5501501770,55,15,,,1770,1136920,0,Elmbrook School District,Elmbrook School District (part),1099
629L600US5501510470,5501510470,55,15,,,10470,35333004,498266,New Berlin School District,New Berlin School District (part),16575
629L600US5501516260,5501516260,55,15,,,16260,21843085,46936,West Allis School District,West Allis School District (part),39471
629L600US5501609600,5501609600,55,16,,,9600,17285465,75400,Milwaukee School District,Milwaukee School District (part),53739
629L600US5501709600,5501709600,55,17,,,9600,18769804,0,Milwaukee School District,Milwaukee School District (part),55343
629L600US5501809600,5501809600,55,18,,,9600,14601645,43754,Milwaukee School District,Milwaukee School District (part),52987
629L600US5501909600,5501909600,55,19,,,9600,17085772,943942,Milwaukee School District,Milwaukee School District (part),62056
629L600US5501999997,5501999997,55,19,,,99997,0,8007160,School District Not Defined,School District Not Defined (part),0
629L600US5502003060,5502003060,55,20,,,3060,12364566,0,Cudahy School District,Cudahy School District,18204
629L600US5502009600,5502009600,55,20,,,9600,25575514,0,Milwaukee School District,Milwaukee School District (part),29447
629L600US5502013260,5502013260,55,20,,,13260,6649955,0,St. Francis School District,St. Francis School District,9161
629L600US5502099997,5502099997,55,20,,,99997,0,4062942,School District Not Defined,School District Not Defined (part),0
629L600US5502104830,5502104830,55,21,,,4830,471288,0,Franklin Public School District,Franklin Public School District (part),470
629L600US5502110830,5502110830,55,21,,,10830,75645878,0,Oak Creek-Franklin School District,Oak Creek-Franklin School District (part),37835
629L600US5502114040,5502114040,55,21,,,14040,12505971,21035,South Milwaukee School District,South Milwaukee School District,20795
629L600US5502199997,5502199997,55,21,,,99997,0,1394337988,School District Not Defined,School District Not Defined (part),0
629L600US5502205160,5502205160,55,22,,,5160,24322880,535643,Germantown School District,Germantown School District (part),4076
629L600US5502206030,5502206030,55,22,,,6030,70067556,1064734,Hamilton School District,Hamilton School District (part),16581
629L600US5502209060,5502209060,55,22,,,9060,45740855,313743,Menomonee Falls School District,Menomonee Falls School District (part),22529
629L600US5502209600,5502209600,55,22,,,9600,7851031,2208,Milwaukee School District,Milwaukee School District (part),6559
629L600US5502299999,5502299999,55,22,,,99999,144183713,2256430,22,Remainder of Assembly District 22,11005
629L600US5502302460,5502302460,55,23,,,2460,1497083,11589,Cedarburg School District,Cedarburg School District (part),2377
629L600US5502305610,5502305610,55,23,,,5610,53067044,842980,Grafton School District,Grafton School District (part),13805
629L600US5502309130,5502309130,55,23,,,9130,54777083,1275909,Mequon-Thiensville School District,Mequon-Thiensville School District (part),18061
629L600US5502312000,5502312000,55,23,,,12000,3981062,0,Port Washington-Saukville School District,Port Washington-Saukville School District (part),252
629L600US5502316620,5502316620,55,23,,,16620,5478616,0,Whitefish Bay School District,Whitefish Bay School District,14954
629L600US5502399997,5502399997,55,23,,,99997,0,1044996528,School District Not Defined,School District Not Defined (part),0
629L600US5502399999,5502399999,55,23,,,99999,13362886,0,23,Remainder of Assembly District 23,11312
629L600US5502401800,5502401800,55,24,,,1800,11383915,0,Brown Deer School District,Brown Deer School District,12507
629L600US5502405160,5502405160,55,24,,,5160,93806579,62654,Germantown School District,Germantown School District (part),21158
629L600US5502409060,5502409060,55,24,,,9060,12607486,182451,Menomonee Falls School District,Menomonee Falls School District (part),7914
629L600US5502409130,5502409130,55,24,,,9130,68009661,577871,Mequon-Thiensville School District,Mequon-Thiensville School District (part),10475
629L600US5502499999,5502499999,55,24,,,99999,20469791,552594,24,Remainder of Assembly District 24,8683
629L600US5502501680,5502501680,55,25,,,1680,61499652,1723816,Brillion School District,Brillion School District (part),729
629L600US5502502520,5502502520,55,25,,,2520,168764638,1604092,Chilton School District,Chilton School District (part),5819
629L600US5502506450,5502506450,55,25,,,6450,56873927,425748,Hilbert School District,Hilbert School District (part),1957
629L600US5502507440,5502507440,55,25,,,7440,76638387,449201,Kiel Area School District,Kiel Area School District (part),1198
629L600US5502508610,5502508610,55,25,,,8610,173010353,2319796,Manitowoc School District,Manitowoc School District (part),38940
629L600US5502510530,5502510530,55,25,,,10530,15905680,45820,New Holstein School District,New Holstein School District (part),141
629L600US5502512690,5502512690,55,25,,,12690,142626559,963307,Reedsville School District,Reedsville School District (part),2365
629L600US5502514520,5502514520,55,25,,,14520,1399500,2620,Stockbridge School District,Stockbridge School District (part),20
629L600US5502515210,5502515210,55,25,,,15210,297655165,3914590,Valders Area School District,Valders Area School District,6817
629L600US5502599997,5502599997,55,25,,,99997,0,2304069230,School District Not Defined,School District Not Defined (part),0
629L600US5502602430,5502602430,55,26,,,2430,62907301,405964,Cedar Grove-Belgium Area School District,Cedar Grove-Belgium Area School District (part),3150
629L600US5502607500,5502607500,55,26,,,7500,12433373,52651,Kohler School District,Kohler School District (part),127
629L600US5502611070,5502611070,55,26,,,11070,100788216,610908,Oostburg School District,Oostburg School District (part),6111
629L600US5502611940,5502611940,55,26,,,11940,2292618,0,Plymouth School District,Plymouth School District (part),35
629L600US5502612450,5502612450,55,26,,,12450,107855413,1522656,Random Lake School District,Random Lake School District (part),3736
629L600US5502613650,5502613650,55,26,,,13650,51291164,645336,Sheboygan Area School District,Sheboygan Area School District (part),36221
629L600US5502613680,5502613680,55,26,,,13680,62299757,593592,Sheboygan Falls School District,Sheboygan Falls School District (part),9330
629L600US5502699997,5502699997,55,26,,,99997,0,1942693565,School District Not Defined,School District Not Defined (part),0
629L600US5502704260,5502704260,55,27,,,4260,70459164,2971488,Elkhart Lake-Glenbeulah School District,Elkhart Lake-Glenbeulah School District (part),3200
629L600US5502706660,5502706660,55,27,,,6660,133842632,717431,Howards Grove School District,Howards Grove School District,6000
629L600US5502707440,5502707440,55,27,,,7440,172798658,2642419,Kiel Area School District,Kiel Area School District (part),6874
629L600US5502707500,5502707500,55,27,,,7500,13961446,557036,Kohler School District,Kohler School District (part),2206
629L600US5502708610,5502708610,55,27,,,8610,20502047,21455,Manitowoc School District,Manitowoc School District (part),208
629L600US5502711940,5502711940,55,27,,,11940,112509258,987612,Plymouth School District,Plymouth School District (part),12384
629L600US5502713650,5502713650,55,27,,,13650,80030256,422287,Sheboygan Area School District,Sheboygan Area School District (part),26551
629L600US5502713680,5502713680,55,27,,,13680,62628012,558969,Sheboygan Falls School District,Sheboygan Falls School District (part),1871
629L600US5502799997,5502799997,55,27,,,99997,0,15774856,School District Not Defined,School District Not Defined (part),0
629L600US5502800300,5502800300,55,28,,,300,372573940,20857465,Amery School District,Amery School District (part),9368
629L600US5502800750,5502800750,55,28,,,750,327743939,29724135,Unity School District,Unity School District (part),7154
629L600US5502802580,5502802580,55,28,,,2580,79652015,1988794,Clayton School District,Clayton School District (part),1293
629L600US5502802610,5502802610,55,28,,,2610,46918251,597810,Clear Lake School District,Clear Lake School District (part),558
629L600US5502804860,5502804860,55,28,,,4860,380095204,11446883,Frederic School District,Frederic School District (part),3652
629L600US5502805670,5502805670,55,28,,,5670,664159536,24342516,Grantsburg School District,Grantsburg School District,5156
629L600US5502808280,5502808280,55,28,,,8280,202916385,10699914,Luck School District,Luck School District (part),3282
629L600US5502810620,5502810620,55,28,,,10620,5168561,428284,New Richmond School District,New Richmond School District (part),354
629L600US5502811160,5502811160,55,28,,,11160,278454339,14170278,Osceola School District,Osceola School District,9646
629L600US5502813230,5502813230,55,28,,,13230,372122199,14410210,St. Croix Falls School District,St. Croix Falls School District,7321
629L600US5502813890,5502813890,55,28,,,13890,144745230,16094502,Siren School District,Siren School District (part),2479
629L600US5502814010,5502814010,55,28,,,14010,102866676,3209164,Somerset School District,Somerset School District (part),6478
629L600US5502815060,5502815060,55,28,,,15060,77592925,3469159,Turtle Lake School District,Turtle Lake School District (part),687
629L600US5502816230,5502816230,55,28,,,16230,122504227,3626834,Webster School District,Webster School District (part),1846
629L600US5502900300,5502900300,55,29,,,300,26186254,219047,Amery School District,Amery School District (part),443
629L600US5502900720,5502900720,55,29,,,720,300450895,760841,Baldwin-Woodville Area School District,Baldwin-Woodville Area School District,9485
629L600US5502901590,5502901590,55,29,,,1590,130148075,269709,Boyceville Community School District,Boyceville Community School District (part),2070
629L600US5502902610,5502902610,55,29,,,2610,27319319,42441,Clear Lake School District,Clear Lake School District (part),151
629L600US5502905520,5502905520,55,29,,,5520,251451395,830093,Glenwood City School District,Glenwood City School District (part),3700
629L600US5502906060,5502906060,55,29,,,6060,119997307,220353,St. Croix Central School District,St. Croix Central School District (part),4562
629L600US5502909090,5502909090,55,29,,,9090,249856850,5192664,Menomonie Area School District,Menomonie Area School District (part),21544
629L600US5502910620,5502910620,55,29,,,10620,336659928,5944795,New Richmond School District,New Richmond School District (part),17263
629L600US5502913050,5502913050,55,29,,,13050,11726594,0,River Falls School District,River Falls School District (part),97
629L600US5502914010,5502914010,55,29,,,14010,27192150,524955,Somerset School District,Somerset School District (part),1328
629L600US5502914340,5502914340,55,29,,,14340,94478349,728337,Spring Valley School District,Spring Valley School District (part),1103
629L600US5503004320,5503004320,55,30,,,4320,3589461,1053,Ellsworth Community School District,Ellsworth Community School District (part),43
629L600US5503006060,5503006060,55,30,,,6060,98878513,1125150,St. Croix Central School District,St. Croix Central School District (part),3802
629L600US5503006690,5503006690,55,30,,,6690,170477345,14470694,Hudson School District,Hudson School District,32962
629L600US5503010620,5503010620,55,30,,,10620,45522445,1731802,New Richmond School District,New Richmond School District (part),2159
629L600US5503013050,5503013050,55,30,,,13050,277080218,1953152,River Falls School District,River Falls School District (part),23013
